state,instance_id,parent_group,quantity,expected_solid_count,representation_role,integration_lineage,source_status,step_path,step_sha256,step_current_sha256,T_S_local_mm_json,native_path,native_file_exists,native_current_sha256,native_geometry_status,native_increment_geometry_cold_verified,native_geometry_hash_chain_verified,native_geometry_receipt,candidate_material,candidate_material_id,material_status,candidate_density_kg_m3,native_material_cold_verified,native_material_decision_cold_recorded,native_material_receipt,native_material_receipt_sha256,candidate_uniform_geometry_mass_kg,mass_basis,source_geometry_candidate_mass_kg,source_geometry_mass_basis,procurement_material_note,as_built_mass_kg,as_built_material_certified,whole_assembly_fit_verified
released,B601_base_link,DPG_2441388c8927,1,69,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_base_link_LINKLOCAL.step,a451b9150d00ec8e381ae69c0bb9d62b3a1fed1b1cd1ad373a719e28290f07c5,a451b9150d00ec8e381ae69c0bb9d62b3a1fed1b1cd1ad373a719e28290f07c5,"[[1.0,0.0,0.0,90.0],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,125.15],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_50c3c0fe8e29d7706821.SLDPRT,True,6b7fd618c29b36144b33b25585aac82982b09616fa48e523f86dfb516497ac8a,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_gripper_left,DPG_2441388c8927,1,24,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_gripper_left_LINKLOCAL.step,d0b725bec635bd170d89c6c4de933d519cc480a096a1bb0189cd55c50738e380,d0b725bec635bd170d89c6c4de933d519cc480a096a1bb0189cd55c50738e380,"[[-4.255246236520301e-06,0.984807753003221,-0.1736481776657589,280.3175706911741],[0.9999999999688164,3.035359730825188e-06,-7.290605967394674e-06,14.973275246013147],[-6.652760594964004e-06,-0.17364817769136737,-0.9848077529854281,524.830340629379],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_401adf8db25b559b3f4d.SLDPRT,True,cbc78637962dbd29bb7393f98c57d689353b280508da7f3ece69c3eaaaaa9baa,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_gripper_link,DPG_2441388c8927,1,12,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_gripper_link_LINKLOCAL.step,97e2fe07fe24673deae473d0518fd30e3345ed85a82f8811265482b0215811bc,97e2fe07fe24673deae473d0518fd30e3345ed85a82f8811265482b0215811bc,"[[0.9848077530122077,6.378453723857895e-07,-0.17364817766575893,321.76691482494084],[-6.378453723857898e-07,-0.9999999999732198,-7.2906059673946744e-06,0.0007793039267086628],[-0.17364817766575896,7.290605967394675e-06,-0.9848077529854282,517.5085817441117],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_27d57470afe474a75b97.SLDPRT,True,0083a82f719b9ff6d41ca1242a1cb16b02ec65732b989a4c41f1654f5d876a13,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_gripper_right,DPG_2441388c8927,1,24,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_gripper_right_LINKLOCAL.step,9a96d53ccc6eee6272ee571041ea41b36c85904d7b6c5bd5179980eb43613327,9a96d53ccc6eee6272ee571041ea41b36c85904d7b6c5bd5179980eb43613327,"[[-2.9795554917573277e-06,-0.9848077530079068,-0.1736481776657589,280.31306417260794],[-0.9999999999641306,4.311050475588161e-06,-7.290605967394674e-06,-14.971662942990305],[7.928451339726978e-06,0.1736481776378076,-0.9848077529854281,524.8048928864645],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_657d0990b866babca543.SLDPRT,True,7fda42dcbff9879e0bf11d87d0fddd009bbcf143fc70dbc5e9a6aac579f981d6,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_link1,DPG_2441388c8927,1,30,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_link1_LINKLOCAL.step,db9a92b0e33f5237accab8b62de543af2cd67eb68fa248d335ff266bf957f4ce,db9a92b0e33f5237accab8b62de543af2cd67eb68fa248d335ff266bf957f4ce,"[[1.0,0.0,0.0,89.91584],[0.0,1.0,0.0,0.0],[0.0,0.0,1.0,209.8],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_4f35d35383d9f7c00fe0.SLDPRT,True,81cf529653a46d2f09d7e16cd9781c961174d5f3be10612a66f21cf75e13f247,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_link2,DPG_2441388c8927,1,71,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_link2_LINKLOCAL.step,39818daefd32a6a2a5bf61c6b1e1670380a27125415e3b154360159df7f30960,39818daefd32a6a2a5bf61c6b1e1670380a27125415e3b154360159df7f30960,"[[0.8660254037844386,-0.4999999999999999,0.0,109.99984],[-1.8366025516525217e-06,-3.1810889327728117e-06,0.9999999999932537,31.625],[-0.4999999999966268,-0.8660254037785963,-3.673205103305044e-06,265.35],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_2c568bdc19c94c258c7f.SLDPRT,True,589404be78530bb48dbfb1c7c311b0121296e072451fe6159206fdad7bbc12e2,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_link3,DPG_2441388c8927,1,80,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_link3_LINKLOCAL.step,34dc2177f050f96503449d9e10ce459eacf1619892d03bde85f396bd7c2fc162,34dc2177f050f96503449d9e10ce459eacf1619892d03bde85f396bd7c2fc162,"[[0.8660254037844386,0.49999999999999983,0.0,-118.63086659909177],[1.8366025516525215e-06,-3.1810889327728117e-06,0.9999999999932537,31.625484863073638],[0.49999999999662675,-0.8660254037785964,-3.673205103305044e-06,397.3499999991095],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_f49d51649b008a0cfe1d.SLDPRT,True,b692cc5c9ae298b9a8866e58bf0289e5726aa695c52a00975aebc09b2e8ff969,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_link4,DPG_2441388c8927,1,40,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_link4_LINKLOCAL.step,a44be74fb6be0f2b8b4502ed1a0167f0266c1f4298634dd7a88cc433c9994530,a44be74fb6be0f2b8b4502ed1a0167f0266c1f4298634dd7a88cc433c9994530,"[[0.9848077530122079,-0.17364817766693041,0.0,64.46689635901305],[-6.3784537238579e-07,-3.617400864138816e-06,0.9999999999932537,30.001102201666],[-0.17364817766575902,-0.9848077530055646,-3.673205103305044e-06,565.4153777712937],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_dbbf754538cb6b08cd84.SLDPRT,True,1d9671691a8154c7d5455e0c9337664cbb91b096475963c1646bac9c933e7bdc,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_link5,DPG_2441388c8927,1,21,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_link5_LINKLOCAL.step,10ed8c19b32f2816fa24158931542858cfc0d2dd7e8fa3c25a21352c896d8978,10ed8c19b32f2816fa24158931542858cfc0d2dd7e8fa3c25a21352c896d8978,"[[0.9848077530122078,6.378453723857897e-07,-0.17364817766575893,148.09702854440292],[-6.378453723857898e-07,-0.99999999997322,-7.290605967394675e-06,0.0011879060053736623],[-0.173648177665759,7.290605967394677e-06,-0.9848077529854283,588.7477372085052],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_77a5fb8a45f974cbdccc.SLDPRT,True,478afc7a0494a4e382ba1d0b81d0dec9f5d716e0a2869990fe871f727b992b89,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
released,B601_link6,DPG_2441388c8927,1,20,PHYSICAL_GEOMETRY,WP09_RETAINED,HASH_AND_TRANSFORM_VERIFIED,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\WP05_SW_20260907\sources\B601_link6_LINKLOCAL.step,6f04be472dab289f6db6dbf8c79d2a82d4c712b16460e4dee860773525449a13,6f04be472dab289f6db6dbf8c79d2a82d4c712b16460e4dee860773525449a13,"[[0.17364456026372332,6.378453723857896e-07,0.9848083908509364,164.48316672213778],[7.290608310282368e-06,-0.9999999999732199,-6.378185924904412e-07,0.0008811699341153111],[0.9848083908241569,7.290605967394676e-06,-0.17364456026372346,545.2413544638309],[0.0,0.0,0.0,1.0]]",F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\native\P_e553ffda751b85cf1061.SLDPRT,True,4aef466ed52b1fd5df96cf1ca4caff85fe7af35114be95e5413ceed0fc4c608c,SOURCE_COPY_AND_CURRENT_MATERIAL_COLD_READ; LEGACY_PREWRITE_HASH_NOT_RECORDED,False,False,,,,UNASSIGNED_COMPOSITE_OR_UNKNOWN,,False,True,F:\China Graduate Future Flight Vehicle Innovation Competition\20_engineering\SERVICE_STAR_DIGITAL_PROTOTYPE_R1_20260919\results\MATERIAL_NATIVE_1_510_r3.json,ea347635b9e0f169dba60e5d1cfadc242779d3b089bbc2d57d7a06c631d81d7a,,UNKNOWN_NO_SOFTWARE_DEFAULT_MASS_CREDIT,,UNKNOWN,Manufacturer mechanical-arm link is a mixed multi-body assembly. Keep manufacturer whole-arm nominal mass/URDF dynamics separate; obtain controlled per-body material map before physical bulk assignment.,,False,False
