relative_path,bytes,sha256
CAD_BRIEF.md,2762,3dc98f566827b390ce92ecbf7efe7a055bcce6a15e7c16f538782b276c4fb1e6
candidate/design_parameters.json,8584,d319abd91e27da886baccf3c6aea93224d4dc4017b132491b995d98d87c82b76
candidate/pcb_reference_brief.md,3376,082247c88ed6872c6d9858b70335b0521d3efbb654a815178342d6f8289fea2c
candidate/pcb_reference_panels.py,20808,8e6c19ee387b3ef22d6e3e9bfcf5bbf910fb51da0ce309b352062d150b1652c9
candidate/pcb_reference_panels.step,757107,d9fad8ae6290c489f1d9d441d2f095c5e7009b98bc1575f987b707bd0b60413f
candidate/pcb_reference_panels.step.py,510,479561d3608afdb697e69e2dc5373b54d1bf1b697a7d740f335b43db949ddd47
candidate/retention_detail.py,11591,14fd2319207e26410d3cb33efd3a523148a3eefe0af376a6bf50419518b1348c
candidate/retention_station0.step,895491,ca681a32171871fe6a56bbc029260053f8a42b781522d435c65ebfa3b1e73ddb
candidate/retention_station0.step.py,336,27869b7df5a69eefefc38cfec82f0c395275eb187ec3814649d5ee1757ad5e4d
candidate/retention_station1.step,895429,bc4441ba5d362e7c7277a808bc966c80adbe209ed50f5e3ebf4072a5a667b880
candidate/retention_station1.step.py,336,40eb90b96a0de2705abf4ed7e02f3a7c1554fc3ca014b2888d844d1d969b7314
candidate/retention_station_view.py,4973,a0d26810577d0d4bcf8877c7f52aa0dfd23532c406ff5ecaf71805fc725ad8f7
candidate/servicer_parking.step.py,162,2b8929d4f9a6ba2f5817d29c389c23237752c8471134aeb0177400d07acae393
candidate/servicer_released.step.py,163,985d17b9aebdf35224ae5a063a38ca22af4adb8a04fd171c978dca9b53992a13
candidate/servicer_service.step.py,162,2fd2b2d4cc958c84e229734a271da3683a3295530fc418d93c7db1e6af14be6a
candidate/system_model.py,3844,b395653089adb040efd0f67682c68d4d1aba20640fc1c7bf238383b20e2678aa
ecad/build_electrical_package.py,37169,6e266113e6241fc542858d7bb9d59025b03c83e0c99938e3d407015e5131f381
ecad/ECAD_REFERENCE_CARDS.json,240030,e8ccd5ba7bdef194c68b450766da2044ad2f6e48da24916d26192fc417ff978f
ecad/ELECTRICAL_INTERFACE_CONTRACT.json,48516,401606e6dda0032db976b5c170ecf762104a9ce575dedb1d1eb8ebf078725a77
ecad/ELECTRICAL_INTERFACE_REVIEW.html,12041,33a9808f6999ebe0b0c65134d9784a8e3888ebbfbd49d7ed9ca3ed95a87fca81
ecad/ELECTRICAL_MODULE_MATRIX.csv,6737,ad0e9692f0b6a22971db2f0a31557edf221bdc0caa5447e93af99e5a5a816abe
ecad/ELECTRICAL_SOURCES.json,39736,0efa0f0582c8e3e80e3e0eb233e65c7d903a8b7138e1a76da821108d84609153
ecad/PCB_REFERENCE_MECH_CARDS.html,37564,88539ca9aa1b934c78c55ff3c66093dfa574d2bfb2e55aace65313676351b4f2
ecad/README.md,5571,76841b1250989248af0099f7b8c5e8695ef51ee7c03d974277b6a190dfaf7d5e
inputs/history/C02_run0/ARCHIVE_MANIFEST.json,26237,91b82c6d3aca64bb5a425cc3eb1a1973cb3b29c5c26d58af33714c1dcde2a37e
inputs/history/C02_run0/CHECK_local.json,505127,d6f24127531bb487789648650fd03e9c6867507188561fea7fca008f346fb093
inputs/history/C02_run0/EMISSION_RECEIPT.json,61911,c0ac47ce3c2a38a8e19273223a70ebe39c7586c13a3c92f051357064c7224a02
inputs/history/C02_run0/input_00_design_parameters.json,8215,c832923381b115e3e8f760fe867969d50fe8282ff049fd88e0a5ee6be799f763
inputs/history/C02_run0/input_01_spacecraft_model.py,29139,8822075851f423f405bd274b10e849518d72e4a9c86ca6cb067aff6703275005
