path,bytes,sha256,role
00_contract/CAD_BRIEF_V1.md,4203,97ED4B8C67C19A2A6D0819909454BEBC2B1E73EA3A7024A49E81B77378C5A814,CONTRACT_OR_SOURCE_LOCK
00_contract/FIXED_PLATFORM_OPERATIONAL_COLLISION_CONTRACT_V1.json,10262,A5274BF3501B26E46298FD6998A9C48DDAB20F046B810315FA31361324D89900,CONTRACT_OR_SOURCE_LOCK
00_contract/FRAME_AND_UNIT_LEDGER_V1.json,4908,E391679465E05D6852210073760CBE4267761F8C8CF58D0CCA5F800D4F28BD4B,CONTRACT_OR_SOURCE_LOCK
00_contract/SOURCE_AUTHORITY_LOCK_V1.json,8935,9F41898E1DB099E67708F908E855A828CC0C4FA75262407230E83CD6B0B6FBB8,CONTRACT_OR_SOURCE_LOCK
01_cad/.F_LOAD_BRIDGE_S_V1.step.glb,288028,41C79D1E89B4F9595987D3C140F389B01B50A70411AFFE000E4A926D44453928,CAD_INSPECTION_SIDECAR
01_cad/.F_M3R_STAGE_A_S_V1.step.glb,939384,A32A3544B4FCBB16B421E8F618E890844742E8BD11BE6415349301270933C5A2,CAD_INSPECTION_SIDECAR
01_cad/.F_M3R_STAGE_B_S_V1.step.glb,779236,8AB0A76757C9B1C34F2B65443352DD0FB1DD0EFE583666F0A33972438E1FCAF4,CAD_INSPECTION_SIDECAR
01_cad/F_LOAD_BRIDGE_S_V1.step,24855,545FE62ADE0E4891FCC84179D18F63B2A6C77F19AD1C96723B3C7208EA13221B,PRIMARY_STEP_MM
01_cad/F_M3R_STAGE_A_S_V1.step,96941,E49CAC621C51FE4A2DF583D83C23EFEC28318B0CDF0EC14D4F78E1D6D468F386,PRIMARY_STEP_MM
01_cad/F_M3R_STAGE_B_S_V1.step,120573,48B7BF9B16265544DC3DE5A312CCBF3E3224F060251EA9BA7B884916BFBFD173,PRIMARY_STEP_MM
02_builder/build_fixed_platform_operational_collision_candidate.py,17823,B58654AA2D891D2D18FBDDF2101A73DC742165916CF33BEE25E17ECDB5F71D88,PACKAGE_DOCUMENTATION_OR_BUILDER
02_builder/fixed_platform_geometry.py,19517,A205C86F2A18B9C187D7628A8F42B5C91EBD5C7024410F31F522FD1EC57A258D,PACKAGE_DOCUMENTATION_OR_BUILDER
02_runtime/F_LOAD_BRIDGE_S_M_V1.npz,91947,606A8EB728E1B4073D857EA996E16D9F9E549E66A37CB756B37877E886D34E8A,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_LOAD_BRIDGE_S_M_V1.ply,87410,505D4116D92BDD46B40C0E4CC357C4C67D8644146F0FCB585B664FC4F9822141,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_LOAD_BRIDGE_S_M_V1.stl,174684,BC739A1AAD6924E28CC0E061D15C08392A6DF119599076F3F871A131D4C2A788,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_M3R_STAGE_A_S_M_V1.npz,316571,AE632D630A2BDAB4C6706D241040B26396AD1E4EACF78DE04C06E253A499529A,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_M3R_STAGE_A_S_M_V1.ply,303379,C8A13051FA6E985DCA350153784130EBAB5C08B3F5C0109083EB04FE467B2562,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_M3R_STAGE_A_S_M_V1.stl,607484,806BE0FAFDD470803DB3469A65F5B27CBA303BC495FCCE4445E107C1482D291A,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_M3R_STAGE_B_S_M_V1.npz,258483,8ED356B2CC09C9BA53252AC4248DAA2649501909CDC50F8F77C023016B361E58,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_M3R_STAGE_B_S_M_V1.ply,247526,EA7CF0C0EB5CFA1E76AF7C29AD42F3319237D66B3250BFDA862CBBBE833CE782,SECONDARY_RUNTIME_GEOMETRY_M
02_runtime/F_M3R_STAGE_B_S_M_V1.stl,495684,6D9A69E0ED6862583E5924D87FAD6036AF36976B1F7D86EA3197E93534ECFE03,SECONDARY_RUNTIME_GEOMETRY_M
04_validation/finalize_fixed_platform_candidate.py,24375,BD21B06EC1FF680DF55108DF596700EBCE9C5329B4E83FA8B80E3C739203B5F6,VALIDATION_SOURCE
04_validation/fixed_platform_validation_lib.py,21990,9EA9C1C86C1025DFFE4700726FCAC725159EBFD0830B7BC142770314DB6AE5BA,VALIDATION_SOURCE
04_validation/run_negative_controls.py,18769,F44C9CBF678A16D6CA98862E30C9845C86C606016FC4F80E5F76BC7F3866C80D,VALIDATION_SOURCE
04_validation/run_pytest_and_record.py,3247,B4BC733F61995A70878553AE4D613BBC4900380F382BC3B3CB5EC2D81FA848F8,VALIDATION_SOURCE
04_validation/validate_fixed_platform_independent.py,15819,54594A440623DF7300913B9A33DF28261ED38E561296DF31A68ADF39787E2FDA,VALIDATION_SOURCE
