path,bytes,sha256,role,authority
00_contract/C9_ANALYTIC_CAPSULE_CONTRACT_V1.json,7611,74A65C181C2E6B4264A6A1B7AF196417F626AB228C7B23F3C10060DC8DCC44AE,FROZEN_LOCAL_CONTRACT,LOCAL_CANDIDATE_INPUT_CONTRACT
00_contract/FRAME_UNIT_AND_MOTION_LEDGER_V1.json,2867,33BF30F7BC90F6E29B332598B04B796922E00E731B326AA4D9D68B73760C476F,FROZEN_LOCAL_CONTRACT,LOCAL_CANDIDATE_INPUT_CONTRACT
00_contract/SOURCE_AUTHORITY_LOCK_V1.json,5348,A13971FB3482FE77DAB9F0C3AE55132B9E50FA9291C4D8124AF19BAF8C0FE64F,FROZEN_LOCAL_CONTRACT,LOCAL_CANDIDATE_INPUT_CONTRACT
02_builder/build_c9_capsules.py,45410,63080D04F3F9514254C0D7C6EB27BA557DFB36698CB3D87FCF285D309C48966E,BUILDER_SOURCE,IMPLEMENTATION_NO_SYSTEM_CREDIT
02_builder/c9_pose_adapter.py,36565,1953531227332DD2079D46BEF4C35561C6A4ABF80AFD2F6443617C733301ED3E,BUILDER_SOURCE,IMPLEMENTATION_NO_SYSTEM_CREDIT
03_runtime/C_SEG_00_BUS_FEEDTHROUGH_AND_RISER_A0_MM_V1.json,186532,86C802C6B087890DAE32579FCD8744B7797535B2E393BD13947D6241C632A2D5,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_00_BUS_FEEDTHROUGH_AND_RISER_A0_MM_V1.npz,55404,0BC64180F45AC90D4BEDE91BC4646D5D2A05703E5F9AB2BB6DF8BB0D13CB4B56,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_01_J1_ANNULAR_SERVICE_LOOP_A0_MM_V1.json,374797,3C59849C28E70651E69DA83049C64B8D2FA556F1B6BBBE93AEADF01861204D6F,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_01_J1_ANNULAR_SERVICE_LOOP_A0_MM_V1.npz,110428,F3989EAFE413CC411F92E528F2E786A082C2744592D701FA790AA77F0D471B01,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL_A0_MM_V1.json,217282,AA9746250838AF4B02EABCEC8BE1169646AFB24B7A6746744B08961E9C6A5D07,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_02_J2_GUIDED_U_LOOP_AND_LINK2_CHANNEL_A0_MM_V1.npz,74324,C8A8AE261F991D557E8311815B294E93545DA7051D92EFA78235CF7DF6F55201,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_03_J3_CARRIER_HYBRID_WRAP_A0_MM_V1.json,175529,1BCEEB3B07A00954058A52DBE41FB56B69F6E8435BC6480C00C689517C29A305,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_03_J3_CARRIER_HYBRID_WRAP_A0_MM_V1.npz,52748,52A46A08F96A6FFC122912ABE3AF9ED0AB16864AF8A6260877CEC9ED7923A172,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER_A0_MM_V1.json,744202,C7D5791AF0B41F888E92AD87871FA735E663062B5A148FBDD5853016BC37EA20,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_04_J4_CHAINLESS_TROMBONE_EXTERNAL_ANNULAR_FOLLOWER_A0_MM_V1.npz,272104,765BA9442375BA131EBFA46D70718B599ED8D069EF13AAF6F60115F687E28427,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_05_J5_WRIST_WRAP_A0_MM_V1.json,310287,B4A8C785727B180BD4A4C9D9FEED6F95E90875D732BAC6DD20366E4203F67FD9,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_05_J5_WRIST_WRAP_A0_MM_V1.npz,80168,A3083E6DDF1FE78F99C1FB9EFE517971E14B437F1A45D304C8CAA4479E3322E7,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_06_J6_HELICAL_WRAP_AND_WRIST_RUN_A0_MM_V1.json,481444,152668B29C20FD16BA9813F43E9C2163CD71B974D394E62A953DB13A129FF7AE,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
03_runtime/C_SEG_06_J6_HELICAL_WRAP_AND_WRIST_RUN_A0_MM_V1.npz,152116,71AB4B1F8B12A5C0ABCE1DC95250111D116692CB2000DAEE71A850BD0C1ADB69,RUNTIME_CANDIDATE,LOCAL_ANALYTIC_CAPSULE_CANDIDATE
