t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.0000,19.222892,0.138097,19.222272,0.097905,1.594224,0.448501,1.834968,-0.552957,0.410604,-1.83960188e-04,-2.10221120e-05,-2.52800594e-07,1.33750020e-04,1.27090858e-05,1.38196897e-07,6.31863823e-01,9.33145848e-02,1.94754196e-02,3.00021705e+00,0.00000000e+00,0.000e+00,0.000e+00
0.0100,19.227561,0.160443,19.226707,0.117351,1.594268,0.448164,1.835001,-0.688472,0.509631,-2.19274651e-04,-1.59990899e-05,9.07347535e-08,1.60251789e-04,9.97240027e-06,1.25063551e-07,6.31860776e-01,9.33114788e-02,1.95103382e-02,3.00018935e+00,1.35920419e-08,5.204e-16,8.882e-16
0.0200,19.232256,0.182791,19.231132,0.136799,1.594316,0.447830,1.835032,-0.829426,0.611266,-2.53653384e-04,-8.52376943e-06,3.46022381e-07,1.86160429e-04,5.75227709e-06,-8.64585588e-09,6.31858731e-01,9.33085962e-02,1.95404392e-02,3.00016506e+00,2.81680278e-08,1.422e-15,8.882e-16
0.0300,19.236979,0.205142,19.235547,0.156250,1.594368,0.447498,1.835061,-0.972398,0.713458,-2.86961766e-04,2.51626981e-07,2.35201112e-07,2.11373725e-04,6.99248411e-07,-1.15742766e-07,6.31857848e-01,9.33059858e-02,1.95646612e-02,3.00014501e+00,4.31811157e-08,8.361e-16,2.220e-16
0.0400,19.241729,0.227496,19.239951,0.175704,1.594424,0.447168,1.835087,-1.111962,0.813637,-3.19069376e-04,8.98079503e-06,-1.16826436e-07,2.35792396e-04,-4.41136629e-06,-7.96721115e-08,6.31857986e-01,9.33036203e-02,1.95835941e-02,3.00012880e+00,5.74542552e-08,7.685e-16,1.332e-15
0.0500,19.246506,0.249852,19.244344,0.195161,1.594482,0.446839,1.835112,-1.241862,0.908693,-3.49850544e-04,1.63298230e-05,-3.23181130e-07,2.59320402e-04,-8.79846656e-06,5.85608418e-08,6.31858983e-01,9.33014573e-02,1.95981540e-02,3.00011575e+00,6.97989391e-08,1.259e-15,2.220e-15
0.0600,19.251309,0.272212,19.248727,0.214620,1.594543,0.446512,1.835135,-1.357144,0.995536,-3.79184948e-04,2.11809273e-05,-1.60270373e-07,2.81865219e-04,-1.17946171e-05,1.46852717e-07,6.31860717e-01,9.32994596e-02,1.96091554e-02,3.00010521e+00,7.97257932e-08,8.882e-16,1.776e-15
0.0700,19.256140,0.294574,19.253100,0.234081,1.594605,0.446186,1.835157,-1.455558,1.072006,-4.06958056e-04,2.28024283e-05,1.89910512e-07,3.03338210e-04,-1.29475857e-05,8.92782917e-08,6.31862902e-01,9.32975567e-02,1.96181294e-02,3.00009606e+00,8.76948773e-08,5.551e-17,2.220e-15
0.0800,19.260997,0.316939,19.257462,0.253545,1.594666,0.445860,1.835180,-1.537243,1.137466,-4.33061399e-04,2.09591424e-05,3.42964633e-07,3.23655137e-04,-1.20885152e-05,-4.97552066e-08,6.31864900e-01,9.32956046e-02,1.96281970e-02,3.00008609e+00,9.47935043e-08,1.313e-15,1.776e-15
0.0900,19.265882,0.339307,19.261814,0.273012,1.594723,0.445533,1.835205,-1.603410,1.192635,-4.57392800e-04,1.59464670e-05,1.34014301e-07,3.42736635e-04,-9.35652950e-06,-1.17535212e-07,6.31865839e-01,9.32934063e-02,1.96436320e-02,3.00007226e+00,1.02131205e-07,8.292e-16,2.220e-15
0.1000,19.270794,0.361678,19.266155,0.292481,1.594774,0.445202,1.835235,-1.655590,1.238949,-4.79856789e-04,8.54314766e-06,-2.04711315e-07,3.60508500e-04,-5.17627232e-06,-4.07355213e-08,6.31864985e-01,9.32907913e-02,1.96681306e-02,3.00005191e+00,1.10166643e-07,8.327e-17,3.109e-15
0.1100,19.275732,0.384051,19.270486,0.311953,1.594817,0.444869,1.835268,-1.696090,1.278069,-5.00365187e-04,-1.09737826e-07,-3.01817727e-07,3.76901801e-04,-1.91995423e-07,9.53490227e-08,6.31862075e-01,9.32876893e-02,1.97032200e-02,3.00002391e+00,1.18435366e-07,6.124e-16,8.882e-16
0.1200,19.280697,0.406428,19.274807,0.331427,1.594853,0.444533,1.835306,-1.728786,1.311864,-5.18837680e-04,-8.68469807e-06,-5.37899875e-08,3.91852981e-04,4.83165637e-06,1.41605834e-07,6.31857296e-01,9.32841357e-02,1.97481470e-02,2.99998874e+00,1.25888155e-07,5.048e-16,2.665e-15
