t_s,base_dev_angle_deg,base_euler_x_deg,base_euler_y_deg,base_euler_z_deg,wb_x_dps,wb_y_dps,wb_z_dps,tip_L_mm,tip_R_mm,eta_L1,eta_L2,eta_L3,eta_R1,eta_R2,eta_R3,L_base_Nms,L_arm_Nms,L_panels_Nms,L_target_Nms,E_damp_J,abs_dP,abs_dL
0.0000,19.200980,0.033489,19.200952,0.005945,1.593711,0.451473,1.834399,-0.023921,0.023507,-8.68030666e-06,-3.41639443e-06,-1.79565678e-06,7.98582713e-06,2.08550939e-06,1.03719299e-06,6.32121183e-01,9.33680312e-02,1.93053039e-02,3.00003869e+00,0.00000000e+00,0.000e+00,0.000e+00
0.0100,19.205536,0.055817,19.205451,0.025374,1.593759,0.451134,1.834431,-0.125180,0.101013,-4.68659562e-05,-1.63534402e-05,-6.43118876e-06,3.61371601e-05,1.00593791e-05,3.73373990e-06,6.32118423e-01,9.33650263e-02,1.93373462e-02,3.00001341e+00,2.68378158e-08,6.956e-16,1.332e-15
0.0200,19.210118,0.078147,19.209939,0.044805,1.593793,0.450790,1.834471,-0.210286,0.169525,-8.47931407e-05,-2.67127074e-05,-3.97992657e-06,6.41853269e-05,1.64950713e-05,2.34071425e-06,6.32111952e-01,9.33611374e-02,1.93885675e-02,2.99997418e+00,4.82476261e-08,5.603e-16,4.441e-16
0.0300,19.214727,0.100480,19.214417,0.064240,1.593834,0.450451,1.834507,-0.293391,0.237284,-1.22312288e-04,-3.29212719e-05,2.80434508e-06,9.20195990e-05,2.04151279e-05,-1.57627085e-06,6.32107542e-01,9.33577147e-02,1.94297298e-02,2.99994215e+00,7.09775340e-08,8.448e-16,5.551e-16
0.0400,19.219363,0.122817,19.218884,0.083677,1.593886,0.450118,1.834536,-0.402414,0.320495,-1.59276916e-04,-3.40473717e-05,6.46729171e-06,1.19529364e-04,2.12298599e-05,-3.71361165e-06,6.32106588e-01,9.33550882e-02,1.94536657e-02,2.99992248e+00,8.70203058e-08,3.799e-16,8.882e-16
0.0500,19.224027,0.145155,19.223341,0.103116,1.593937,0.449786,1.834565,-0.550815,0.427011,-1.95542278e-04,-2.99393075e-05,3.04405611e-06,1.46605712e-04,1.88266480e-05,-1.75764281e-06,6.32105484e-01,9.33524207e-02,1.94785145e-02,2.99990211e+00,1.03141691e-07,2.776e-16,5.551e-16
0.0600,19.228717,0.167497,19.227787,0.122559,1.593975,0.449447,1.834603,-0.722984,0.547798,-2.30964922e-04,-2.12450487e-05,-3.65026983e-06,1.73142462e-04,1.35856502e-05,2.11153640e-06,6.32100566e-01,9.33488604e-02,1.95227499e-02,2.99986776e+00,1.26196456e-07,3.331e-16,8.882e-16
0.0700,19.233434,0.189842,19.232222,0.142004,1.594003,0.449104,1.834646,-0.888998,0.665366,-2.65404246e-04,-9.31057139e-06,-6.27120492e-06,1.99035980e-04,6.31940068e-06,3.64918123e-06,6.32093016e-01,9.33446857e-02,1.95803528e-02,2.99982379e+00,1.47186978e-07,3.469e-17,2.665e-15
0.0800,19.238179,0.212189,19.236647,0.161452,1.594041,0.448765,1.834684,-1.032632,0.769982,-2.98724915e-04,4.02763718e-06,-2.00211644e-06,2.24184483e-04,-1.85374426e-06,1.20220228e-06,6.32088236e-01,9.33411601e-02,1.96238991e-02,2.99978997e+00,1.70853183e-07,1.103e-15,1.332e-15
0.0900,19.242950,0.234538,19.241062,0.180902,1.594104,0.448439,1.834706,-1.162570,0.866263,-3.30797994e-04,1.67248452e-05,4.42033291e-06,2.48488073e-04,-9.68193233e-06,-2.51468366e-06,6.32090337e-01,9.33392448e-02,1.96324957e-02,2.99978133e+00,1.95928457e-07,6.696e-16,4.441e-16
0.1000,19.247748,0.256891,19.245466,0.200355,1.594185,0.448121,1.834717,-1.295663,0.963631,-3.61500054e-04,2.68420636e-05,5.96045261e-06,2.71849964e-04,-1.59711260e-05,-3.43025934e-06,6.32097737e-01,9.33385716e-02,1.96141495e-02,2.99979211e+00,2.11914106e-07,4.302e-16,8.882e-16
0.1100,19.252573,0.279247,19.249859,0.219811,1.594265,0.447802,1.834729,-1.431819,1.061820,-3.90711678e-04,3.28429244e-05,9.90188156e-07,2.94178018e-04,-1.97666196e-05,-5.75880975e-07,6.32104677e-01,9.33377929e-02,1.95981358e-02,2.99980122e+00,2.26402992e-07,3.018e-16,9.992e-16
