category,path,reason
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP1B_WING_ROOTS_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP1C1_GRIPPER_ASSEMBLY_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP1D_HDRM_CAMERA_HARNESS_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP1E_TOP_ASSEMBLY_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/00_authority/LOOP1E_SCRIPT_AUTHORITY.json;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/99_tools/V5R_PHASE_A_SCRIPT_PROVENANCE_PROBE.py
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP1_IMPORT_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP2_MOTION_ROBOTICS_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,__pycache__/F3R2_V5_NATIVE_LOOP3_RELEASE_EVIDENCE_ATTACH_ONLY.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,30_simulation/sim_15_m5_geometry_gated_grasping/src/__pycache__/env.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,30_simulation/sim_15_m5_geometry_gated_grasping/.ruff_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/sim_15_m5_geometry_gated_grasping/.ruff_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/src/__pycache__/dynamics.cpython-313.pyc,external_reference:20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/redteam_round2/rt2_e21_rerun_output.json
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/src/__pycache__/env.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/.ruff_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/.ruff_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/.ruff_cache/0.12.0/17461207197501288478,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/.ruff_cache/0.12.0/3282922643461891497,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json
ephemeral_skipped_fail_closed,30_simulation/sim_14_m4_digital_prototype_grasping/.ruff_cache/0.12.0/9082709702171689197,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg5_uncertainty_candidate_v1/.pytest_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg5_uncertainty_candidate_v1/.pytest_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg5_uncertainty_candidate_v1/.pytest_cache/README.md,external_reference:.codex/AGENTS.md;.codex/agents/digital-body-model-review-chair.md;.codex/agents/space-embodied-intelligence-research-agent.md;.codex/agents/spacecraft-mechanical-design-agent.md;.codex/agents/structural-review-agent.md
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg5_uncertainty_candidate_v1/.pytest_cache/v/cache/nodeids,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_DYNAMICS_LEDGER_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_VALIDATION_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/validate_phase_a.py;30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/evidence/SIM13_V4A_PHASE_A_VALIDATION_V3.json
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg4_contact_hybrid_candidate_v1/.pytest_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg4_contact_hybrid_candidate_v1/.pytest_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg4_contact_hybrid_candidate_v1/.pytest_cache/README.md,external_reference:.codex/AGENTS.md;.codex/agents/digital-body-model-review-chair.md;.codex/agents/space-embodied-intelligence-research-agent.md;.codex/agents/spacecraft-mechanical-design-agent.md;.codex/agents/structural-review-agent.md
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg4_contact_hybrid_candidate_v1/.pytest_cache/v/cache/lastfailed,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg4_contact_hybrid_candidate_v1/.pytest_cache/v/cache/nodeids,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_DYNAMICS_LEDGER_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_VALIDATION_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/validate_phase_a.py;30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/evidence/SIM13_V4A_PHASE_A_VALIDATION_V3.json
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg3_arm_flex_coupling_candidate_v1/.pytest_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg3_arm_flex_coupling_candidate_v1/.pytest_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg3_arm_flex_coupling_candidate_v1/.pytest_cache/README.md,external_reference:.codex/AGENTS.md;.codex/agents/digital-body-model-review-chair.md;.codex/agents/space-embodied-intelligence-research-agent.md;.codex/agents/spacecraft-mechanical-design-agent.md;.codex/agents/structural-review-agent.md
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg3_arm_flex_coupling_candidate_v1/.pytest_cache/v/cache/nodeids,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_DYNAMICS_LEDGER_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_VALIDATION_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/validate_phase_a.py;30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/evidence/SIM13_V4A_PHASE_A_VALIDATION_V3.json
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg1_dg2_candidate_v2/.pytest_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg1_dg2_candidate_v2/.pytest_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg1_dg2_candidate_v2/.pytest_cache/README.md,external_reference:.codex/AGENTS.md;.codex/agents/digital-body-model-review-chair.md;.codex/agents/space-embodied-intelligence-research-agent.md;.codex/agents/spacecraft-mechanical-design-agent.md;.codex/agents/structural-review-agent.md
ephemeral_skipped_fail_closed,30_simulation/r2_dynamics_engineering_closure/dg1_dg2_candidate_v2/.pytest_cache/v/cache/nodeids,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_DYNAMICS_LEDGER_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_VALIDATION_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/validate_phase_a.py;30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/evidence/SIM13_V4A_PHASE_A_VALIDATION_V3.json
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/src/dh_v1/__pycache__/frames.cpython-313.pyc,external_reference:20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/redteam_round2/rt2_e21_rerun_output.json
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/src/dh_v1/__pycache__/scen_dynamics.cpython-313.pyc,external_reference:30_simulation/current_r2_digital_host_capture_data_v1/11_verification/R4_CONVERGENCE_SEMANTICS_REPORT - 副本.md;30_simulation/current_r2_digital_host_capture_data_v1/11_verification/R4_CONVERGENCE_SEMANTICS_REPORT.md;30_simulation/current_r2_digital_host_capture_data_v1/11_verification/_archive_run3/RUN3_ARCHIVE_HASHES.csv
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/12_results/archive_run3_r2clause/executed_code_evidence/RUN3_EXECUTED_BYTECODE_EVIDENCE__scen_dynamics.cpython-313.pyc,external_reference:30_simulation/current_r2_digital_host_capture_data_v1/11_verification/_archive_run3/RUN3_ARCHIVE_HASHES.csv
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/.pytest_cache/.gitignore,external_reference:01_project/PL1_MAINLINE_20260808/PL1-F/CAD_DONOR_REGISTER.csv;01_project/PL1_MAINLINE_20260808/PL1-F/ROBOTIC_ARM_RETIREMENT_PLAN.md;01_project/governance/reorg03a_migration_manifest.csv;01_project/governance/reorg04_rewrite_paths.py;01_project/governance/reorg04_root_inventory.csv
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/.pytest_cache/CACHEDIR.TAG,external_reference:20_engineering/F3R2_MECHANICAL_DIGITAL_PROTOTYPE_RELEASE_V1/12_release/M4_OUTPUT_MANIFEST_V1.json;20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/.pytest_cache/README.md,external_reference:.codex/AGENTS.md;.codex/agents/digital-body-model-review-chair.md;.codex/agents/space-embodied-intelligence-research-agent.md;.codex/agents/spacecraft-mechanical-design-agent.md;.codex/agents/structural-review-agent.md
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/.pytest_cache/v/cache/lastfailed,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv
ephemeral_skipped_fail_closed,30_simulation/current_r2_digital_host_capture_data_v1/.pytest_cache/v/cache/nodeids,external_reference:20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_B601_RIGID_LINK_OPERATIONAL_PROXY_V1/05_results/PACKAGE_MANIFEST_V1.csv;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_DYNAMICS_LEDGER_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/evidence/SIM13_V3_PHASE_A_VALIDATION_V2.json;30_simulation/sim_13_physics_gated_embodied_grasping/v3_in_memory_dynamics_diagnostic/validate_phase_a.py;30_simulation/sim_13_physics_gated_embodied_grasping/v4_synthetic_contact_capture_diagnostic/evidence/SIM13_V4A_PHASE_A_VALIDATION_V3.json
ephemeral_skipped_fail_closed,20_engineering/F3_P5_structural_closure_candidate/04_fea/14_scripts/__pycache__/aggregate_accepted_urdf_inertia.cpython-311.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/F3_P5_structural_closure_candidate/04_fea/14_scripts/__pycache__/extract_6x6_matrices.cpython-311.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/F3_P5_structural_closure_candidate/04_fea/14_scripts/__pycache__/run_m0_ul_batch.cpython-311.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/F3_MECHANICAL_TERMINAL_AUDIT_20260806/99_tools/__pycache__/fc_open_and_capture.cpython-311.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/F3_MECHANICAL_TERMINAL_AUDIT_20260806/99_tools/__pycache__/fc_open_and_capture_v2.cpython-311.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_3_NATIVE_INTEGRATION/automation/__pycache__/build_native.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_3_NATIVE_INTEGRATION/automation/__pycache__/native_spec.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2_NATIVE/automation/__pycache__/build_native.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2_NATIVE/automation/__pycache__/native_spec.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2_NATIVE/automation/__pycache__/o11_clocking_adjudication.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2/automation/__pycache__/b601_build_part.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2/automation/__pycache__/b601_finalize_hold.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2/automation/__pycache__/b601_reimport_probe.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
ephemeral_skipped_fail_closed,20_engineering/cad/Space_Embodied_Robot_CAD_V2_2/automation/__pycache__/b601_swap_01.cpython-313.pyc,external_reference:20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_BACKUP.csv;20_engineering/F3R2_V5R_RAPID_MECHANICAL_CLOSURE_20260820/07_evidence/PRE_EXECUTION_HASHES_SRC.csv
