instance_id,electrical_ref,MPN,quantity,source_STEP,source_sha256,status
C203_BODY,C203,ELXG101VSN222MR50S,1,mechanical/input_cap_body.step,5aaf263676ca49a9a84f068615a6f960dd19c8c701692e76e3b100c73c6f53fe,EXISTING_ELECTRICAL_BOM_ITEM_BODY_ENVELOPE_ONLY_DO_NOT_ORDER_TWICE
C203_PCB,,,1,mechanical/input_cap_pcb.step,8bf054a9f5c98afd66ad74003225c61d3bf1ea71c434df8e8393bda8c04940fe,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_CARRIER,,,1,mechanical/input_cap_carrier.step,a1fb6003cc7a6ab353d75de30b0ce47792492b18c8b700df65839b9a11339968,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_LOWER_A,,,1,mechanical/input_cap_lower_a.step,84c745218a2190cb6fcb307b81461229495b71ef638fb1524a490116d6ee2314,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_LOWER_B,,,1,mechanical/input_cap_lower_b.step,00fe615d5ce8fe3f22ebecaae5d63cc0ee8b02ab11128baf3cc63d66af4ade70,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_LINER_A_TOP,,,1,mechanical/input_cap_liner_a_top.step,108a9e842beee6ece71e7884f92b676b636d8a9ba5e9c3166b8930f8e4eee5b0,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_LINER_A_BOTTOM,,,1,mechanical/input_cap_liner_a_bottom.step,792b8f89fe4f4c579681ffb0ae2245d2f6844649a2221f0e319afbe4dcc21bdb,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_LINER_B_TOP,,,1,mechanical/input_cap_liner_b_top.step,99557b65a5c360b8000d01274c4e3250725f974acda958ccbcf2e7c47d4b29b5,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_LINER_B_BOTTOM,,,1,mechanical/input_cap_liner_b_bottom.step,1c7064a18d15170502d55f4f10af948577dfd735e8af7f9dc617002d903b010c,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_SCREW_0,,,1,mechanical/input_cap_screw_12.step,902335708abc2852bc46d73e060bfc4ba2c4496661822be4108621729d0d40b5,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_WASHER_0,,,1,mechanical/input_cap_washer.step,ebdb368e6b543cdb7412247e46e8defa251b0097d0ded10a988dfc9c7baf12a7,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_NUT_0,,,1,mechanical/input_cap_nut.step,54f4364f686d57bdb7c00f1966210aaad5382b133ca644c9de9131f4aab801b3,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_SCREW_1,,,1,mechanical/input_cap_screw_12.step,902335708abc2852bc46d73e060bfc4ba2c4496661822be4108621729d0d40b5,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_WASHER_1,,,1,mechanical/input_cap_washer.step,ebdb368e6b543cdb7412247e46e8defa251b0097d0ded10a988dfc9c7baf12a7,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_NUT_1,,,1,mechanical/input_cap_nut.step,54f4364f686d57bdb7c00f1966210aaad5382b133ca644c9de9131f4aab801b3,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_SCREW_2,,,1,mechanical/input_cap_screw_12.step,902335708abc2852bc46d73e060bfc4ba2c4496661822be4108621729d0d40b5,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_WASHER_2,,,1,mechanical/input_cap_washer.step,ebdb368e6b543cdb7412247e46e8defa251b0097d0ded10a988dfc9c7baf12a7,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_NUT_2,,,1,mechanical/input_cap_nut.step,54f4364f686d57bdb7c00f1966210aaad5382b133ca644c9de9131f4aab801b3,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_SCREW_3,,,1,mechanical/input_cap_screw_12.step,902335708abc2852bc46d73e060bfc4ba2c4496661822be4108621729d0d40b5,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_WASHER_3,,,1,mechanical/input_cap_washer.step,ebdb368e6b543cdb7412247e46e8defa251b0097d0ded10a988dfc9c7baf12a7,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_DECK_NUT_3,,,1,mechanical/input_cap_nut.step,54f4364f686d57bdb7c00f1966210aaad5382b133ca644c9de9131f4aab801b3,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_CLAMP_SCREW_0,,,1,mechanical/input_cap_screw_10.step,0cbb2d5fa50eb276469ad45076f60e9106e392705ec8484bff08b655c29eb51b,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_CLAMP_SCREW_1,,,1,mechanical/input_cap_screw_10.step,0cbb2d5fa50eb276469ad45076f60e9106e392705ec8484bff08b655c29eb51b,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_CLAMP_SCREW_2,,,1,mechanical/input_cap_screw_10.step,0cbb2d5fa50eb276469ad45076f60e9106e392705ec8484bff08b655c29eb51b,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_CLAMP_SCREW_3,,,1,mechanical/input_cap_screw_10.step,0cbb2d5fa50eb276469ad45076f60e9106e392705ec8484bff08b655c29eb51b,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_BOARD_SCREW_0,,,1,mechanical/input_cap_screw_8.step,2b33a7d434221d24a336d6e13a1ae85f2df4ab44337cac8229627a1830551cd4,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_BOARD_SCREW_1,,,1,mechanical/input_cap_screw_8.step,2b33a7d434221d24a336d6e13a1ae85f2df4ab44337cac8229627a1830551cd4,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_BOARD_SCREW_2,,,1,mechanical/input_cap_screw_8.step,2b33a7d434221d24a336d6e13a1ae85f2df4ab44337cac8229627a1830551cd4,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
C203_BOARD_SCREW_3,,,1,mechanical/input_cap_screw_8.step,2b33a7d434221d24a336d6e13a1ae85f2df4ab44337cac8229627a1830551cd4,PROJECT_NOMINAL_GEOMETRY_NO_MANUFACTURING_RELEASE
