path,bytes,sha256,role
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/build_checkpoint_a.py,32301,ABD3CB094689052D7FC34A88DF6C14905F582E10E2180877CC334A8523A1AE8B,CHECKPOINT_OUTPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/R2_FULL_FLEX_GATE_V1.json,24848,FC8C9D7BEABF58D19B25CF4A238F12AC255F664F756E7950A942E7E6D3FC1C13,CHECKPOINT_OUTPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/CHECKPOINT_A_FRONTIER_SUPPLEMENT_V1.csv,4548,C4B3A061826F1276ABA37AF74281AC5D0C60A762BE4D32D23BC7E6896404CC6C,CHECKPOINT_OUTPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/R2_FULL_FLEX_CHECKPOINT_A_RECEIPT_V1.md,4254,98C9AB1665D494A8E8969F27A1DA92C83B99D643B103431A7B9750B85E56B1FD,CHECKPOINT_OUTPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/00_authority/M7_OWNER_DECISION_ODR_GPT_01_TO_06_TERMINAL_CLOSURE_V1.yaml,10251,B7EE60281935DD7417027D5428B9291BEE7D3F6528022509ACA168FB39B68689,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/gpt_terminal_handover/GPT_TERMINAL_HANDOVER_RECEIPT_V1.json,22793,EE0A191BC349A441FD015F1369FB3B760906CCF7D28BDD5B19DBE925D25F3577,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/gpt_terminal_handover/GPT_CURRENT_FRONTIER_MATRIX_V1.csv,15346,7CC2BCE784B5FFBEBC95134586915895B9F001275692019627701505E3754551,PINNED_INPUT
20_engineering/cad/spacecraft_layout/arm_b601_v1/arm_b601_v1.urdf,11321,1BC2B7483CD8025D08BA6EADFD9E1F3B0477121714E7CF4DDC1794D9E471C164,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/02_bridge/B601_PHYSICAL_DYNAMICS_BRIDGE_V1.yaml,12145,0ACEB659284CAB862BA65228C5C2DF4BEB06D9EE05B5E2F0B2B5CB38402BF72C,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/mpi_phys_dyn_bridge/round1_bridge/08_gate/MPI_BRIDGE_GATE_V1.json,23153,60911E3C88387E2ED53601F2B541649BF90D689C57C4E74225226AE6FD10C721,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_FULL_FLEX_HF_ROM_GATE_V2.json,8209,F8E5696FF3D9EFAD2737E056CF29C9B9D0940DAB4188AFB095DAE53C01785537,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_FIVE_MODE_ROM_V2.json,156541,9E4FE903AE7E34584F39F16275EF20FC31831AFB7F78B3B625418B86D0FBC817,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/round3_hf_rom_v2/R2_HF_ROM_NUMERICAL_DATA_V2.npz,25848,8D10E085385EDF2FACE92B9B48D1172939A31FD3B57E55242ED11C9EEEDF50DA,PINNED_INPUT
30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_R2_FULL_FLEX_COUPLED_GATE_V1.json,9374,472ADA4A7ABF98BBD5F72B0459400704A86FAF2B13DACCD562025C0CC356AA5E,PINNED_INPUT
30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_R2_COUPLED_CASES_V1.json,69596,5A073A5D44ED449003EF324A3DC818C979A8F2BD1BB21AEE3708414AA3E38B46,PINNED_INPUT
30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_INDEPENDENT_RECOMPUTE_V1.json,13046,893021646F2FFB2A5637A49748A43A016999A92CBC7DC8649580DD49D186C6BB,PINNED_INPUT
30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_DETERMINISM_REPLAY_V1.json,2616,16B930602D642E6B7D58B986205620D8624B0E8C34B72ED2959C1EA53A12F6D2,PINNED_INPUT
30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_PACKAGE_MANIFEST_V1.json,3152,639C2E3D453E2AA1BDAD8A56CF0A52CAC9C710F1D3011F6DCA7497911C1D8E4C,PINNED_INPUT
20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/r2_full_flex_closure/checkpoint_a/red_team/ROM5_DIMENSION_FALSIFIER_V1.json,55435,D219E69FE8D3555228BB007774F0B59F4F5BDFAD7711569EB7CD074130104E18,CHECKPOINT_OUTPUT
