2026-08-02T15:48:29.2994268Z|PRECONDITIONS
2026-08-02T15:48:29.3129234Z|ATTACH
2026-08-02T15:48:29.3690845Z|OPEN_READ_ONLY
2026-08-02T15:48:36.7035268Z|READ_INITIAL_ACTIVE_CONFIGURATION
2026-08-02T15:48:36.8534884Z|BEFORE_SHOW_MODE_B_EVALUATION_TO_COMMON_CANONICAL
2026-08-02T15:48:44.3229105Z|AFTER_SHOW_COMMON_CANONICAL
2026-08-02T15:48:44.3594435Z|BEFORE_REBUILD_COMMON_CANONICAL
2026-08-02T15:48:44.7395446Z|AFTER_REBUILD_COMMON_CANONICAL
2026-08-02T15:48:44.7994091Z|BEFORE_SHOW_COMMON_CANONICAL_TO_MODE_A_EVALUATION
2026-08-02T15:48:45.4874388Z|AFTER_SHOW_MODE_A_EVALUATION
2026-08-02T15:48:45.5264614Z|BEFORE_REBUILD_MODE_A_EVALUATION
2026-08-02T15:48:45.7006091Z|AFTER_REBUILD_MODE_A_EVALUATION
2026-08-02T15:48:45.8671010Z|BEFORE_SHOW_MODE_A_EVALUATION_TO_MODE_B_EVALUATION
2026-08-02T15:48:46.4531139Z|AFTER_SHOW_MODE_B_EVALUATION
2026-08-02T15:48:46.4889131Z|BEFORE_REBUILD_MODE_B_EVALUATION
2026-08-02T15:48:46.7214671Z|AFTER_REBUILD_MODE_B_EVALUATION
2026-08-02T15:48:46.9173781Z|CLOSE_WITHOUT_SAVE
2026-08-02T15:48:47.6272641Z|NORMAL_EXIT
2026-08-02T15:48:55.4282494Z|PASS
