source_rel_path,expected_sha256,actual_sha256,match_expected,snapshot_path,snapshot_hash_match,pre_reorg04_source_rel_path,pre_reorg04_expected_sha256,pre_reorg04_actual_sha256,pre_reorg04_match_expected,pre_reorg04_snapshot_path,pre_reorg04_snapshot_hash_match,refreeze_reason
01_project/competition/sim_09_gate_e15_report.md,68DC0ED176E9A6B6AAE012A072CA3841C8FC5CA7934F204F50DA059BE26A8D04,68DC0ED176E9A6B6AAE012A072CA3841C8FC5CA7934F204F50DA059BE26A8D04,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\docs__90_competition__sim_09_gate_e15_report.md,True,docs/90_competition/sim_09_gate_e15_report.md,41B76BAF5E08B5B2A4000D4066D12F5FBB8CEA050057E49AC1B3BE9C1075EFED,41B76BAF5E08B5B2A4000D4066D12F5FBB8CEA050057E49AC1B3BE9C1075EFED,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\docs__90_competition__sim_09_gate_e15_report.md,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/figures/fig_e15_geometry_roll_phase.png,29004C3EC1FD11074C1EBB6155F33A101FD330CEFAE486B391E4C8F75D8F2EC3,29004C3EC1FD11074C1EBB6155F33A101FD330CEFAE486B391E4C8F75D8F2EC3,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_geometry_roll_phase.png,True,figures/sim_09_grasp_evaluator/fig_e15_geometry_roll_phase.png,29004C3EC1FD11074C1EBB6155F33A101FD330CEFAE486B391E4C8F75D8F2EC3,29004C3EC1FD11074C1EBB6155F33A101FD330CEFAE486B391E4C8F75D8F2EC3,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_geometry_roll_phase.png,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/figures/fig_e15_geometry_vs_stability.png,B1B030D565C308601093648F32FA7D0BA161A593BC0A0247C5B34C8C977D9D80,B1B030D565C308601093648F32FA7D0BA161A593BC0A0247C5B34C8C977D9D80,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_geometry_vs_stability.png,True,figures/sim_09_grasp_evaluator/fig_e15_geometry_vs_stability.png,B1B030D565C308601093648F32FA7D0BA161A593BC0A0247C5B34C8C977D9D80,B1B030D565C308601093648F32FA7D0BA161A593BC0A0247C5B34C8C977D9D80,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_geometry_vs_stability.png,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/figures/fig_e15_pareto_knee.png,AEFFC5091288E4454B6A4014E812B95ACF56EDBB234164C7CE1331227E491C35,AEFFC5091288E4454B6A4014E812B95ACF56EDBB234164C7CE1331227E491C35,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_pareto_knee.png,True,figures/sim_09_grasp_evaluator/fig_e15_pareto_knee.png,AEFFC5091288E4454B6A4014E812B95ACF56EDBB234164C7CE1331227E491C35,AEFFC5091288E4454B6A4014E812B95ACF56EDBB234164C7CE1331227E491C35,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_pareto_knee.png,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/figures/fig_e15_threshold_sensitivity.png,841F655EB90E3E863A6EE17E5A9D6AA21CF6E78F016124A9BF713D5F778E1413,841F655EB90E3E863A6EE17E5A9D6AA21CF6E78F016124A9BF713D5F778E1413,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_threshold_sensitivity.png,True,figures/sim_09_grasp_evaluator/fig_e15_threshold_sensitivity.png,841F655EB90E3E863A6EE17E5A9D6AA21CF6E78F016124A9BF713D5F778E1413,841F655EB90E3E863A6EE17E5A9D6AA21CF6E78F016124A9BF713D5F778E1413,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\figures__sim_09_grasp_evaluator__fig_e15_threshold_sensitivity.png,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/anchor_report_e15.md,2CB2D6477D54E32AFB2980566DC8304E8299291020ECD981330C2C5CBFDA4188,2CB2D6477D54E32AFB2980566DC8304E8299291020ECD981330C2C5CBFDA4188,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__anchor_report_e15.md,True,results/sim_09_grasp_evaluator/anchor_report_e15.md,2CB2D6477D54E32AFB2980566DC8304E8299291020ECD981330C2C5CBFDA4188,2CB2D6477D54E32AFB2980566DC8304E8299291020ECD981330C2C5CBFDA4188,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__anchor_report_e15.md,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_ancf_attempts.csv,87B6C63661A477980DDAAA3133245BF0F653A65E81C52A494930940C623C4B77,87B6C63661A477980DDAAA3133245BF0F653A65E81C52A494930940C623C4B77,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_attempts.csv,True,results/sim_09_grasp_evaluator/e15_ancf_attempts.csv,87B6C63661A477980DDAAA3133245BF0F653A65E81C52A494930940C623C4B77,87B6C63661A477980DDAAA3133245BF0F653A65E81C52A494930940C623C4B77,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_attempts.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_ancf_crosschecks.csv,D4C2B01D49741F0F523ECB5A64027272E5219FAFC6D4EFB5836B85F046F88CEF,D4C2B01D49741F0F523ECB5A64027272E5219FAFC6D4EFB5836B85F046F88CEF,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_crosschecks.csv,True,results/sim_09_grasp_evaluator/e15_ancf_crosschecks.csv,D4C2B01D49741F0F523ECB5A64027272E5219FAFC6D4EFB5836B85F046F88CEF,D4C2B01D49741F0F523ECB5A64027272E5219FAFC6D4EFB5836B85F046F88CEF,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_crosschecks.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_ancf_legacy_attempts.csv,CB6553E1BD81DE105395F5A529CEDEBDC71A5B2ECED6C270D8FC94A643BFB0F8,CB6553E1BD81DE105395F5A529CEDEBDC71A5B2ECED6C270D8FC94A643BFB0F8,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_legacy_attempts.csv,True,results/sim_09_grasp_evaluator/e15_ancf_legacy_attempts.csv,CB6553E1BD81DE105395F5A529CEDEBDC71A5B2ECED6C270D8FC94A643BFB0F8,CB6553E1BD81DE105395F5A529CEDEBDC71A5B2ECED6C270D8FC94A643BFB0F8,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_legacy_attempts.csv,True,root_namespace_path_refreeze_reorg04
30_simulation/sim_09_grasp_evaluator/results/e15_ancf_legacy_retry_forensics.csv,AEC46A7495A09C59E0FAA0F617C9487F7F090291DD782B39963B78C55B93365C,AEC46A7495A09C59E0FAA0F617C9487F7F090291DD782B39963B78C55B93365C,True,40_evidence\artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_legacy_retry_forensics.csv,True,results/sim_09_grasp_evaluator/e15_ancf_legacy_retry_forensics.csv,AEC46A7495A09C59E0FAA0F617C9487F7F090291DD782B39963B78C55B93365C,AEC46A7495A09C59E0FAA0F617C9487F7F090291DD782B39963B78C55B93365C,True,artifacts\visualization\e15_gate_evidence_snapshot_20260714\results__sim_09_grasp_evaluator__e15_ancf_legacy_retry_forensics.csv,True,root_namespace_path_refreeze_reorg04
