file,sha256
AUTHORITY_SNAPSHOT.json,136a02b1cb0370dd15acb5be807600bf56a707956b9024c8780fc106c9ad3c15
CONTROLLER_SNAPSHOT.json,3a2dbd211dccf3f95b650988976e7103e0e8d38370d2923cbd058920d98dbfcb
CONTROLLER_TIMESERIES.parquet,d39373f9a732e8d1748596352414db83f8cbf52ee7025f567b0c152cc1268859
CONVERGENCE_RESULT.json,31d6698e0cb3b72f7ad80c8f93547e2c7f10557cdca213da722263ef28316142
ENVIRONMENT.json,560032b3dc6d2c487831c6c8f68ddc41bc5e795d8999510c6b1dcadcfb3b9d53
EVENTS.jsonl,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
EVENT_MONITOR_STATUS.json,2eb154c20e3f77fe9f96430211c697cc8462d238f206e91a282e9592619a5463
FAILURE_CONTEXT.json,18fe326165887fedcb5fdaef192d9b80b7b79546a3992ca6902b3d531ead3ae5
GATE_RESULT.json,21b896f0fcf958a99c08e97cf84dd0b5875545918f0771524ab41012bd82c1e0
INPUT_HASHES.csv,e4be524fcda028e3bb14107bf790e475c0200ed05b518980ee766770e9edca3f
METRICS.json,7e957ad96a2ff8ae9126a0ef548c09fd37f14723a470284dbd6ab2c55b089ec5
MOMENTUM_LEDGER_CONTRACT.json,2fb6a334865a0bd1cc01decaedf8239fd09644d9eb58d96059a0d71183b66432
RESOLVED_CONFIG.yaml,dae95b8728386e22a030d2f6d25342d99e4633f2aada5ac6fa9b1218e3d14308
RUN_MANIFEST.json,ad0b7906e3b3e2bf627247826dfbce31a2620d7b8997bb042e0056176e8754d1
SAFETY_DECISION.json,32966b2f200d889b1fa2eeaf98e2d1008c8c2e2be843348856316f18233cc892
SAFE_SNAPSHOT.json,9816d28d0595db757509a56fdca0c912d465434fb73488bdf6cc9a69a8b47758
SOURCE_HASHES.csv,c5cf558602cc86bce159317610c01ea784812e82353d87eb6ae9ed1a00cba6a5
STDOUT.log,47ff40d5ee55782c0b7ecb0130e8bb002ba09ffe67c94450336dce1e755ed50c
TIMESERIES.parquet,02b6243912ead421b8c46f3c6ebcc491ca7724bd934b0884dbdea5c6d70964e2
TORQUE_TIMESERIES.parquet,d39373f9a732e8d1748596352414db83f8cbf52ee7025f567b0c152cc1268859
