path,size_bytes,sha256,mtime,role
"AGENTS.md","13629","3d2269562678641108bcf68b8cda2a4e8359039b44c6d76cc0b668cde71abe84","2026-08-25 17:53:37","root_truth_entry"
"PROJECT_MAP.md","7421","4dcdad08bd7490056a0b0c895d31290df286eb4975e772eddba277fd31df5f80","2026-08-23 17:11:08","navigation"
"01_project/current/README_CURRENT.md","1065","38925c4c7df1f5f3cca13b91e355b5b34b447a581c89b513b5ace2bd5892b35d","2026-08-27 02:35:46","current_authority_nav"
"30_simulation/README.md","1428","12f122312280f9be59ae9111ca000bb5d19f5d8e95808cbe88dcb734dbdb013c","2026-08-23 16:05:11","module_nav"
"10_research/00_project_architecture/simulation_scenario_map.md","12785","a5e04c8ac77c75e371b3b9ca29ff32a524cf2c9979d94491c3d7658e70d7878d","2026-08-04 02:57:07","frozen_scenario_map"
"30_simulation/sim_05_free_floating_arm/README_sim_05.md","8446","181eba2721e765e6b9588edc17464219690885c4910fb9248f055ed93523caf3","2026-08-04 02:57:16","module_doc_evidence"
"30_simulation/sim_05_free_floating_arm/results/sim_05_base_attitude.csv","69231","d543fff76f13f12c2a97f10d83c6d19a09cb8cf0ac4498832b1dbc5d93110c14","2026-08-07 23:55:26","raw_result_csv"
"30_simulation/sim_06_capture_impulse/README_sim_06.md","5652","9531497d5052feaee2a7ff7091e499b21e894e1d8df03234358de869f4dba846","2026-08-04 02:57:16","module_doc"
"30_simulation/sim_06_capture_impulse/results/capture_impulse_matrix_v0.csv","6431","8cbad84b8ff69ffca6992ce29e95520bae3c309260ec8c55083cbe62dfed5151","2026-08-07 23:55:26","raw_result_csv_hash_locked_match"
"30_simulation/sim_07_ancf_flexible/README_sim_07a.md","9829","02c321a85d768b843c403f4cbd61163b4199aaea4a589cd40e922d62763f9205","2026-08-04 02:57:16","module_doc_evidence"
"30_simulation/sim_07_ancf_flexible/results/task_response_summary.csv","1178","df29073bdb6cad1fce21bf7d22ce5fac487230631dbe844411565a49d029a33b","2026-08-07 23:55:26","raw_result_csv"
"30_simulation/sim_07_ancf_flexible/results/benchmark_results_v1.md","1387","cb970783497c656446cce2e3a6b7e127d4e846edc4a112bd472dcc1edb4e5e0e","2026-08-07 23:55:26","result_doc"
"30_simulation/sim_08_detumble_actuator_budget/README_sim_08.md","2526","778e2ffaaa09bd07f4006a7d6a07a42afe3fce9a385e3473710bcb3f771331d9","2026-08-04 02:57:16","module_doc_evidence"
"30_simulation/sim_08_detumble_actuator_budget/assumptions.yaml","1446","006c6cc5d3c6a1a6b55bcda4fe025620e268b530e6fc4f7848c9d840cd44194f","2026-08-04 02:57:16","config_frozen_input_DRIFTED_post_reorg04"
"30_simulation/sim_08_detumble_actuator_budget/results/actuator_budget_sweep.csv","85045","1f0d4534956555c7bc5e309d53e9a92eb25d281c9e036987fb7eab2b17b3d7ad","2026-08-07 23:55:26","raw_result_csv_hash_locked_match"
"30_simulation/sim_10_mission_feasibility/README_sim_10.md","1531","fa8b10c49cd3fb4d08f25afece44bb8fb1410b6b6e5f92ae1ba007133684bfc8","2026-08-04 02:57:16","module_doc"
"30_simulation/sim_10_mission_feasibility/results/sim_10_gate_check.json","5951","4dbd8c91ff3455d5e5997a995ac385f02bbc1d2e379bbfe5c0563d41834dfc67","2026-08-04 02:57:16","machine_gate"
"30_simulation/sim_10_mission_feasibility/results/sim_10_scan_summary.json","1064","63d84ce5ca84e9b9de8c2833577c9645ff2060874b8ab5e081ee7672d0046fc5","2026-08-07 23:55:26","raw_result_json"
"30_simulation/sim_10_mission_feasibility/tests/run_all.py","4672","2318d9b0d2126b668b62446e8a1aa324c631a836faa9a0ba819e97dffce1be67","2026-08-04 02:57:16","test_source"
"30_simulation/sim_11_coupled_dynamics/results/sim_11_gate_check.json","26090","9309f5325271bf5efdaa7ecac2bcf20b4feca3fca771d22391a7d7d576f9366f","2026-08-04 02:57:17","machine_gate"
"30_simulation/sim_11_coupled_dynamics/README_sim_11.md","3010","d1e7db0e15cee2ca06921e21b25696ed610c412ba6926b685f65bca20cc1ab02","2026-08-04 02:57:16","module_doc"
"30_simulation/sim_12_strategy_feasibility/results/sim_12_gate_check.json","1307","a416c13481119bbdc61764d518a1abebc159a78bbd78fac132803069713dacd8","2026-08-07 23:55:26","machine_gate"
"30_simulation/sim_12_strategy_feasibility/docs/strategy_comparison_report.md","2459","5bb7c6a7167710b207980d4b63b6854c18e79c2e0ffba7886251eaf637971b4c","2026-08-04 02:57:17","result_doc"
"30_simulation/sim_12_strategy_feasibility/results/strategy_results.csv","4431","f538676005ce8ce899beb8956b33ee75458b18a207ad06fcacaa8b59aec42de6","2026-08-07 23:55:26","raw_result_csv"
"10_research/sim_12/momentum_ledger.md","4472","77e34aff3e28fb223935b6ca1282cd8802ece20876db4cf39b95dec50d14625a","2026-08-04 02:57:07","ledger_doc"
"30_simulation/e15_ancf_certification/results/gate_summary.json","1585","aab4d609e219279c2563c8a38743ac1784bbf16de399d5b8798439b0ac2dca80","2026-08-04 02:57:16","machine_gate_frozen_repeat"
