path,bytes,sha256
build_packet.py,17420,d35f41610d0a3d0a6ccb37d9432dea0477015e49a4431fa9bf0e1d12192e267b
CONTRACT_TESTS.json,1950,bc1b01f672b83586af22df71421834379809bf52af17622f6736e7bb89af58f1
INSTANCE_INTAKE.csv,571196,e684a3af9e5ee7c27a747f317e53decff3bb892f4ade61c157daae9135c3c9cc
INTAKE_VERIFICATION.json,1102,b0808c23b924357fefd93e9c5396d7ba5fdd3e8350de0768289574d2285f3e8d
OWNER_CLOSURE_WORKLIST.csv,8220,daccb24b4508b6be84f3b11649b4653eb4097bdbb8895975b7bba330efeb0e90
parameter_contract.py,7715,0a68682bb8da33e7b9582c1efa98c2598b73de1f209160c8116ab38b82fe1801
PARAMETER_PACKET.json,15761296,69e9679ed2d47c8a0e56b97c4afa19f24ca734c356754a64ad00e1cb99645113
PHYSICAL_INPUT_GAPS.json,87142,5521846cfc04fbf60457962a3406246d046c1cf7b26080e3f0c70354323c190f
README_ZH.md,7223,18b870d08260bf7dd6edb48a24bfcf333c88d758567cbcac5e6c23821bcccf67
test_parameter_contract.py,6910,3be046d8f322dc406d0e68970a07f9d726c3a56cef0bd27433330666c5fd018f
