package_relative_path,size_bytes,sha256
addenda/gripper_r1/B601_GRIPPER_LEFT_FINGER_NEUTRAL_SOURCE.stl,6213384,C24A1BFABED91C92D1C976E3AE0719C9F743D910A4C7C59A275E7D60EEF7104C
addenda/gripper_r1/B601_GRIPPER_PALM_RAIL_SLOT_R1.step,2762511,97E2FE07FE24673DEAE473D0518FD30E3345ED85A82F8811265482B0215811BC
addenda/gripper_r1/B601_GRIPPER_PALM_RAIL_SLOT_R1.stl,2586484,A875ACBFB8FBC85AF8CBE7F5467FF4B1898B2315C96F9657997A28F11228155E
addenda/gripper_r1/B601_GRIPPER_RIGHT_FINGER_NEUTRAL_SOURCE.stl,6213384,F9D389A39388EAB52114C2DA8BB99B124CCB202DEF271B22AF7809151296079A
addenda/gripper_r1/LEFT_RAIL_FULL_STROKE_SWEPT_VOLUME.step,435905,0E8B4C4CFB8F08F503D59F731E6018ED1C3E6C5CC072B61F197136617D9D5E59
addenda/gripper_r1/LEFT_RAIL_FULL_STROKE_SWEPT_VOLUME.stl,13884,390707BDAA4D3FA0EBBE72CE99265414A1D01B798462702221F868C7783B1787
addenda/gripper_r1/RIGHT_RAIL_FULL_STROKE_SWEPT_VOLUME.step,435747,BDD72584487A70781B63C80D24075B262648436D68B84B2DAB3905C726FBE8F8
addenda/gripper_r1/RIGHT_RAIL_FULL_STROKE_SWEPT_VOLUME.stl,13884,63137CD55830CDBF3FAC1D372A689678BF30187C82FA95E18AB904F508B0A991
addenda/v4_delta/adapter/V4_B601_STAGE_A_INTERFACE_RING_REVB.step,35879,DD37083EE41F714B25CAA08FFF456B4291606B557EEA1F11CD2504491A4636DF
addenda/v4_delta/adapter/V4_B601_STAGE_B_LOAD_ADAPTER_REVB2.step,37779,AA042A883803682FC6799D29F6330C486BE28E579E94CDD4535CAF8F62038DDB
addenda/v4_delta/adapter/V4_B601_TWO_STAGE_ADAPTER_REVB2.step,73939,70EAA051CC5486CE8D7FF5B18D3095853FC32859196296D0518E8EF8C53BC425
addenda/v4_delta/camera_harness/V4_CAMERA_SELECTION_KEEP_OUT_LINK6.step,6950,0EBBCBF52DB3755F0FB26AF919847511E1FA4AAAAD3C7A9785086D665C432322
addenda/v4_delta/camera_harness/V4_HARNESS_STATIC_ROUTE_OD9_KEEP_OUT.step,113193,2E086C7BF2F470EA2ABEF62D810D36DB45EE2E9C2521BE7E85FA7D86F53A4C37
addenda/v4_delta/hdrm/V4_ARM_HDRM_60MM_FLANGE_SKELETON.step,6941,1D337C5A607CBE17BBA689A9C46E44125C0C9DCDBE45B1483D7BC6B53F63536A
addenda/v4_delta/hdrm/V4_ARM_HDRM_RELEASE_SWEEP_KEEP_OUT.step,6967,C39C2BB55BE717F80BB3DCC266A5DE79BADA8227A7281372AD0D48AD81A019C6
addenda/v4_delta/supports/V4_G07_CONTACT_PAD.step,7123,71BB6728390CA852F0BD23368BFBC4C14864DF1364FD2476EE1C41F8D4134620
addenda/v4_delta/supports/V4_G07_PAD_CARRIER.step,7123,3CE2912CB96E9F3D193359D01F98A36F2863E480A474953C693413BC742C7BE4
addenda/v4_delta/supports/V4_G07_PRIMARY_SUPPORT.step,50785,C680E9423F6DCD62AD3E50E1B4FD7BC80598BA7FA1F7ABE0B10F7D2A607E417C
addenda/v4_delta/supports/V4_G08_CONTACT_PAD.step,7115,F3176A79E36F475D356019219D2725E2A868378E4995BA56242FDCC700408D43
addenda/v4_delta/supports/V4_G08_PAD_CARRIER.step,7115,B06F616107E8F3332E21CD123695CCA55D4870AC55EA419C4716DB980E03494F
addenda/v4_delta/supports/V4_G08_PRIMARY_SUPPORT.step,50790,75218CC1392EA83F375D823F4FFEF75FF705B1609FE1FA01CE3FE143C5FB8BD6
addenda/v4_delta/supports/V4_MID_BACKUP_SUPPORT.step,50578,BA209BC926A44FB3D2A085E960C4E67126CA13A269E83EF4724AD0FEFDA6315C
addenda/v4_delta/supports/V4_MID_CONTACT_PAD.step,7072,F92179EA906CAB195D5A7051D0156F8D931F6431E0F422A01EF6FC421EDA7790
addenda/v4_delta/supports/V4_MID_PAD_CARRIER.step,7124,A2940FAABCC28239C9CA8868EC6FE0667E0169EA33A147489BCF9A73DDF24B68
addenda/v4_delta/supports/V4_STOW_SUPPORTS_G07_G08_MID_SET.step,189386,7F5A8E4F05322BF01DDD704D2D698A7A91429181F5BEAD84F777EC8FD7D291F0
addenda/v4_delta/wing_root/V4_HINGE_AXIAL_SPACER.step,4950,A643FB3C9B56C63DD048BF96F2A1645F22FC7F50CFA375F7AB42B3530A10F735
addenda/v4_delta/wing_root/V4_WING_HARNESS_GROMMET.step,4945,077F1D4B92CD9F8B12273A848AB6A1803017D2B59BF5EAEE0A30767DBF020493
addenda/v4_delta/wing_root/V4_WING_ROOT_CANDIDATE_SET.step,68263,AA0AAC17D7F24842F010CC25B886E0D978ADF06D1EC88EBD6D4BDA4E5D0518AB
addenda/v4_delta/wing_root/V4_WING_ROOT_THREE_WEB_CLEVIS_LEFT.step,34023,E0AAC8B96EB19163479586EE290E212E376F0DCFD7B6185A2E4E14900B6A2D4A
addenda/v4_delta/wing_root/V4_WING_ROOT_THREE_WEB_CLEVIS_RIGHT.step,34095,7F1359E17C6371C6471E373B6C02966D887918C6A5332F5AA5E06AC172FDECBD
addenda/v4_delta/wing_root/V4_WING_STOP_PAD.step,6836,02BE6AA32DB65C88314507B04B368DBF3A48FDF7CFCDD32BA4E5A26E36E07BB2
cad/SEI_MECH_B601_V5R_NEUTRAL_OPERATIONAL_BASELINE.FCStd,53841402,7D423A2F19E34A04238AF82629875FDB320D841EE89F78051B454E737B9AF53A
cad/SEI_MECH_B601_V5R_NEUTRAL_OPERATIONAL_BASELINE.step,125946155,A7549D0E913584FA4AF894A710F5CE9DF363722FD7F4F863B1C3B3FF2B4653C2
evidence/GRIPPER_R1_CONTINUOUS_STROKE_SAMPLES.csv,14679,DAE4DBD5C2300D3CEC8602FDC9B12877614A2A8E28EFCD4A9D3F4F76A231382F
evidence/GRIPPER_R1_GEOMETRY_VALIDATION.json,117402,7BC0DF784B36159624A8A89B67207C54C5C9C780B103CB38658DE2D6BA845F47
evidence/GRIPPER_R1_NEUTRAL_REOPEN_VALIDATION.json,6193,E4D947B36DF45F80014C5A200306063A604FDB27FAD55FCEDB205ED5541E07B1
evidence/MFINAL_NEUTRAL_CAD_MANIFEST_SHA256.txt,9392,0FED659F16B61D0B8B769DBB7986425BBFF8EB16748E01D1E8F30489EFA2016B
evidence/V5R_FALLBACK_B_NEUTRAL_FORMATION_RECEIPT.json,3868,0C39B29389251F77647CE77F2ABA53636311FA16BDAE05A221D84D2042D403A9
interface/B601_FRAME_MAP.csv,2797,6BB03D5D73E87513092A3CE2554E4228AB21051BB72FD4E6648E63B87320A9A1
interface/B601_URDF_CAD_JOINT_MAP.csv,4454,62C6382B0E2CCD945F4B8BA6457FF2D3D8F434E5B14E16A0631A1B6EEA6BBD66
