point_id,tier_id,region,binding,gate1_rate,gate2_wheels,gate3_impulse,gate4_time,h_star,j_star,J_req_Ns,t_d_s,propellant_g
0,wheels_small|cold_gas|l0.05,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.032214479278e-02,3.466751769509e+03,9.289930313500e-03,9.289930313500e-02,1.578848759685e-02
0,wheels_small|cold_gas|l0.17,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.032214479278e-02,1.178695601633e+04,2.732332445147e-03,2.732332445147e-02,4.643672822604e-03
0,wheels_small|green_mono|l0.05,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.032214479278e-02,1.271142315487e+04,9.289930313500e-03,9.289930313500e-02,4.305951162778e-03
0,wheels_small|green_mono|l0.17,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.032214479278e-02,4.321883872654e+04,2.732332445147e-03,2.732332445147e-02,1.266456224346e-03
0,wheels_large|cold_gas|l0.05,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.548321718917e-03,3.466751769509e+03,9.289930313500e-03,9.289930313500e-02,1.578848759685e-02
0,wheels_large|cold_gas|l0.17,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.548321718917e-03,1.178695601633e+04,2.732332445147e-03,2.732332445147e-02,4.643672822604e-03
0,wheels_large|green_mono|l0.05,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.548321718917e-03,1.271142315487e+04,9.289930313500e-03,9.289930313500e-02,4.305951162778e-03
0,wheels_large|green_mono|l0.17,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.548321718917e-03,4.321883872654e+04,2.732332445147e-03,2.732332445147e-02,1.266456224346e-03
1,wheels_small|cold_gas|l0.05,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.022748582450e-02,3.498837772991e+03,9.204737242049e-03,9.204737242049e-02,1.564369966987e-02
1,wheels_small|cold_gas|l0.17,WHEELS_ONLY_FEASIBLE,NONE,True,True,True,True,1.022748582450e-02,1.189604842817e+04,2.707275659426e-03,2.707275659426e-02,4.601088138196e-03
