source,destination,role,bytes,source_sha256,destination_sha256,copy_operation,redistribution_status
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/power/POWER_CHAIN_SELECTION.json,03_power_thermal/power/POWER_CHAIN_SELECTION.json,MODULE_POWER_ARCHITECTURE,5172,a964ee70818ccb9d3b0430b33ff13878df5ce3c2b9afd697feceda06ab00ef98,a964ee70818ccb9d3b0430b33ff13878df5ce3c2b9afd697feceda06ab00ef98,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/power/SHARED_BATTERY_PATH_DEFINITION.json,03_power_thermal/power/SHARED_BATTERY_PATH_DEFINITION.json,SHARED_BATTERY_PATH_PARAMETERS,4977,bed7ccbc917d1634eea95ebb0763e2cc58f880dceb4f0ff0ff758e8792f40961,bed7ccbc917d1634eea95ebb0763e2cc58f880dceb4f0ff0ff758e8792f40961,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/power/BATTERY_INSTALLATION_INTERFACE.json,03_power_thermal/power/BATTERY_INSTALLATION_INTERFACE.json,BATTERY_OEM_OUTLINE_INTERFACE,3760,178e6bcb74fefa756bdf2f22f99f4fae71bd4fa7100ba721b9dde6b9abbb8b5f,178e6bcb74fefa756bdf2f22f99f4fae71bd4fa7100ba721b9dde6b9abbb8b5f,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/power/DM_BUS_VOLTAGE_BINDING.json,03_power_thermal/power/DM_BUS_VOLTAGE_BINDING.json,B601_SUPPLY_BOUNDARY,7853,de5356cc53ec0daee63c69225534ddbefa4e4a29139ca51984e791200c5705d8,de5356cc53ec0daee63c69225534ddbefa4e4a29139ca51984e791200c5705d8,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/power/CAP_HARNESS_DEFINITION_V19.json,03_power_thermal/power/CAP_HARNESS_DEFINITION_V19.json,LOCAL_C203_WIRING_DEFINITION,4663,fa2f995ccea794fc3e147adffee1f6e2be69334aee138b50d1780aae34c84e88,fa2f995ccea794fc3e147adffee1f6e2be69334aee138b50d1780aae34c84e88,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/power/C203_WIRE_SCHEDULE.csv,03_power_thermal/power/C203_WIRE_SCHEDULE.csv,C203_WIRE_SCHEDULE,532,6f47f8224aea6f31b21d45a29c64fdb42b3e05870d45a90199286c10cbb12fac,6f47f8224aea6f31b21d45a29c64fdb42b3e05870d45a90199286c10cbb12fac,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/thermal/FIXED_HEAT_PATH.json,03_power_thermal/thermal/FIXED_HEAT_PATH.json,THERMAL_GEOMETRY_OR_BUDGET_INPUT,5743,2d5a03d4f8dc86b775e02257385aac05337a97cfff3fa35acfa883ac2a3a4cdc,2d5a03d4f8dc86b775e02257385aac05337a97cfff3fa35acfa883ac2a3a4cdc,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/thermal/BOTTOM_RADIATOR_MOUNT.json,03_power_thermal/thermal/BOTTOM_RADIATOR_MOUNT.json,THERMAL_GEOMETRY_OR_BUDGET_INPUT,9551,ea609a936a88992d9348ff403d2622d4da4e9606ac3a8490a3f7b02b1b0f030c,ea609a936a88992d9348ff403d2622d4da4e9606ac3a8490a3f7b02b1b0f030c,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/thermal/COLD_TIM_INTERFACE_CONTRACT.json,03_power_thermal/thermal/COLD_TIM_INTERFACE_CONTRACT.json,THERMAL_GEOMETRY_OR_BUDGET_INPUT,6918,fc8ab8fd8ddf16fd4cd5ed345e306bb704dc436424627641f9f4febbfcb1bd6d,fc8ab8fd8ddf16fd4cd5ed345e306bb704dc436424627641f9f4febbfcb1bd6d,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
01_project/competition/SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905/runs/wp10_mechatronic_closure_20260908/implementation/thermal/FIXED_RADIATOR_BUDGET.json,03_power_thermal/thermal/FIXED_RADIATOR_BUDGET.json,THERMAL_GEOMETRY_OR_BUDGET_INPUT,18874,b44c1cb131ab9e18b2225abc44aee5ede83db2f7de373dd6d6cd30d4ad55a504,b44c1cb131ab9e18b2225abc44aee5ede83db2f7de373dd6d6cd30d4ad55a504,BYTE_IDENTICAL,PROJECT_OR_PROJECT_DERIVED_OWNER_LICENSE_NOT_ASSIGNED
