case_id,node,heat_W,condition,mechanical_sink_node,thermal_contact_R_K_W,qualification
SBP000,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,main_before_sense,2.4730340837810947,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,main_after_sense,17.306568552378042,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,controller_allocation,0.059666403636455444,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP000,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,main_before_sense,2.4730340837810947,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,main_after_sense,17.306568552378042,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,controller_allocation,0.059666403636455444,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP001,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,main_before_sense,2.1941980795215423,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,main_after_sense,15.354987686832972,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,controller_allocation,0.05968577251301251,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP002,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,main_before_sense,2.1941980795215423,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,main_after_sense,15.354987686832972,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,auxiliary_branch,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,controller_allocation,0.05968577251301251,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP003,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,main_before_sense,2.4730340837810947,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,main_after_sense,17.306568552378042,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,auxiliary_branch,0.04428619815900253,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,controller_allocation,0.059666403636455444,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP004,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,main_before_sense,2.4730340837810947,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,main_after_sense,17.306568552378042,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,auxiliary_branch,0.03497514062883832,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,controller_allocation,0.059666403636455444,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,CHB_conversion,63.70588235294119,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP005,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,main_before_sense,2.1941980795215423,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,main_after_sense,15.354987686832972,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,auxiliary_branch,0.04428619815900253,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,controller_allocation,0.05968577251301251,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,THN_conversion,4.2,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP006,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,shared_contact_loop,0.0,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,main_before_sense,2.1941980795215423,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,main_after_sense,15.354987686832972,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,auxiliary_branch,0.03497514062883832,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,controller_allocation,0.05968577251301251,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,CHB_conversion,40.11111111111113,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,THN_conversion,1.8666666666666676,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
SBP007,startup_bias_allocation,0.25,ASSUMING_ON_DC_ALLOCATION_NOT_MEASURED,,,UNBOUND
