arm_path_W,pack_V,shared_R_ohm,eta_main,equilibrium_found,input_power_W,battery_A,main_fused_V,protection_class,CHB_loss_W,known_nonarm_heat_W,Q201_heat_W,battery_margin_A
60,20,0.01,0.85,True,94.29900824964025,4.714950412482013,19.94662808936273,BLOCKED_BY_UVLO_SCREEN,10.764705882352944,34.29900824964028,0.5617667167234791,25.28504958751799
60,20,0.01,0.9,True,90.19525453020238,4.509762726510119,19.949028600138323,BLOCKED_BY_UVLO_SCREEN,6.77777777777778,30.195254530202405,0.5005312657174056,25.490237273489882
60,20,0.1,0.85,True,96.44293671740094,4.822146835870047,19.511420818901907,BLOCKED_BY_UVLO_SCREEN,10.764705882352944,36.442936717400954,0.5877374884328186,25.177853164129953
60,20,0.1,0.9,True,92.14941227027418,4.607470613513709,19.53325136771924,BLOCKED_BY_UVLO_SCREEN,6.77777777777778,32.1494122702742,0.5225681216242002,25.39252938648629
60,22,0.01,0.85,True,94.10430846998017,4.27746856681728,21.951582348971563,BLOCKED_BY_UVLO_SCREEN,10.764705882352944,34.10430846998016,0.46193497732215827,25.72253143318272
60,22,0.01,0.9,True,90.02155044600089,4.091888656636404,21.953753495791744,BLOCKED_BY_UVLO_SCREEN,6.77777777777778,30.021550446000933,0.4117045501827786,25.908111343363597
60,22,0.1,0.85,True,95.84608356624119,4.356640162101872,21.55858820804756,BLOCKED_BY_UVLO_SCREEN,10.764705882352944,35.846083566241205,0.47926977044653246,25.643359837898128
60,22,0.1,0.9,True,91.61069112918865,4.16412232405403,21.578165787477143,BLOCKED_BY_UVLO_SCREEN,6.77777777777778,31.61069112918868,0.42643210681334703,25.83587767594597
60,25.2,0.01,0.85,True,93.89183615372527,3.725866514036717,25.157828013366657,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,10.764705882352944,33.891836153725265,0.35010616104243975,26.274133485963283
60,25.2,0.01,0.9,True,89.83247973490931,3.5647809418614806,25.15971262337813,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,6.77777777777778,29.83247973490932,0.3121411843727199,26.435219058138518
60,25.2,0.1,0.85,True,95.19443213217137,3.7775568306417213,24.81726266256259,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,10.764705882352944,35.194432132171386,0.35992246506995473,26.22244316935828
60,25.2,0.1,0.9,True,91.02218731882343,3.6119915602707713,24.834099687960556,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,6.77777777777778,31.022187318823462,0.32049258373517314,26.38800843972923
60,29.4,0.01,0.85,True,93.72206582333993,3.187825368140814,29.36391923320188,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,10.764705882352944,33.72206582333994,0.2560441621589903,26.812174631859186
60,29.4,0.01,0.9,True,89.68229715196402,3.050418270474967,29.365526839205053,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,6.77777777777778,29.682297151964043,0.2283452732134476,26.949581729525033
60,29.4,0.1,0.85,True,94.66416350833387,3.2198695070861865,29.07376822501489,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,10.764705882352944,34.664163508333885,0.2612321804522529,26.780130492913813
60,29.4,0.1,0.9,True,90.54350041089575,3.0797108983297874,29.08802176226503,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,6.77777777777778,30.54350041089576,0.23276410768661257,26.920289101670214
120,20,0.01,0.85,True,168.09625691242076,8.404812845621038,19.903460034980736,BLOCKED_BY_UVLO_SCREEN,21.352941176470594,48.096256912420785,2.265944906503322,21.595187154378962
120,20,0.01,0.9,True,159.7177752060726,7.985888760303629,19.908361067394562,BLOCKED_BY_UVLO_SCREEN,13.44444444444445,39.71777520607259,2.014972959169279,22.01411123969637
120,20,0.1,0.85,True,175.40462973832234,8.770231486916117,19.109938630007974,BLOCKED_BY_UVLO_SCREEN,21.352941176470594,55.40462973832235,2.4685863442603972,21.229768513083883
120,20,0.1,0.9,True,166.26093512198238,8.31304675609912,19.15642983370471,BLOCKED_BY_UVLO_SCREEN,13.44444444444445,46.26093512198244,2.1845403286662113,21.68695324390088
120,22,0.01,0.85,True,167.31242417874387,7.605110189942903,21.912651422766967,BLOCKED_BY_UVLO_SCREEN,21.352941176470594,47.31242417874388,1.853198999428439,22.394889810057098
120,22,0.01,0.9,True,159.02146464898283,7.2282483931355825,21.917060424455777,BLOCKED_BY_UVLO_SCREEN,13.44444444444445,39.02146464898286,1.6489712330335549,22.771751606864417
120,22,0.1,0.85,True,173.1368103727795,7.869855016944523,21.201321827212375,BLOCKED_BY_UVLO_SCREEN,21.352941176470594,53.13681037277953,1.9851804008417107,22.130144983055477
120,22,0.1,0.9,True,164.24831663777064,7.46583257444412,21.242407692412428,BLOCKED_BY_UVLO_SCREEN,13.44444444444445,44.24831663777066,1.7597406877619024,22.53416742555588
120,25.2,0.01,0.85,True,166.4498856759198,6.6051541934888816,25.124141979326012,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,21.352941176470594,46.44988567591985,1.3961297778087864,23.394845806511118
120,25.2,0.01,0.9,True,158.25484513714815,6.279954172109054,25.12794663508412,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,13.44444444444445,38.2548451371482,1.2431256023612953,23.720045827890946
120,25.2,0.1,0.85,True,170.71714146763156,6.77448974077903,24.51249223545698,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,21.352941176470594,50.71714146763158,1.468934623762882,23.225510259220968
120,25.2,0.1,0.9,True,162.0937755275863,6.432292679666124,24.547291639391034,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,13.44444444444445,42.093775527586345,1.304420254902807,23.567707320333877
120,29.4,0.01,0.85,True,165.74119342324195,5.637455558613672,29.335259577746637,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,21.352941176470594,45.741193423241995,1.0158829097167104,24.362544441386326
120,29.4,0.01,0.9,True,157.62515774599692,5.361399923333229,29.338489313898517,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,13.44444444444445,37.625157745996965,0.9050657503458263,24.63860007666677
120,29.4,0.1,0.85,True,168.7768347485986,5.740708664918319,28.81740965161507,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,21.352941176470594,48.77683474859862,1.0535561795519723,24.25929133508168
120,29.4,0.1,0.9,True,160.361431157335,5.454470447528402,28.846518846023745,CONDITIONAL_STATIC_POINT_STARTUP_UNVERIFIED,13.44444444444445,40.36143115733502,0.9368614334274437,24.5455295524716
240,20,0.01,0.85,True,322.81576539451976,16.140788269725988,19.812956157326028,BLOCKED_BY_UVLO_SCREEN,42.52941176470589,82.81576539451976,9.547239201426535,13.859211730274012
240,20,0.01,0.9,True,305.0388097506911,15.251940487534554,19.823354865286234,BLOCKED_BY_UVLO_SCREEN,26.77777777777779,65.03880975069114,8.455294435881891,14.748059512465446
240,20,0.1,0.85,True,354.9125518484733,17.745627592423666,18.197233453322703,BLOCKED_BY_UVLO_SCREEN,42.52941176470589,114.91255184847341,11.556045283122472,12.254372407576334
240,20,0.1,0.9,True,333.0631442399568,16.65315721199784,18.30832593075283,BLOCKED_BY_UVLO_SCREEN,26.77777777777779,93.06314423995683,10.092987775495136,13.34684278800216
