lane_id,sample_index,t_s,base_x_m,base_y_m,base_z_m,quat_w,quat_x,quat_y,quat_z,base_wx_rad_s,base_wy_rad_s,base_wz_rad_s,base_dev_deg,tip_L_mm,tip_R_mm,energy_J,joint_work_J,damping_energy_J,momentum_dP_norm,momentum_dL_norm,eta_1,eta_2,eta_3,eta_4,eta_5,eta_6
LEGACY_A__M01,0,0.000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
LEGACY_A__M01,1,1.000000000000e-01,-1.2186984847256524e-07,-4.2076719839063516e-07,-8.4552569323309539e-08,9.9999999997661448e-01,6.6810982191306826e-06,-1.2800959992629070e-06,-7.0375195205794587e-07,3.9789642633691115e-04,-7.6569548695348941e-05,-4.2224530144590670e-05,7.8368422002688743e-04,-4.2639377093924204e-03,4.8009783040657136e-03,4.5713327129175372e-08,4.5719440529700618e-08,6.1061574417104899e-12,1.9614254572137320e-19,3.6467479816887673e-20,-1.4581520508459716e-06,-2.1256586078174610e-07,-1.2805243362308664e-08,1.6660860863791232e-06,2.6563457665038616e-07,1.6433628296371287e-08
LEGACY_A__M01,2,2.000000000000e-01,-9.6252933285917515e-07,-3.3378715240231988e-06,-6.5192491957739751e-07,9.9999999856198396e-01,5.2360748281600074e-05,-1.0141740752734242e-05,-5.6150816487995798e-06,1.5505777351657660e-03,-3.0221545484069944e-04,-1.6792945185232212e-04,6.1453905895586655e-03,-3.5461236455699513e-02,4.0424292910648058e-02,7.1047805639522444e-07,7.1062339608756910e-07,1.4534826860574907e-10,2.0238947884146304e-19,1.2468730655127698e-19,-1.0741716859406472e-05,-2.9896590271878400e-07,-2.2719980251381668e-08,1.2275064949825224e-05,3.7407115296756347e-07,2.9195471393390538e-08
LEGACY_A__M01,3,3.000000000000e-01,-3.2067152503812993e-06,-1.1165637550940402e-05,-2.1286683696988979e-06,9.9999998424797953e-01,1.7320037803059349e-04,-3.3901245658299813e-05,-1.8877911283862104e-05,3.3910418243875418e-03,-6.7185788390914779e-04,-3.7648569661981698e-04,2.0339288669237548e-02,-1.0689602314391786e-01,1.2201498038657663e-01,3.5038384747710484e-06,3.5046605558133204e-06,8.2207867823940410e-10,1.5705882160998544e-18,2.5257210148464954e-19,-3.2036222604376151e-05,-5.2001787709547506e-07,-3.1404304474676819e-08,3.6620336923829051e-05,6.5116562347798242e-07,4.0408701241653618e-08
LEGACY_A__M01,4,4.000000000000e-01,-7.5040823720816928e-06,-2.6252749723081237e-05,-4.8582664468402738e-06,9.9999991511444430e-01,4.0178812414228855e-04,-7.9656272809860366e-05,-4.4635027899712348e-05,5.8501456605451413e-03,-1.1813121412287092e-03,-6.6741195208225052e-04,4.7215492813636087e-02,-2.1538312235243365e-01,2.4608606324257107e-01,1.0794123620611279e-05,1.0796451512749880e-05,2.3278941125622890e-09,7.7522350767884640e-19,7.0741603551106233e-19,-6.4152717254188258e-05,-6.2887079708118109e-07,-4.0936742219214246e-08,7.3361895677112073e-05,7.8865976077813147e-07,5.2729793244246304e-08
LEGACY_A__M01,5,5.000000000000e-01,-1.4471755788985377e-05,-5.0874347257420770e-05,-9.1073923124384449e-06,9.9999968980753040e-01,7.6747333344162714e-04,-1.5429437466600574e-04,-8.6964195515671567e-05,8.8669090624642014e-03,-1.8263943239590593e-03,-1.0386320501689212e-03,9.0257492168614673e-02,-3.4028576289467904e-01,3.8907333555425727e-01,2.5679514039210946e-05,2.5683823731116508e-05,4.3097046264997239e-09,7.5656246954482091e-18,1.1815013581666105e-18,-1.0108817196673578e-04,-7.1153616111374517e-07,-4.9945943081171149e-08,1.1565334475231595e-04,8.9273134276619416e-07,6.4364300063476553e-08
LEGACY_A__M01,6,6.000000000000e-01,-2.4697525229774591e-05,-8.7204979165891218e-05,-1.5085089460379744e-05,9.9999911247082751e-01,1.2971887928853692e-03,-2.6445979106259687e-04,-1.4973246797793870e-04,1.2406215929620988e-02,-2.6015276682580910e-03,-1.4836610056025402e-03,1.5267185291987323e-01,-4.5296660768494706e-01,5.1816324304493555e-01,5.1776347454882025e-05,5.1782290543750510e-05,5.9430885802834908e-09,4.6523676142889474e-18,1.4190732045079391e-18,-1.3452678070598154e-04,-9.0230085982204904e-07,-5.6952104270270194e-08,1.5398018961377822e-04,1.1309965866905002e-06,7.3347264235997719e-08
LEGACY_A__M01,7,7.000000000000e-01,-3.8743419030851181e-05,-1.3728064895628244e-04,-2.2970051128565969e-05,9.9999785208035696e-01,2.0165508371682373e-03,-4.1649868226036291e-04,-2.3640271023471425e-04,1.6453284899714454e-02,-3.5001915480870121e-03,-1.9923579929920967e-03,2.3750716650598344e-01,-5.2986940223739409e-01,6.0635547940061885e-01,9.2998217764350016e-05,9.3004934650581722e-05,6.7168865726907538e-09,5.3515152812897058e-18,1.5865286623462881e-18,-1.5726836768764429e-04,-9.5479078775632089e-07,-6.3734884384292281e-08,1.8006322522870797e-04,1.1949193415115325e-06,8.1902322506365088e-08
LEGACY_A__M01,8,8.000000000000e-01,-5.7149312371712878e-05,-2.0296075273000842e-04,-3.2940029925255443e-05,9.9999539472585264e-01,2.9509626701569851e-03,-6.1640977074263990e-04,-3.4983624789281588e-04,2.1008604493561969e-02,-4.5154560530244105e-03,-2.5516575366316381e-03,3.4777273979939644e-01,-5.5974026443186897e-01,6.4041840832846042e-01,1.5335106241599019e-04,1.5335791812951752e-04,6.8557114691909014e-09,1.2099545660366126e-17,4.7057381742230273e-18,-1.6620816993981598e-04,-1.0872749857018106e-06,-7.2032736504820072e-08,1.9026674827772529e-04,1.3559710643879759e-06,9.2227467991395839e-08
LEGACY_A__M01,9,9.000000000000e-01,-8.0436888565171963e-05,-2.8591816236041062e-04,-4.5175538181577313e-05,9.9999098849791790e-01,4.1260160686640264e-03,-8.6985820047364413e-04,-4.9220023288217864e-04,2.6079210235462821e-02,-5.6408652596509701e-03,-3.1468873086372877e-03,4.8648174222355772e-01,-5.5033778460373906e-01,6.2888619351649877e-01,2.3678089744466591e-04,2.3678777414328284e-04,6.8766949644468059e-09,4.9853409107331347e-18,3.0012346016544747e-18,-1.6358701913892729e-04,-1.2497951183777138e-06,-8.0803829806448874e-08,1.8704951505118226e-04,1.5529441188283251e-06,1.0299746146974202e-07
