scenario_id,t_s,evaluation_status,plan_contract_status,static_evaluation_status,target_evaluation_status,combined_evaluation_status,static_margin_m,target_margin_m,combined_margin_m
C0_T3,0.0,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1414082955515088,0.05465000000000002
C0_T3,0.01,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14139144393156267,0.05465000000000002
C0_T3,0.02,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14137545579562472,0.05465000000000002
C0_T3,0.03,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14135947659966325,0.05465000000000002
C0_T3,0.04,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14134350210533225,0.05465000000000002
C0_T3,0.05,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1413275630716273,0.05465000000000002
C0_T3,0.06,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14131169958113432,0.05465000000000002
C0_T3,0.07,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14129595957828345,0.05465000000000002
C0_T3,0.08,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14128040104957734,0.05465000000000002
C0_T3,0.09,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1412650948062073,0.05465000000000002
C0_T3,0.1,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1412501242603723,0.05465000000000002
C0_T3,0.11,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14123558187473445,0.05465000000000002
C0_T3,0.12,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14122156560486,0.05465000000000002
C0_T3,0.13,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14120817865889934,0.05465000000000002
C0_T3,0.14,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.141195532295686,0.05465000000000002
C0_T3,0.15,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411837481459728,0.05465000000000002
C0_T3,0.16,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411729571996353,0.05465000000000002
C0_T3,0.17,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14116329637901526,0.05465000000000002
C0_T3,0.18,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14115490633200062,0.05465000000000002
C0_T3,0.19,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14114793275569365,0.05465000000000002
C0_T3,0.2,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14114252968588947,0.05465000000000002
C0_T3,0.21,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14113886102855833,0.05465000000000002
C0_T3,0.22,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411370985184407,0.05465000000000002
C0_T3,0.23,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14113741814358383,0.05465000000000002
C0_T3,0.24,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411399986454731,0.05465000000000002
C0_T3,0.25,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411450233097607,0.05465000000000002
C0_T3,0.26,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411526825797073,0.05465000000000002
C0_T3,0.27,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411631741109709,0.05465000000000002
C0_T3,0.28,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14117669972096636,0.05465000000000002
C0_T3,0.29,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1411934621265657,0.05465000000000002
C0_T3,0.3,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14121366463149115,0.05465000000000002
C0_T3,0.31,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14123751374927934,0.05465000000000002
C0_T3,0.32,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14126522162937677,0.05465000000000002
C0_T3,0.33,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1412970054932251,0.05465000000000002
C0_T3,0.34,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14133308466354977,0.05465000000000002
C0_T3,0.35000000000000003,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14137367844394533,0.05465000000000002
C0_T3,0.36,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14141900714994682,0.05465000000000002
C0_T3,0.37,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14146929509046957,0.05465000000000002
C0_T3,0.38,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14152477211673803,0.05465000000000002
C0_T3,0.39,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14158567188021332,0.05465000000000002
C0_T3,0.4,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14165222847717446,0.05465000000000002
C0_T3,0.41000000000000003,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1417246748260469,0.05465000000000002
C0_T3,0.42,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14180324412929307,0.05465000000000002
C0_T3,0.43,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.1418881723463879,0.05465000000000002
C0_T3,0.44,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14197969851988002,0.05465000000000002
C0_T3,0.45,EVALUATED,MATCHED_T2_T15_TRIGGER_AND_CONST_OMEGA_CONTINUATION,EVALUATED,EVALUATED,EVALUATED,0.05465000000000002,0.14207806221693142,0.05465000000000002
