relative_path,bytes,sha256
PACKAGE_SCOPE.md,1270,e8573e0ab23a9d3cbf30b621515e7435f891176fcfa170ef5071f9c3b23ced3c
README.md,8733,e6ad38099d554458837a1893b13f3d7f0b8c0ccf5fb9fdb75a3535163f53c965
diagnostics/I_2883cdc18626958a_native_roundtrip.step,3498163,64d6a93a3561e8b3f24c000e19918550ea16501a5ba3e431d39d4e2afaff775b
docs/BOM_PARKING_1110.csv,1607469,cfa7fe2c40901a26c2c8a7556535dd3b9f60274236220f3228e98f17f3b3aa9b
docs/BOM_RELEASED_1110.csv,1611720,82fd9477bbc24b8bd04692dd2149026a25bc3c0124289520457f0dc0786dc1ea
docs/BOM_SERVICE_1110.csv,1612962,44ec44abfd56156d9a7fb30b95677e7cf596d776e5d7089b15a507071c88732d
docs/INTEGRATION_REVIEW.md,4539,300aa4d1c6d7e1b0968b28e582f63b030d86cb67e1556905383374fdc11c6921
docs/NEXT_STAGE_ENGINEERING_CLOSURE.md,21630,b7cf29a592b658dd837074996185d3833ce2541905f26f451643c7e98838edd8
docs/SOLIDWORKS_OPEN_GUIDE.md,3475,e9a377c499e6f176bcf094c013b89c014655913b80f24d1c216d09b7498badc6
inputs/ALL_IMPORT_PLAN.json,1120037,f0d9ac5da8824dfd05455e1aeae92ec8f724d263a6b435ae167279b70b94432a
inputs/INCREMENT_IMPORT_PLAN.json,1503781,ba0d42457a94e6de71c206fc8812ff66905bec3c3b8d566325550fe5d3640f36
inputs/INCREMENT_MATERIAL_PLAN.json,186843,a7adb65c86dc3be24498a1fc0ff3dbdbb00581851f37aba05228eab27b04cb19
inputs/INTEGRATED_ASSEMBLY_PLAN.json,5709132,52e96bc79de83ed2378ea30f03b106471232e381512202dea1338c2e0edc0734
inputs/INTERFACE_MERGE_PLAN.json,48223,9f0c19e38c6e9dfabdbd74c68e8ffe496c70c01e5b3816f8f9c41e26201ecc23
inputs/NATIVE_COPY_PLAN.json,7215098,5f2a72339a07f0ee196a243f32cba135fd8091290f257811591dbe9a3c687374
inputs/NATIVE_MATERIAL_PLAN.json,1635184,78b273901a40e7e4fb4542bc24b779711ac840c7f54b186c532c76b97f05d641
inputs/NEUTRAL_SOURCE_MAP.json,7145450,e9939b4979034e381e370658b39c151e7b7a6739721cc4e8a08e0c09f67d6c45
inputs/R17_FORWARD_MAP.json,1622370,147c9353d732cfd19aab51319a379bdb102c6e90961c1347b214ea6982ea0030
inputs/README_REFERENCE.md,4652,1e1fc241de1a136fabcb37e2eb521241b55546eb1b5b6b0d7de4c3c0bc7f482c
inputs/REFERENCE_MATERIAL_BASIS.json,33421,d0dcffcfef18d44dcd44e449d3c3e18bd43893984c4a14ae07cbd4a7a444240f
inputs/WP10_INCREMENT_MAP.json,1444381,13efce908028d59ff56ce0f484f391a8b5831fd82d1b8b7d55b8616706b78f88
native/D000.SLDPRT,93923,c92804dae28792387015259f644e9f950dc49cf07643f464c1b9b0033cc98577
native/D001.SLDPRT,93106,911307e652878f4cb0306ca7f4fad00de22d9bfc3510c1c930b6dbc3e741f4a9
native/D002.SLDPRT,91689,f2f7e2218f23a64eed99389bd7785f455d39d9373d73d23005f4789287afc4b0
native/D003.SLDPRT,91854,0f6568c74842e255ed4d2b4da4cadc1b44cf26b8993953720678b81de46a8d8d
native/D004.SLDPRT,93028,9675296965b1ea817eec7eb76da77a1408a715c1691e8dc755bd98b9bfc5bbdc
native/D005.SLDPRT,94313,43e31f41d2becc50fc32a7ad23d7c9e72ccd9d8b04a37399034262e22c915df4
native/D006.SLDPRT,91281,125de58c19ceada093af6037aa26d5fbad30c870f4531efd0c8e7e6532b8f67d
native/D007.SLDPRT,91194,2a2cd0dcb69ffe72d1e4bac48ebe6c17870c5df3fb8cd002e007098f3284b162
native/D008.SLDPRT,51799,d29f07b57d5a6b01493a655eed1789d9114e68be270fd858d3c3b2dd1deaa622
native/D009.SLDPRT,52747,5384689eb2717351626ea9c970052e6a43738b8ec5e045a98ef8f1440e7c6323
native/D010.SLDPRT,79293,9f66edff29be794b143eb3c9f4509fb3b48d7f58195020b8fc32fe81ca1e4aab
native/D011.SLDPRT,67162,27bc350501d9aaa566ab9a01cd73bf94fa5ef85e92f94e1e92b629126f828a8e
native/D012.SLDPRT,66282,6d3c5e524d9cf92cd04149c60eb462424c77604aad7a1772add2f79964b739bf
native/D013.SLDPRT,67998,2ec46c9af071b507263b06ca06b3b24752bfd0cc20943b8d00f40852f6a38608
native/D014.SLDPRT,80102,850b990c82ea4aaed9d6520b22e9f5bbc5d20d5a18c06e1fac79655dc1110122
native/D015.SLDPRT,66812,d8396c7aa2118cfe649398955386975b17283d97675a9f6db782d073403895ae
native/D016.SLDPRT,66352,62155d47e13cedef8a6a236a5315d55af4d14183a1c2d97b682b511c71ddaabd
native/D017.SLDPRT,68437,cab3531642acdea80164a186d5ca0a5b4163398bc66117064d1eb55c075e8a76
native/D018.SLDPRT,60308,b8fdace797dd8579ac7bdbfcf29187bb2821a7e2f062ca7cb98466213ecb0be9
native/D019.SLDPRT,59673,39ee14c24be69ea9651ceb89a14dc371b2c637181793b2a1253c7d1cb1894fc9
native/D020.SLDPRT,59735,7f1e32b5a749ea5449a3016d20017c1307d40276897e2c51a54730f09c26aa9d
native/D021.SLDPRT,62459,c3c5a8ed32473a820df48476a37a20ce0f3f93b44f655addac2cd7d9ea5ec55c
native/D022.SLDPRT,59138,e72cb1d0ed445d2114677b455c5d5a25b0f2c839c3b965864830e2349b45c17c
native/D023.SLDPRT,60111,d6f8ebdfab4b26e719b92116d9810fe3ab9b0b0707300fe6d74145bf27ac0baa
native/D024.SLDPRT,60318,c7bb2573895c5f0acfddf789e5e39b2395a8d09d598c9c46b49bbe971d83538b
native/D025.SLDPRT,62254,371298120683373732c837877d6d39f5dfdfe5f1d408c03329014e23378af6c3
native/D026.SLDPRT,79319,6f3cb4928b01ebfbe6ca41b2037272dc5d6b9bbb7f32056f94e79452c440d5f8
native/D027.SLDPRT,67434,1b4f821f48ed6b1ab50a5446183bf04d93827ce127ebc909d644cfbade302a0c
native/D028.SLDPRT,67136,4945af42b2490d193570f4a7cee08f1052f5a573726c31ad24bbc56a7feb6862
native/D029.SLDPRT,67593,752df9116340b08cbc49b9eec7d84162085021611b35fc7b0d12c67e292022b1
native/D030.SLDPRT,79977,abdf334de455cfd1092dd3ab5df288cabd777382c72021ab002b818f607c04a8
native/D031.SLDPRT,66471,52c781a1cdc77fcf789c9bfbe79f8978b0f7ad6a57da26bed6c8f5775676d643
native/D032.SLDPRT,66459,453665a1b8aea54835ef450cba06e47b2d14ce56c22eded2765018ef164968ba
native/D033.SLDPRT,68034,23e4edd31ae0921ed4851fe1efeec38d1b30b7e5faadd7a8725a315e4270b0ba
native/D034.SLDPRT,60221,3bbb3eb64b54d765eef68774100c9355c02bed0306d38854e1ff208e1dbc76f2
native/D035.SLDPRT,60077,e19b091b3361dcb5c02c8c6423088d3e1fdd7bf7ff0c186da0ed5b9a1be0607d
native/D036.SLDPRT,60473,c1f7c4077fb29e9ee7ca5ba82f567c140e9ed602982f7aad3f6c9b8cc22b7dcd
native/D037.SLDPRT,62353,3e28728403e12c1fd96fa67ae49032ba41c19ddc456c965b9a28e2b97c220046
native/D038.SLDPRT,60018,6a7604464ed55c48b0be256b82e8fb12d13d50f87d0e3e8f0a5aa0d5cd0c5490
native/D039.SLDPRT,59393,d9d21ec4df6e1c7a9f8ea9a80e5e431a86248b9141f41d7ca922c8b35074f3db
native/D040.SLDPRT,60404,f3520435e3b77be86342215ebd456a9a811d9e2ff598d29f8cc5f8aebc43a72d
native/D041.SLDPRT,61419,a129477397aff12378f5b7c89bb90e4bf53fc1163c4d247c06b87f0740152296
native/D042.SLDPRT,79223,95c7207627a6e2ca5a60618d53402e22fd5942b0431f636d09e6898b973880d1
native/D043.SLDPRT,66588,0f1b305618ea7bf487f9b0aa4e60f8c8f031491e7242698154079e142aef7772
native/D044.SLDPRT,66810,e606e9bbde915d35c591b7cbf564ad36b3422c2b11efdc037d86d46204f91f32
native/D045.SLDPRT,68026,14f4ac7a87c6c03ca66a7a0a20e90db391cca8129e8eb3dc430563bfb7040749
native/D046.SLDPRT,79820,8abe8ab8c2be11505c27944238affb14c76c2f6f7eb8f09712d1929a82545ac6
native/D047.SLDPRT,66154,3244eea73dedc5af3fe81a3edbc087f4b5a59851f59be3f131494912c25bc259
native/D048.SLDPRT,66936,11e470534930bbe52a7331062a5609da1a6a72817c197e79bc3dd9737c60197a
native/D049.SLDPRT,68639,b3e06d1311624d2116472a8f020ea91955e0cfd4d92b2c660e05b6bcad9ba793
native/D050.SLDPRT,60775,8b83d178f3bcfe4424c2bc2b0e2c15309843329d127a8dac16957bf56c171208
native/D051.SLDPRT,60171,b201e50165152c1e9324907d356f473a5049e92fcc6a7f4269dd1871a7749b93
native/D052.SLDPRT,59162,16afb97da6ccb6542d03c5a984970d88303abe6560b02a049e186984831b6df8
native/D053.SLDPRT,62558,3e7358b57777519d27bcf0dcc769a87ca2ca026a54f32f3a5750305775f8572e
native/D054.SLDPRT,61114,b1fd97822ce8f4fe0e6be82a3a51720bf37e8e0f955dc6bff2fbb9d28a62d01a
native/D055.SLDPRT,59262,9d8e7ad4ad0bc6722622b108e4a17bb873a41d4126455f41fb1aacdeaa561217
native/D056.SLDPRT,59830,5698b8df57d2b8d9ed92428745d6a1cc23a3b33f8eac807419184fd18a11433f
native/D057.SLDPRT,62235,475db550573c42169f418f3aaa5f46d15c40fc152c29f8d00e08e9b2b6fd7ff0
native/D058.SLDPRT,79542,d106a7045f6445c8eb5c97878619f246c6a77b53b199d0ed5bf5a2715c33e037
native/D059.SLDPRT,66448,8e04119ece4a2518bb765816e2f30b136c1a3933fa97b825c3062bed0dfc168f
native/D060.SLDPRT,66848,d4f50d9c000f842762ebb935a1437994816f2e69e8854bbd0c644ed9f025e092
native/D061.SLDPRT,68816,c68971232a2487ac759a07643fe35c14c6d681d4171be3f110b3453e9e9b47c5
native/D062.SLDPRT,79937,7b2ce880e558d76dd08b0fab1b7aca1bc1ab441ca4620686b4e9028d6c9d5fb6
native/D063.SLDPRT,67020,3298e97f4782a3ee37e0e1224a191801e82c1d0beeaecafa8b54448e024b3c0c
native/D064.SLDPRT,66386,337b425dad63942301cc57fbddac3f845cf8250d4271d7c8c21a359a8740e761
native/D065.SLDPRT,67826,db3346154c30e8f9e30e8c567f29e2951b980f0d7731f70724f17e4aa730e1db
native/D066.SLDPRT,60686,919814fdc3aa398ec3862329b012f400dff3a27220d7c7b067c90464fd2e1bb8
native/D067.SLDPRT,59402,06d4fd44178774ca47c283bae20c39488ea2549930f33dda64118d433624aaab
native/D068.SLDPRT,60287,396d4b1f32f8dd5c3e58add62c070bbf535328981f03f98d837f3337b0615e0d
native/D069.SLDPRT,62573,ca97c7b481ccf1708d9dd0502ded161e5d5a753094ec9600899dc28c1697f813
native/D070.SLDPRT,59900,185fb39c89a6f3e961397036a1020bca30bea448d546859695757d80dcddce5c
native/D071.SLDPRT,60428,ea98dcde802bb658dcd9ac8b505c6449d90f0005b529086df257010d2cbf4105
native/D072.SLDPRT,59330,1c7bb1999042cf2bea8fb65a0d2664011996f51fa227666600d09755ce805ce3
native/D073.SLDPRT,62239,82a3aea23f23b2c298d4d9cca0f4fe7800b983fbf5c2a84e066536a4af51cddd
native/D074.SLDPRT,79324,0477c91300327e317a019e35b6fd4aa5365d83bfa6f4788fe950fcaeedcd952b
native/D075.SLDPRT,66830,f0eb0b68e59ad67c5651851cfb165c46870229b68d9b5770c1a2c5561ddc3e10
native/D076.SLDPRT,66701,d35664a63beae89d698352d543ebed886bd553aedef711c385ca21ba4b92e9b5
native/D077.SLDPRT,68621,a8d3f0106abe8ae3a3a8ff59469573d31f31dba99ad02a65f0ed7b68d3ea9e5a
native/D078.SLDPRT,80101,7201034808b1372a119d085bab2aeda3816b536e65a78274a1fe2faaee91b64a
native/D079.SLDPRT,67242,dae453ef0a327f39a4e68e553694917bd35dd0917b8cb3dbb9f9ad2fd3923316
native/D080.SLDPRT,66792,635404ef153f4590c289d5bfd6f67b35b00e82d64bfdf4a1a68c8a9a40fa1f16
