relative_path,bytes,sha256
cad/INTERNAL_HARNESS_DETAIL_R2.step,860467,26b6a98f9dc7e2f94f560febedb62177b932b68b9f5b49e1a7521de231ee8953
cad/release_power_data_route_0_0_R2.step,32262,60a92f8171e73eb2cec154b35e0d1d93afdbfaf1d47b47980677464c59a40b76
cad/release_power_data_route_1_0_R2.step,32259,15d1811c45cec35e4d150d032eef014450add198612807f050d634ab22757573
docs/ELECTRICAL_CONNECTION_MATRIX.csv,93565,b3f584cea1e1e7c27b5afba5d542a009c0797f9a8fccc25dde61d626e0a6881f
docs/ELECTRICAL_CURRENT_COMPONENTS.csv,31409,496f6519427dfb5020dcb03468aa5df2292f1eb5cc71e14a23419e2fa54f37ab
docs/ELECTRICAL_CURRENT_PIN_NET.csv,43473,4abd13fd6ad990fea74e147cf4719357b6737ff10f728c91ede99f3284bc0a40
docs/ELECTRICAL_HARNESS_DESIGN.md,10305,ec2de3b48a0a8846e908ba12dfd9ecc02aa0a90894a2ac81aff2fac6500fee3d
docs/ELECTRICAL_LOCAL_LUG_SEGMENTS.csv,698,2e455c31f5c91850cd1a87252896d8da3c21e751b8561e9b93f1fe7885c84b69
docs/ORBIT_ACTUATION_REVIEW.md,12627,0986afffc9fa0c24a9e3b644b80eadd174800a743d03e9fea83dc77e8d8b5a59
docs/PROPULSION_GAP_ACTIONS.csv,3907,bab536b2a86d54f3640241a125869b91a67dfbad739e0338ca5ad309cfdf0118
docs/PROPULSION_MODE_MATRIX.csv,5630,86ea605b29456b176836cc8b223f9016c054a4dbb63890f0213683a1989c8026
docs/PROPULSION_NOZZLE_CONCEPTS.csv,4476,257e6f48efbe26f802efa55a8879811b24e4a8ecb868d72a55d980f81c437b27
docs/PROPULSION_STATIC_AUTHORITY.csv,27797,819eae77ee3191b285b6dee478a1b48c0533a2f730b55e6736a6909f1ce9a086
docs/SYSTEM_COMPARISON.md,8540,c3bb3df100154e15970beaf15104dee111b769a946c8ef36a983a7461d82750c
inputs/ACTUATION_CANDIDATES.json,19652,87924e65be46518431b246c649c11cc9a9fe4d3fed052c97983decc68bd5c651
inputs/ACTUATION_CURRENT.json,6240,57b873d5c726b3bf134f909ca566b293c7b7e7c0e05e2bcd45c0c8ca602cf72f
