path,size_bytes,sha256,mtime,role
"AGENTS.md","13629","3d2269562678641108bcf68b8cda2a4e8359039b44c6d76cc0b668cde71abe84","2026-08-25T17:53:37+09:00","project_root_truth_entry"
"PROJECT_MAP.md","7421","4dcdad08bd7490056a0b0c895d31290df286eb4975e772eddba277fd31df5f80","2026-08-23T17:11:08+09:00","path_navigation"
"01_project/current/README_CURRENT.md","1065","38925c4c7df1f5f3cca13b91e355b5b34b447a581c89b513b5ace2bd5892b35d","2026-08-27T02:35:46+09:00","current_authority_nav"
"01_project/current/CURRENT_GATE_MATRIX_V1.csv","8974","824cdcfd1f53db245587ae1d36952dc5566df2c4db199dd01798d13e43c90bc6","2026-08-27T02:35:46+09:00","gate_matrix_index(rows sim13_preexecution/sim13_20_of_20/sim13_post_terminal_addendum/r2_dynamics_control_system)"
"01_project/current/PROJECT_CURRENT_AUTHORITY_V1.yaml","15411","9789c1a6f693f265f5dc40fecdef91c02a23c84a1dc3e8676b18acad948c2111","2026-08-27T02:35:46+09:00","current_authority_index"
"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/18_SIM13_PREEXECUTION_GATE.json","875","af24635327dc96d0daaaba6a074c9440c0bd0f984e1418af6c6677c3d4cf77de","2026-08-25T17:51:20+09:00","terminal_parent_gate_15_of_20"
"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/17_MECH_TO_EMBODIED_HANDOFF_GATE.json","818","42792057bd9fe08fdeabadec23b5f2cfa06095a33d5a8f363633ce90bc6be982","2026-08-25T17:51:20+09:00","handoff_gate_FAIL_G12"
"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/15_UNIFIED_R2_SYSTEM_INTERFACE.yaml","9001","19822080e540de1e46a383b49c60cd0fb4f40db9dd4fd5edddd4f9c31ddd1e3a","2026-08-25T17:25:31+09:00","unified_interface_failure_state_registry(L144-148)"
"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/loop_b/SIM13_BACKEND_WORK_ORDERS_V1.json","4305","4d169444c0462b8e29b38ff620880351ebb85dabe12848e9d3d4c379f70b3643","2026-08-25T16:57:47+09:00","backend_work_orders_WO-NC15/16/18/19/20"
"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/loop_b/sim13_post_terminal_handoff_addendum_v1/SIM13_POST_TERMINAL_HANDOFF_ADDENDUM_GATE_V1.json","11419","144e09124ce293e8a6598346331df21886861d1a74b770cb9ccf251644ba6e5c","2026-08-26T23:04:14+09:00","newest_append_only_authority_20_of_20_subscope"
"20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/unified_r2_digital_prototype_prebind/generated_v2/UNIFIED_R2_URDF_EXECUTION_RECEIPT_V2.json","2891","957ca67d7bcc2cb591df2442f24532ca3dae24f358fc69bf390ac1a20f6f021e","2026-08-25T16:16:07+09:00","urdf_emission_receipt_TMC-F01"
"20_engineering/F3R2_M7_MECHANICAL_FINAL_DESIGN_CLOSURE_V1/unified_r2_digital_prototype_prebind/generated_v2/unified_r2_c01_no_route_c_sim_candidate_v2.urdf","17191","d84aa23ce98a2a9c697b1f32e433c01c3f0ae3bd0b5c56ef9a218dd88911cbda","2026-08-25T16:16:07+09:00","unified_r2_sim_candidate_urdf_SOURCE_ONLY_BUILDER_EMISSION"
"20_engineering/cad/spacecraft_layout/arm_b601_v1/arm_b601_v1.urdf","11321","1bc2b7483cd8025d08ba6eadfd9e1f3b0477121714e7cf4ddc1794d9e471c164","2026-08-07T23:55:26+09:00","accepted_b601_urdf_mass_authority"
"30_simulation/sim_13_physics_gated_embodied_grasping/README.md","2260","e7fa21a26808f5c7eda31e59fa4f06e9c07c6aeb5e53c56427fd6071b9125ff9","2026-08-24T07:34:11+09:00","module_readme_v1_superseded_note"
"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/README.md","3565","f594afd3659ed8a5ced7df5f509a65fc656c6df736b75a099dba98e7de7b98bc","2026-08-24T07:48:06+09:00","v2_prebind_readme_scope"
"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/results/SIM13_V2_PREBIND_SOURCE_GATE_V1.json","2282","dbfff803a656f4ad74934f0c886bc258e219cdc6904647d2855f15d2c3916906","2026-08-25T20:09:48+09:00","v2_prebind_source_gate_15_of_20"
"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/interfaces/MECH_RL_SYSTEM_INTERFACE_V2.yaml","6716","b105766ec1f19eec25d4a40f4d4afaeab3955ae9e0edffcd691754e5a3dbb8e8","2026-08-25T19:59:39+09:00","interface_v2_instance_pending_owner"
"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/README.md","5845","66a82bc1379762bd725c9322956992e8579ab9febfafaca125223bb190b5be84","2026-08-25T20:13:41+09:00","backends_readme_five_backends_plus_disclosure"
"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/results/SIM13_20_OF_20_GATE_V1.json","1913","4a813f2ee3b0585d63fa591415ab3b256f112d056ba89c879e02d7bcd068b6e4","2026-08-25T19:56:52+09:00","child_gate_20_of_20"
"30_simulation/sim_13_physics_gated_embodied_grasping/v2_system_rebind/runtime_fail_closed_backends_v2/results/SIM13_RUNTIME_FAIL_CLOSED_GATE_V2.json","567","e1fc5bebcff1437748eef511d110d4fb70f4a503604e42c388cf70bc16860c3a","2026-08-25T19:44:55+09:00","backend_gate_NC15_NC16_NC20"
