path,sha256,bytes
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\acquire_sources.py,0d040089d39f4938ef3f037acdf94c4b68bd4bda023c5ce79b33a4105336e2d6,1224
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\ATMOS_GROUND_BASELINE.json,3072192bab58db61f04afd0208d6c0fcf1346fe869aaf2bbbe7e920a7860f593,11675
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\ATMOS_SOURCE_LAYOUT.png,f1d7f2ba9f9fe393fa120211fe9d4d4d3e800f4a874f5bd4962abce6864f06ea,119367
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\ATMOS_SOURCE_LAYOUT.svg,8d7758e568fe10143f84deced38a4ff20eadcb047cd05b5c28b61a5898b3de84,4433
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\close_propulsion.py,24292e27b831a597eb5fd8c8dd5f8e4661552132190a76888f9523d60d3b87ff,27669
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\CURRENT_V6_MASS_LEDGER.csv,911d2aa599bfe6c284333091d4045632edff6a7d14ae40402621c6b90f4eff8c,419049
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\CURRENT_V6_MASS_LEDGER.json,2ef99f1a17e6f4d762890eeeb7221046ef2ea5878d1e2f557142bb682eb93bd3,5558410
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\download_minimal.py,2ff7957feef89d903aba63071dde1424918b8c6fda19a91140f8afae51e349c2,3068
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\FLIGHT_CANDIDATE_EXTERNAL_ICD.json,481e3b3b88463c5cd207c117934bd8db346c33ef3dc5b7e32e68fe9abc1a75ec,6568
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\make_layout_figure.py,712a15818daf430875fe5ab6f843420180bf42bbdb542b5e18ed6c3f7cb39ab3,3362
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\PROPULSION_REQUIREMENTS.json,a69e27eabf19b8bab07870596c607dfbb64ef0a023cb6b9c0fb5f6fe8cab2a19,33582
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\PROPULSION_REUSE_ZH.md,2d028b83224fceae3cec2891d05e9e8edccc5a67f8b7f729f666b7f407be1075,14162
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\vendor\Seeed_B601_DM_Product_Sheet.pdf,5f2b2c28b100b91cf1e94f9eb052376c621da729787881397b47240ffeca29d2,24435647
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\vendor\Seeed_B601_DM_Product_Sheet.txt,4fdfcb4e05a4a510a95860c36905c5933b124a6c8f939427ae38beeebd52ea15,1889
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\propulsion\vendor\SOURCE.json,b8d6a5b0f15a41fd79b445d636354acf01aa66b4570f53518e03a2ec6555cf2a,589
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\results\PROP_MASS_COVERAGE.json,ce1fc785f1ade11140f417f0a29d4dd14366a2cce8f8640ed3f92c3a3f5168a7,21616
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\results\PROP_REUSE_CLOSURE.json,513fb89404a58cf4522d523959211dc67aed0cb4907f6e06cb8cee7fd37e3b5f,365342
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\atmos\_pages\PX4.md,a12dbbe01f65dab4bb275052be7d42f6e7eceda87b40652c37a520a06472117d,7029
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\atmos\_posts\2024-11-23-avionics.md,20f52a8ef201c841ecf9ba4ed0f6ae30215edfe79ce3f797cafeb52eb59f9515,7448
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\atmos\assets\px4_autopilot\dds_topics.yaml,5103457aee6a0bf381be93ee8481c1d3dc4e5bc9a8eb38f7383d88eebc0785fb,3129
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\atmos\LICENSE,3972dc9744f6499f0f9b2dbf76696f2ae7ad8af9b23dde66d6af86c9dfb36986,35149
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\atmos\README.md,33f471259341d63501ad2e8007011dc459eb20fcd7740f8da833aec444298510,4282
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\atmos_tree.json,14bc7e3365aa97dff826125fa5cd552ca4bd9f5f9f01a39c66afc2f73e17044c,67553
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\boards\px4\fmu-v6x\spacecraft.px4board,3db9aacc513e2b0b0b9369601fda65906d9c3ec839c81a618452596adafb2221,615
F:\China Graduate Future Flight Vehicle Innovation Competition\01_project\competition\SERVICE_ROBOT_MECHANICAL_CONSOLIDATION_20260905\runs\wp09_interfaces_20260907_1525\reuse_closure\sources\atmos_px4\px4\LICENSE,0e31cba0e521c572e59a350286c6d1272abff7a7b6ebecb0e7d9eee6547a2106,1527
