"path","size_bytes","sha256","mtime","role"
"AGENTS.md","13629","3d2269562678641108bcf68b8cda2a4e8359039b44c6d76cc0b668cde71abe84","2026-08-25 17:53:37","root_truth_entry"
"CLAUDE.md","10023","d6cdd83a97755a0c189953bf4b1bebb945ad434c02a61a77816a8e2946d7bd63","2026-08-08 00:07:33","root_entry_hash_mismatch_evidence"
"PROJECT_START_HERE.md","7077","6470407978b943a81736f0daa47544988426d13b7a65e90584422306c5bdcd6e","2026-08-08 20:54:35","root_entry"
"PROJECT_MAP.md","7421","4dcdad08bd7490056a0b0c895d31290df286eb4975e772eddba277fd31df5f80","2026-08-23 17:11:08","navigation"
"MECHANICAL_START_HERE.md","8362","325a74b596f53eed7e245e953b3c004b55a1e6ff67387d5e60899fcdf8a03a04","2026-08-08 23:09:32","domain_entry"
"PROJECT_MODEL_TRUTH_HIERARCHY.yaml","7258","c3a28ee3d796f1a76c8994a42c54cf485637cce79d3f4a0a98dbfeb2919a8b75","2026-08-08 20:08:49","truth_hierarchy"
"PROJECT_CURRENT_STATUS.md","4505","cce6517b4cd5ea017281b2d5a0b4c14711458c64af278f3b17cb339e002ada3d","2026-08-08 23:28:15","status_board"
"01_project/current/README_CURRENT.md","1065","38925c4c7df1f5f3cca13b91e355b5b34b447a581c89b513b5ace2bd5892b35d","2026-08-27 02:35:46","current_navigation"
"01_project/competition/README.md","824","d0feb9da35b1d37dc475180c31484946712315323f24e533f1f9a2ec5c3738b8","2026-08-04 02:57:05","competition_doc_registry"
"01_project/competition/文献查新裁决_claim边界_20260823.md","8296","3be39f02c15ab7783d48e3cdcf58a5d2dd17a461725cf18a2c7048f8d7db3088","2026-08-23 03:21:48","ruling_claim_boundary"
"01_project/competition/Route_C终局Owner系统边界决策包_20260826.md","22969","9e9a4156c80f558513828597b00d03a9c23fc9f98b0a0322309728da317adabb","2026-08-27 00:27:40","ruling_owner_boundary"
"01_project/competition/R2动力学与控制工程闭环阶段裁决_20260827.md","10084","3eed50dd728ea55ce40cd4a2e46d4343d1f17a4c532baca4c469c8b406c08dce","2026-08-27 02:35:11","ruling_stage_closure"
"01_project/competition/R2航空宇航机械与控制预开发阶段裁决_20260827.md","6784","7884373ee9fc5f8a536c653170e3822dc23abe8d68969ebc04173f3068ee1a59","2026-08-27 01:25:54","ruling_predevelopment"
"01_project/competition/研究战略裁决_第二收敛点_20260717.md","11991","ced773571d74141323546090b1594b5bd7135090a583a8fa725f65005a2201d0","2026-08-04 02:57:07","ruling_strategy_historical"
"01_project/competition/sim12_literature_closure.md","19247","67ea28a65be42cbc177944c7638e72f142e2745ab9e026c12669ff853d99b845","2026-08-23 02:53:16","literature_closure"
"01_project/competition/项目现状总览_20260720.md","5193","184cacb060fc23319a835f5a27c19ef97c9a145941b6c5b5f9dbb7372fc5e5fc","2026-08-04 02:57:07","status_overview"
"10_research/contribution_map/README.md","459","c6944e4720396406aed3af8125723318d478159071f3e5efb522ee381efa87a7","2026-08-08 19:11:52","claim_matrix_index"
"10_research/contribution_map/paper1_contribution_map.md","5456","3453adfe30e7e27b067154b54053c00dca2844048f8641fa15731f24d735ca66","2026-08-08 19:11:52","claim_map"
"10_research/contribution_map/claim_evidence_matrix.csv","3251","bdc7905bb98adddd74b3711c0d4309318ba3217c3aff9b35be9283dbf1814591","2026-08-08 19:11:52","claim_matrix"
"40_evidence/tables/paper_claim_evidence_matrix.csv","6235","d7ba7f9c73138b9a99abcc7c326bee1c9c6d9a22c49608c38afc36505e47a1d4","2026-08-04 02:57:17","claim_matrix"
"10_research/framework_convergence/claim_evidence_matrix.csv","17051","7d296e7a243700895916fbccb00ffa7d7c26f22a3a64f073eb20dd154ad5a0f1","2026-08-04 02:57:07","claim_ledger_master"
"10_research/knowledge_base/README.md","3360","b772862f821da976cfae30f7f4c7b7ab210287518815ab6758289afb35238ca5","2026-08-08 00:07:33","navigation"
"10_research/knowledge_base/papers/controller_validation.json","603","ff5f0212047e77f6507fe2e3b8b66342beeb03505cb133376567f85cdf212d9c","2026-08-08 20:46:07","literature_validation_json"
"10_research/on_orbit_assembly/dual_mission_literature_synthesis.md","37156","88118670c35d2f9939f02cde283978ccf6bc96ca77a2810330d170cc01bb662f","2026-08-04 02:57:07","dual_mission_synthesis"
"10_research/on_orbit_assembly/master_plan.md","3906","dea2436daa5e1acdcb043ac56ed4df31d5dcbe107e715e62bdba9903128d2f04","2026-08-04 02:57:07","assembly_master_plan"
"10_research/research_state_v4.md","1178","1bd051d8636814ffd553831a93fd360fd16177bb339bd1adab2ac58447a1d85c","2026-08-08 00:07:33","research_state_pointer"
"PROJECT_ONBOARDING_PACKAGE/01_PROJECT_OVERVIEW.md","11815","a373f13a9d47a433f0b670140cde4aab621a70e07d5207e36890a70df5cf9f28","2026-08-08 00:07:33","onboarding_package"
"PROJECT_ONBOARDING_PACKAGE/README_NEW_MEMBER.md","5628","aa9ff833c3e9db04ac7b9b66a27bbb9102935570ebe57e68c38414c513385d13","2026-08-08 00:07:33","onboarding_package"
"PROJECT_ONBOARDING_PACKAGE/PROJECT_TRUTH_INDEX.json","29465","e348749b952527e9fd220a9d28c7c4bc3b2eb4ba8b39af170fc34e820ee0836b","2026-08-08 00:07:33","onboarding_truth_index"
"PROJECT_ONBOARDING_PACKAGE/PROJECT_TIMELINE.md","16843","c875df1cb6a5d7fc13e8ca0a077db9f88fc5b9b27c919eb99b2c83f39b3dfbb5","2026-08-08 00:07:33","onboarding_timeline"
"30_simulation/sim_12_strategy_feasibility/results/sim_12_gate_check.json","1307","a416c13481119bbdc61764d518a1abebc159a78bbd78fac132803069713dacd8","2026-08-07 23:55:26","gate_json"
"30_simulation/sim_12_strategy_feasibility/docs/strategy_comparison_report.md","2459","5bb7c6a7167710b207980d4b63b6854c18e79c2e0ffba7886251eaf637971b4c","2026-08-04 02:57:17","negative_evidence_doc"
"30_simulation/sim_12_strategy_feasibility/tests/run_all.py","2241","ca6aac8ea41d17ee9c0ef4ed8bce2fd734adc57992d82f661c111ccf9644a693","2026-08-04 02:57:17","preregistration_guard"
"30_simulation/sim_11_coupled_dynamics/README_sim_11.md","3010","d1e7db0e15cee2ca06921e21b25696ed610c412ba6926b685f65bca20cc1ab02","2026-08-04 02:57:16","negative_history_doc"
"30_simulation/e22_r2_full_flex_coupled_diagnostics/results/E22_R2_FULL_FLEX_COUPLED_GATE_V1.json","9374","472ada4a7abf98bbd5f72b0459400704a86faf2b13daccd562025c0cc356aa5e","2026-08-24 01:12:19","gate_json_immutable_hold"
"30_simulation/e15_ancf_certification/results/gate_summary.json","1585","aab4d609e219279c2563c8a38743ac1784bbf16de399d5b8798439b0ac2dca80","2026-08-04 02:57:16","gate_json_immutable_repeat"
"10_research/partner_requirement_closure/wave1_results/wave1_gate_check.json","22560","ef49240d90471f85a6ee9479855077b0b24b90272c38415cfe71aefc3bd80daf","2026-08-07 23:55:26","gate_json_immutable_repeat"
"10_research/partner_requirement_closure/wave1_repeat/wave1_cp6_ruling.md","1828","1eeea3ccffb1e4c379dac829da5555fe24d2af58a339202e030a1be5d754ae92","2026-08-04 02:57:07","pi_ruling_cp6"
"30_simulation/control_01_end_effector_tracking/results/control_01_gate_check.json","16768","ab1fd26978f4250e32e3090a3cd6dc7d41dc1f1b0182861c41ba9af44d0d8f96","2026-08-07 23:55:26","gate_json_immutable_repeat"
"10_research/competition_convergence/competition_gate_check.json","7672","8b3cdbdaa09e9048262888f596bacc5a7ec543af55542256e8bce66de15a6200","2026-08-04 02:57:07","gate_json_competition_demo"
"30_simulation/r2_dynamics_control_system_closure/results/R2_DYNAMICS_CONTROL_SYSTEM_GATE_V1.json","4465","55490805d934a8806e58cda25c398bd15aef49f4624f1f8cc08fcb75f2634b03","2026-08-27 02:35:45","gate_json_joint_system"
