sha256,bytes,path,role
B10972A8FFB01CFA1A99DDEAA9A5A018038E87BE6E649749FDD31B490DF6C308,10529,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR-60_OPTION_A_M01_TRAJECTORY_SCOPE_TEMPLATE.yaml","owner option A scope; request only"
5204219534123076FB32042EA94F117DFDB077A5E27422397DC2F23D251E01AC,8043,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR-60_OPTION_B_INTERNAL_ROUTING_SCOPE_TEMPLATE.yaml","owner option B scope; request only"
09686A33E1FD7984DB041A9E7D4609EF30785C93392B4CCA431701B68B52FA62,25828,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR-60_DECISION_REQUEST.json","machine-readable owner decision request; corrected URDF/mount truth and all execution authority false"
9E9A4156C80F558513828597B00D03A9C23FC9F98B0A0322309728DA317ADABB,22969,"01_project/competition/Route_C终局Owner系统边界决策包_20260826.md","human-readable chief engineer report; dual-digest and frame-bridge corrections distinguished from execution HOLD"
6F8E3BAF38CB69312017B76BAEAB304A84E7B956DE528356831AE378A28A6221,8258,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_QUERY_INFRASTRUCTURE_V1/QUERY_INFRASTRUCTURE_GATE_V1.json","query infrastructure static fixtures gate; method system-binding HOLD and no pair edge or path authority"
F0A3BCA40372E0D515C41DE66F408393C76798C41254E0393C6864F1CA94FD35,3024,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_QUERY_INFRASTRUCTURE_V1/QUERY_INFRASTRUCTURE_SHA256_V1.csv","query infrastructure 15-artifact manifest"
DD6AF0BA650EEA4D1C411F784EEEA2391834E7A7C75AB74B95C7086DE3C20427,1235,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_QUERY_INFRASTRUCTURE_V1/FROZEN_V9F_STATIC_ADAPTER_AUDIT_V1.json","frozen V9F adapter static audit; current geometry not executed"
D93D9710EB1177417565B303138956CC70A41B0373A7148863CDEC6CF9877223,24533,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/SYSTEM_BINDING_READINESS_GATE_V1.json","corrected system binding structural readiness; URDF identity and frame bridge bound; pair edge path release HOLD"
B2A9A2927AE19DA115AA33E21F9C974ECD9F42B57901F322FF8A7D2219304D0D,4294,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/SYSTEM_BINDING_READINESS_SHA256_V1.csv","system binding 18-artifact manifest"
D8B9CEE66BBD1793732F08F8E52C070B91CC5A6FCAAE56820E09E3C13BC81417,13175,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/SYSTEM_PAIR_ORACLE_CONTRACT_V1.json","11175-row discriminated pair oracle contract with numeric firewall"
CA1A741576A90301D77FD684DFA07882FB1AB88A00E927C1381D8709C715A5CD,15414,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/OBJECT_MOTION_BOUND_CONTRACT_V1.json","150-object motion-bound contract; dual digest and confirmed bridge bound; zero current certificates"
FE0051F9F71FEC0683F84B0F1F0854C39FEF425F952C473F3335F265AF56E397,41873,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/build_system_binding_readiness.py","metadata-only deterministic system binding builder with EOL normalization proof"
4A17A1AF74B053C9608BB70F6C6EB2FCE43619C0DB49C2812190F27B3966A6FE,17039,"20_engineering/MECHANICAL_ENGINEERING_RELEASE_R2/_work/odr/ODR60_OPTION_A_SYSTEM_BINDING_CONTRACT_V1/test_system_binding_readiness.py","30-test structural and numeric fail-closed suite"
