path,size_bytes,sha256,mtime,role
.codex/AGENTS.md,4674,af8f80d70b3eb147ad223ab387122681ff3177961611bf281598485eef9c5aad,2026-08-07T15:07:33Z,codex_master_controller
.codex/agents/ground-experiment-agent.md,843,071e7bdbd409b75da48ce10699417f3047ae64f24ca3a1af695ca4d4a3104923,2026-08-03T17:57:05Z,ground_experiment_planning_agent_card
.codex/agents/space-embodied-intelligence-research-agent.md,2818,5d8780878956230f4097169650d9978f8be63b46815a5277a49d84b2a7242b9f,2026-08-07T15:07:33Z,agent_role_contract_governance_only
.codex/agents/space-embodied-intelligence-research-agent.toml,884,58432426011a76293533498558375e9e596556ba7f54cfc5e0e81136474d9a69,2026-08-22T12:09:54Z,agent_definition_governance_only
.codex/skills/paper-knowledge-orchestrator/SKILL.md,6160,ca0987b1859550d71f8fd90cf4b3cd915cd0c4d340bcd479fda1f50c5e80d889,2026-08-08 00:07:33 +0900,skill_verdict_token_definition_only
01_project/competition/R2动力学与控制工程闭环阶段裁决_20260827.md,10084,3eed50dd728ea55ce40cd4a2e46d4343d1f17a4c532baca4c469c8b406c08dce,2026-08-27 02:35:11 +0900,最新父级裁决（本域最高权威）
01_project/competition/R2航空宇航机械与控制预开发阶段裁决_20260827.md,6784,7884373ee9fc5f8a536c653170e3822dc23abe8d68969ebc04173f3068ee1a59,2026-08-27 01:25:54 +0900,latest_ruling_20260827
01_project/competition/README.md,824,d0feb9da35b1d37dc475180c31484946712315323f24e533f1f9a2ec5c3738b8,2026-08-04 02:57:05,competition_doc_registry
01_project/competition/Route_C_V9F终局机械设计与后续仿真入口裁决_20260826.md,14999,2ceb3ebef01c0db12235059c9612114f947d89e4c33bbc5d5a72fb3de6a0c051,2026-08-26 20:47:45 +0900,engineering_ruling_doc_v9f
01_project/competition/Route_C终局Owner系统边界决策包_20260826.md,22969,9e9a4156c80f558513828597b00d03a9c23fc9f98b0a0322309728da317adabb,2026-08-27 00:27:40 +0900,engineering_ruling_doc_odr60
01_project/competition/archive/项目现状总览_20260715.md,14939,e65cf431ba0024bbb10ff4a75ab686452173dadfbdb6dc424a42c238dec0436b,2026-08-04 02:57:07 +0900,archived_format_description_not_current
01_project/competition/sim12_literature_closure.md,19247,67ea28a65be42cbc177944c7638e72f142e2745ab9e026c12669ff853d99b845,2026-08-23 02:53:16,literature_closure
01_project/competition/文献查新裁决_claim边界_20260823.md,8296,3be39f02c15ab7783d48e3cdcf58a5d2dd17a461725cf18a2c7048f8d7db3088,2026-08-23 03:21:48,ruling_claim_boundary
01_project/competition/机械LoopEngineering_RouteC与Sim13重绑定裁决_20260823.md,6891,6c11b0eda639c335690f7f7eb1304831b6bc51a9b2e0504f758ba6dd9ac7e46a,2026-08-23 12:49:07 +0900,engineering_ruling_doc_rebind
01_project/competition/机械终局LoopEngineering进展裁决_20260824.md,88819,88d12243a5b67a4b4f1e118a04fc0b68d5b9a9e9f76bdaea1ebe490f4de62b45,2026-08-25 13:08:58 +0900,engineering_ruling_doc_progress
01_project/competition/研究战略裁决_第二收敛点_20260717.md,11991,ced773571d74141323546090b1594b5bd7135090a583a8fa725f65005a2201d0,2026-08-04 02:57:07,ruling_strategy_historical
01_project/competition/项目现状总览_20260720.md,5193,184cacb060fc23319a835f5a27c19ef97c9a145941b6c5b5f9dbb7372fc5e5fc,2026-08-04 02:57:07 +0900,current_project_overview
01_project/current/ACTIVE_WORK_REGISTER_V1.csv,628,d915d6c969d7b331b63e978da4045733f53064ef45e4fbfb78385484c0c3e33e,2026-08-27 02:35:46 +0900,active_work_register
01_project/current/CURRENT_GATE_MATRIX_V1.csv,8974,824cdcfd1f53db245587ae1d36952dc5566df2c4db199dd01798d13e43c90bc6,2026-08-27T02:35:46+09:00,gate_matrix_index(rows sim13_preexecution/sim13_20_of_20/sim13_post_terminal_addendum/r2_dynamics_control_system)
01_project/current/CURRENT_RELEASE_POINTERS_V1.yaml,1515,59bd688a9bc156a378c66c6f6987c76fee005d9ce6e2cd9826de4cae7253acb8,2026-08-27 02:35:46 +0900,current_release_pointers
01_project/current/DELETE_CANDIDATES_V1.csv,177,28340eb73a474cd7b4329f7dcec50ad44feef3cd31596ca9fc148f5e76b03712,2026-08-27 02:35:46 +0900,delete_candidates_empty
01_project/current/HOLD_AND_NEGATIVE_RESULTS_V1.csv,1540,667dd3bd8a83c14f611bc9ac411f3753d1496832c91d2b500356a8ac6a134c37,2026-08-27 02:35:46 +0900,hold_negative_register
01_project/current/PROJECT_CURRENT_AUTHORITY_V1.yaml,15411,9789c1a6f693f265f5dc40fecdef91c02a23c84a1dc3e8676b18acad948c2111,2026-08-27T02:35:46+09:00,current_authority_index
01_project/current/README_CURRENT.md,1065,38925c4c7df1f5f3cca13b91e355b5b34b447a581c89b513b5ace2bd5892b35d,2026-08-27 02:35:46 +0900,navigation_current
01_project/current/REFERENCE_GRAPH_V1.json,13692,035dc33414bca528ffce411fa0b48c7a607cd6ee95f3c2f81ec464181c8dbebc,2026-08-27 02:35:46 +0900,reference_graph_navigation
01_project/current/RETIREMENT_CANDIDATES_V1.csv,669,40398d77af5a7d4f7cd6c56c12981aec250a7d9fc1ea437be5e2c8f3802bcc76,2026-08-27 02:35:46 +0900,retirement_candidates
01_project/current/SUPERSEDED_ASSET_REGISTER_V1.csv,807,0b292e51cc3704d7d0b66791831b25b07a0e4806e99b8390d589762541dedfca,2026-08-27 02:35:46 +0900,superseded_register
01_project/inbox/README.md,1235,72302e4a3a94b96cfda0165cf7301867654bf79f379a4a143790f0cdd6ce131d,2026-08-04 02:57:07 +0900,inbox_rules
01_project/inbox/source_manifest.csv,387,7d1d733eb7923585d86bdb63d0c1f8ca99471c12c3df2d1ae7215c4eb8f5f320,2026-08-04 02:57:07 +0900,inbox_manifest
10_research/00_project_architecture/digital_twin_plan.md,10046,64e88a4db0c6650c5d8ac76c6ab961c571fc3b6d3266dfeef476fd9c6ec8c67a,2026-08-03T17:57:07Z,architecture_freeze_dt_maturity
10_research/00_project_architecture/simulation_scenario_map.md,12785,a5e04c8ac77c75e371b3b9ca29ff32a524cf2c9979d94491c3d7658e70d7878d,2026-08-04 02:57:07,frozen_scenario_map
10_research/competition_convergence/competition_claim_evidence_matrix.csv,7570,10c8d503c55e7ca1a996128c738844610ac2065f2e07a1149617d5234f3c7c65,2026-08-03T17:57:07Z,claim_evidence_matrix
10_research/competition_convergence/competition_execution_report.md,8592,dc8f052689559bb02e9f940f6b79d50cad6cdbaa16b2fbc01e305dfc96ebcf15,2026-08-04 02:57:07 +0900,competition_demo_execution_report
10_research/competition_convergence/competition_gate_check.json,7672,8b3cdbdaa09e9048262888f596bacc5a7ec543af55542256e8bce66de15a6200,2026-08-04 02:57:07 +0900,COMPETITION_DEMO_READY 17/17 离线演示 Gate
10_research/competition_convergence/hardware_component_plan.md,42485,8d4efc4963a47231d454e3d073853835fd879d2afca2f9cfee78cd5da6eefac6,2026-08-03T17:57:07Z,h0_h1_h2_frozen_plan_not_executed
10_research/competition_convergence/mission_demo_contract.yaml,13029,28cdc815093e86f279e3ab990f98cf0404ec66d73d57c718709815f517805659,2026-08-03T17:57:07Z,demo_contract_dt2_scope
10_research/contribution_map/README.md,459,c6944e4720396406aed3af8125723318d478159071f3e5efb522ee381efa87a7,2026-08-08 19:11:52,claim_matrix_index
10_research/contribution_map/claim_evidence_matrix.csv,3251,bdc7905bb98adddd74b3711c0d4309318ba3217c3aff9b35be9283dbf1814591,2026-08-08 19:11:52,claim_matrix
10_research/contribution_map/paper1_contribution_map.md,5456,3453adfe30e7e27b067154b54053c00dca2844048f8641fa15731f24d735ca66,2026-08-08 19:11:52,claim_map
10_research/framework_convergence/claim_evidence_matrix.csv,17051,7d296e7a243700895916fbccb00ffa7d7c26f22a3a64f073eb20dd154ad5a0f1,2026-08-04 02:57:07,claim_ledger_master
10_research/framework_convergence/numerical_twin_status.md,5920,bf783ca9dd8bad979c3ba641c0a8e285f51081a3ca26d10cab27fb64063d3354,2026-08-04T02:57:07+09:00,dt2_dt3_dt4_maturity_ruling
10_research/knowledge_base/README.md,3360,b772862f821da976cfae30f7f4c7b7ab210287518815ab6758289afb35238ca5,2026-08-08 00:07:33,navigation
10_research/knowledge_base/aerospace/embodied_robotics.md,1965,29d0863415d71795719d6b92c317be5b94d6a0c714446c845758e2a5fe74e5b9,2026-08-03T17:57:07Z,knowledge_boundary_note
