b5baf9a6b08cec99627afa60bd31aec21f30fcc5cdf1f758500ed83a927bb971 *00_READ_FIRST.md
924739f14e0c5ca766a708d49ea61af843605cfa4d8a6e980cc1a5b0a29eb0f7 *01_REPOSITORY_AND_SECURITY_SNAPSHOT.json
b2fadf0bc501f43f4b2177e6fb2bd0ce083184e081d285b0ebab2fbe49b86213 *02_CURRENT_AUTHORITY_SELECTION.json
abc7202e8e34705467b2c0f351931ac308ce5ba86e7713cdd1cc9ccb64f3c2ea *03_CURRENT_GATE_MATRIX.csv
5a50f77dacd992c03d80c1df65de53045157e90c54d35d7b7f2a315a44ae06d0 *04_COMPETITION_REQUIREMENTS_MATRIX.csv
c58a4aff5c79764868db22f27d7814969b5a49d139d51ea9891a0e9438d647d2 *05_RESEARCH_GAP_MATRIX.csv
7aed53ed069c31bfc89aa6ddf8f02f9a262eed45b97cabfed33868a65b68e94d *06_CLAIM_EVIDENCE_MATRIX.csv
226492f68b626b88af176863f3cff8ffbe313a52a30c9d5724a320d2525d6f5e *07_NEGATIVE_RESULT_REGISTER.csv
09549074706af1fa19af7db6a350e1e62b2ba2e73f6b4eb73d88f701b7a4d171 *08_FORMAL_RELEASE_BLOCKERS.csv
da179bf726fed1152fafa56719b997e870e9bcf3a04b3948a4f190043921b491 *09_COMPETITION_DECISION_MEMO.md
784c4c4a8d39899d4b644817f66fa139a163e3c33fccc6421d8763cfe34db464 *10_FIVE_DAY_CLOSEOUT_PLAN.md
bf515a11259b8fecd73c4b0f12ea92558ac528384154b1a2918bc87b63db666d *11_OWNER_ACTIONS_REQUIRED.md
5f51f23ae2860286e2c2f68d7f4f4d0b1e39f6f7da7ccda9e48288cca6c27a78 *12_SUBMISSION_PACKAGE_CHECKLIST.md
7eaaf566cdccec869d9889d593c236f937dcadfa4f1f4f389eddf660f86d75ff *13_TITLE_AND_CLAIM_CEILING.md
8e42b97c325d6fed92bed8c6ac0fdb65584e3e29530b98e3b1d18921d00ce0ee *14_CURRENT_STATE_DELTA_20260827.md
4d0063e59839fccac14868708d775b496c13bf3fe83c4a4335e73600ac027190 *15_SOURCE_AND_HASH_MANIFEST.csv
