"relative_path","bytes","sha256"
"01_whole_vehicle_isometric.bmp","5940054","a052aad67277c8fb8f881610f269cc7194004b3854ef6dc70aef0f53446f7671"
"02a_front_orthographic.bmp","5940054","48b141e770e7dbc71a15891cad1da968eea75532aac4ceee0a34120f8a4ebf23"
"02b_top_orthographic.bmp","5940054","0076ba57a99334fd3ef140524473b7cf16745044c60a5b5c4434141650c45a40"
"02c_side_orthographic.bmp","5940054","d2dbdb0a8365ac6622e14422ea07bc415e419cd0c880032e6b83b218f9f12c1c"
"03_exploded_hierarchy_review.bmp","5940054","75e8362e90b5e6e3faae44d3e2d4756e5c4b763b030c573a6b2d0e22970afa1e"
"04_three_bay_cutaway_review.bmp","5940054","1a0aeace0ed6039d8704944363871c03a1e8fc94c27072f6d83306b8f9cbc297"
"05_B601_mount_adapter_local.bmp","5940054","da07c04e8972dd2f94b51ae7d04d3f5e722065f0a87d99e8cdf79df547300daf"
"06_B601_link_joint_frame_q0.bmp","5940054","0fa52f9530558f71389f4ecfa333cb65eecb5412cd2bba78764465acbfc71f48"
"07_solar_wings_deployed_reference.bmp","5940054","0dc1329ae69440def285ecb2adf8a0a4a95ef3a1dae18343ec6196476f4d3661"
"08_safe_display_proposal.bmp","5940054","d079b644740742d7105015161214b4c3900b4ebdbd3ecfe1e3ec83f3fc6a0ce7"
"09_evidence_state_colored_isometric.bmp","5940054","d12c2e0d31ff53d2d7aff8a0f804df79d5f06d94ff33776d2fc9a9e724921bb5"
"10_independent_target_scene.bmp","5940054","5242145ac90635186cc139c8c18b0bc2e501b6d64d35e6317dbeb601a3bf9416"
"annotated/01_whole_vehicle_isometric_annotated.png","375756","40c4d6802d101612fa2bb42f7ee93a5d5281b88d9e73ade413f8c5c11d26913c"
"annotated/02a_front_orthographic_annotated.png","177576","9fe7491047c2f08641c0a8156b44ac781a451603e1296a0efa94cb0764ad467d"
"annotated/02b_top_orthographic_annotated.png","276984","376bfabf98d27e5021a029090821611b43447d3817b426d0c395dc0a29b3cbe4"
"annotated/02c_side_orthographic_annotated.png","195517","03a3b453296c818e1b29dfa1e4a673eb193f78899535094ec5f4879b2a6e5ac1"
"annotated/03_exploded_hierarchy_review_annotated.png","284723","1a1d89b62882c520233c04fc8968cccfc537956372cfaf6754f3309c6d677863"
"annotated/04_three_bay_cutaway_review_annotated.png","372322","b8c816750b564b89fc813927859d0a3bf510c76945ee703ab518d8ca6b9e2a4f"
"annotated/05_B601_mount_adapter_local_annotated.png","214749","d4fc415bae590a0a41081166a1260bdfde4ea1a1f46683be214384586deb9f34"
"annotated/06_B601_link_joint_frame_q0_annotated.png","440233","4558bd71ad44d0aaf85b90b9dc758c15d6de04523881e34860333089497d47bf"
"annotated/07_solar_wings_deployed_reference_annotated.png","295623","e1f7bf9d7f1ed8cc5c45b8afff5a7ed24b674648bfe3589dd4c73a802e098832"
"annotated/08_safe_display_proposal_annotated.png","436512","a673c5c357ad5d4a76a6737040712c75eeeeb04dad12e46809a436b196d42295"
"annotated/09_evidence_state_colored_isometric_annotated.png","347194","2f3c40605c76e46166ec6dc2c464621b28c0f305bc4405cdfc879bd29ceb3e5f"
"annotated/10_independent_target_scene_annotated.png","353807","750f208a31ffe805d5612adc27efa14c705b418e888cc2fcef71b45218e0530a"
"annotated_review_view_manifest.csv","3565","3871c2241fecbafdf2bc3c413dcc9a76332f07151e2e6392ed107954eb0080fb"
"annotated_view_generation.log","107","df0d2d3e05138fbd6b0177095d92eaa17fb44619ba1488f075bb37e30917bb32"
"assembly_component_inventory.csv","23597","a98b6203bc99b6140d4d690830bba079fb27a1c9980288f2a7c9d957cfc0d290"
"builder_failure.log","931","11c0b50642fa50d1f6255513b0639918605dbdc54ab908104ad78e792d6207c7"
"builder_failure_superseded.md","565","f0dc0147c8a74a2b2c96c55cb75ca28e0d666ff9a9b3532c471a84df88d32797"
"inventory_export.log","219","b3b4329bdc25092848e43160e40ad83ac665aee7de589a096fc16f847c055779"
"inventory_validation.json","718","b7b3be5d19827d80b34f077619ca28442af9456ca675949e79e666681409d065"
"native_build.log","524","8fe700dafdd83a19d4044385ce593d1a7af3de32305bb1e72fbbc7703d187e5f"
"native_component_manifest.csv","4212","3dee1fbacc6ac476bd2e9e56ee1bdc62a4c8efa7b2b8375bc6764460ad3fdaa2"
"native_document_inventory.csv","21233","43fcbe22b07b2924fee994183dc3bfdcc599b9c48a0350d7e145e6ccbe6895d5"
"native_feature_inventory.csv","87755","7831772282626b5d2ebacbbe472c9141539dc9f8042794d04d97577881e8047b"
"native_inspection.json","31280","13aaafaffc8e34895432b4be16098936eaa2446ed275ba450fffc01a6a4923d0"
"native_inspection.log","23776","40929fcc51a3c1965c94f7b4c6e5fbf21dec6adac9f322b8d529f6370dde2173"
"native_property_inventory.csv","211012","dab2a366a24abac19f00301cfb8381126084cb93433f3d2cc4e95caa74d5aa35"
"resume_after_tool_timeout.marker","334","d0bc85559ce71c66116ac7a3cb7fafece8b26edfb63df07e8c6297808021c330"
"review_view_hash_manifest.csv","1271","c5dee1796e75080eb9c119d6a4adfe811fb0fb1d05f4f9aa8ed6aced6e066eaa"
"review_view_manifest.csv","1847","763db114797851923b4a8b0d186c49e24141b5f98a0cfa809481e0d21b66734a"
"static_interference_scope_and_limit.md","551","52fb732023ee717c68a495e237559367fb3361a0a5bbaa65f66e20674f721ab4"
"view_refinement.log","675","40e564ced0cbff71259253aafcff6a0cc5acb7382378e9a68ca1d1c2fe9f88d7"
