relative_path,object_id,property_name,raw_value,resolved_value
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","BLOCKED_CONSUMERS","URDF|DYNAMICS|CONTACT|FLIGHT","URDF|DYNAMICS|CONTACT|FLIGHT"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","CLAIM_LIMIT","geometry_and_frame_reference_only","geometry_and_frame_reference_only"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","CREATED_ON","2026-07-23","2026-07-23"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","DESIGN_CLASS","ENGINEERING_VISUAL_ONLY","ENGINEERING_VISUAL_ONLY"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","EVIDENCE_STATE","EVIDENCE_BOUND","EVIDENCE_BOUND"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","EXECUTION_AUTHORITY","FALSE","FALSE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","FRAME_ID","S","S"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","MANUFACTURING_AUTHORITY","FALSE","FALSE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","MASS_CONTRIBUTION","FALSE_CAD_VISUAL_ONLY","FALSE_CAD_VISUAL_ONLY"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","MASS_OWNER","NONE_VISUAL_ONLY","NONE_VISUAL_ONLY"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","NO_DYNAMICS_USE","TRUE","TRUE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","OBJECT_ID","master_skeleton_v1_0","master_skeleton_v1_0"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","PARENT_ID","NONE","NONE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","PROFILE","COMPETITION_DISPLAY_V0","COMPETITION_DISPLAY_V0"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","REPRESENTATION_LAYER","REF_EVIDENCE","REF_EVIDENCE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","SEMANTIC_ROLE","MASTER_GEOMETRY_AND_FRAME_CONTRACT","MASTER_GEOMETRY_AND_FRAME_CONTRACT"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","SENSOR_RESERVED_PLACEMENT","DESIGN_PROPOSAL","DESIGN_PROPOSAL"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","SOURCE_REFERENCE","10_research/space_embodied_robotics/comp_prot_03_a3_geometry_only/frame_export_v0_1.yaml","10_research/space_embodied_robotics/comp_prot_03_a3_geometry_only/frame_export_v0_1.yaml"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","SOURCE_SHA256","7e45a28f5df85fee41141ad6bff8f3d78a4a2d69ceb187f341b6d4f0c4e493f4","7e45a28f5df85fee41141ad6bff8f3d78a4a2d69ceb187f341b6d4f0c4e493f4"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","STATUS","ENGINEERING_VISUAL","ENGINEERING_VISUAL"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","TARGET_INCLUDED","FALSE","FALSE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","TCP_CONTACT_SPATIAL_FEATURE","ABSENT","ABSENT"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","T_E_TCP","UNKNOWN_DISABLED","UNKNOWN_DISABLED"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","T_MA0","IDENTITY_GEOMETRY_ONLY","IDENTITY_GEOMETRY_ONLY"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","T_SB","UNKNOWN_DISABLED","UNKNOWN_DISABLED"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","T_SM","[185.25,0,0]mm;RY(+90deg)","[185.25,0,0]mm;RY(+90deg)"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","VENDOR_STEP_USED","FALSE","FALSE"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","主管设计","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","主管设计日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","代号","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","审定","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","审定日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","审核","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","审核日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","工艺审查","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","工艺审查日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","批准","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","批准日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","替代","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","材料","""SW-材质@SER_Master_Skeleton_V1_0.SLDPRT""","6061-T6 (SS)"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","标准审查","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","标准审查日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","校对","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","校对日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","校核","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","校核日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","版本","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","物料编号","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","设计","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","设计日期","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","质量","""SW-质量@SER_Master_Skeleton_V1_0.SLDPRT""","0.00"
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","阶段标记A","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","阶段标记B","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","阶段标记S","",""
"00_Master_Skeleton/SER_Master_Skeleton_V1_0.SLDPRT","master_skeleton_v1_0","零件名","",""
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","BAY_HIERARCHY","FRONT|MIDDLE|REAR","FRONT|MIDDLE|REAR"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","BLOCKED_CONSUMERS","FEA|DYNAMICS|MANUFACTURING|FLIGHT","FEA|DYNAMICS|MANUFACTURING|FLIGHT"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","CLAIM_LIMIT","engineering_visual_only","engineering_visual_only"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","CREATED_ON","2026-07-23","2026-07-23"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","DESIGN_CLASS","ENGINEERING_VISUAL_ONLY","ENGINEERING_VISUAL_ONLY"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","EVIDENCE_STATE","DESIGN_PROPOSAL","DESIGN_PROPOSAL"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","EXECUTION_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","FRAME_ID","S","S"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","MANUFACTURING_AUTHORITY","FALSE","FALSE"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","MASS_CONTRIBUTION","FALSE_CAD_VISUAL_ONLY","FALSE_CAD_VISUAL_ONLY"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","MASS_OWNER","NONE_VISUAL_ONLY","NONE_VISUAL_ONLY"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","NO_DYNAMICS_USE","TRUE","TRUE"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","OBJECT_ID","primary_structure","primary_structure"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","PARENT_ID","space_embodied_robot_v1_0","space_embodied_robot_v1_0"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","PROFILE","COMPETITION_DISPLAY_V0","COMPETITION_DISPLAY_V0"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","REPRESENTATION_LAYER","VISUAL_SHELL","VISUAL_SHELL"
"01_Primary_Structure/12U_Structured_Bus_Visual.SLDASM","primary_structure","SEMANTIC_ROLE","STRUCTURED_12U_BUS_ASSEMBLY","STRUCTURED_12U_BUS_ASSEMBLY"
