path,bytes,sha256
AUTHORITY_SNAPSHOT.json,5170,136a02b1cb0370dd15acb5be807600bf56a707956b9024c8780fc106c9ad3c15
ENVIRONMENT.json,1380,7e4c4d437d5e9fb1b8a30c67548085ce20b5db2f8f47513e1f13d3bc93c72739
GIT_RUNTIME_RECORD.json,842367,85fee41025e4c2e5d2fc587ee58a681213eae5ffb62c55a2e44ca505a353a62d
INPUT_HASHES.csv,4568,902da93ecebdc7863bdd731fe63baaa92e462d99700e00d093b185d9fe85268a
INVOCATION.json,471,6d0afc8ae333910bdc42053349368e650c768a07b83e72496a7c7faeb99ce124
RESOLVED_RUN_CONFIG.yaml,10881,d181cdb602911e0942ed3889b2951717628cc20f7194550b39191a3c3faef014
RUN_STARTED.json,465,ca57aa177a26427738a2f7c7cc06c102bb6727fb7def316b42422f49a10daa50
SOURCE_HASH_MANIFEST.csv,3867,33a19889b2b2fb778b79a1c528f1aa5c6e063886782a230cd78c4ca2dbd3e87d
SOURCE_HASH_MANIFEST.json,5784,302154faf39cfca5aa60a1dce1908dd1c9d105a2550699eda94a692986c2babb
SOURCE_SNAPSHOT_MANIFEST.csv,6357,cfda88ebf6b6057ef526d341247668afdd093476aa4bc0f08f7f21d886b44d21
dataset/DATASET_MANIFEST.json,6783,ea521135fdce8ebba60976f3004b0031a79111c830ce2bfcedf5f55eba782b82
episodes/R5-S02-C01-D01/AUTHORITY_SNAPSHOT.json,5170,136a02b1cb0370dd15acb5be807600bf56a707956b9024c8780fc106c9ad3c15
episodes/R5-S02-C01-D01/CONTROLLER_SNAPSHOT.json,854,3a2dbd211dccf3f95b650988976e7103e0e8d38370d2923cbd058920d98dbfcb
episodes/R5-S02-C01-D01/CONTROLLER_TIMESERIES.parquet,8474,d39373f9a732e8d1748596352414db83f8cbf52ee7025f567b0c152cc1268859
episodes/R5-S02-C01-D01/CONVERGENCE_RESULT.json,784,31d6698e0cb3b72f7ad80c8f93547e2c7f10557cdca213da722263ef28316142
episodes/R5-S02-C01-D01/ENVIRONMENT.json,1380,7e4c4d437d5e9fb1b8a30c67548085ce20b5db2f8f47513e1f13d3bc93c72739
episodes/R5-S02-C01-D01/EVENTS.jsonl,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
episodes/R5-S02-C01-D01/EVENT_MONITOR_STATUS.json,147,2eb154c20e3f77fe9f96430211c697cc8462d238f206e91a282e9592619a5463
episodes/R5-S02-C01-D01/FAILURE_CONTEXT.json,52,18fe326165887fedcb5fdaef192d9b80b7b79546a3992ca6902b3d531ead3ae5
episodes/R5-S02-C01-D01/GATE_RESULT.json,1683,21b896f0fcf958a99c08e97cf84dd0b5875545918f0771524ab41012bd82c1e0
episodes/R5-S02-C01-D01/HASH_MANIFEST.csv,1743,84c916dd3f368625ad90435ffa408377026b80064201e3677cf69fe18b03fb93
episodes/R5-S02-C01-D01/INPUT_HASHES.csv,5413,b529a62268e601dcebd8b6d3191776f80699399cf7f23e83d46c33578fbba8d5
episodes/R5-S02-C01-D01/METRICS.json,1672,7e957ad96a2ff8ae9126a0ef548c09fd37f14723a470284dbd6ab2c55b089ec5
episodes/R5-S02-C01-D01/MOMENTUM_LEDGER_CONTRACT.json,3647,2fb6a334865a0bd1cc01decaedf8239fd09644d9eb58d96059a0d71183b66432
episodes/R5-S02-C01-D01/RESOLVED_CONFIG.yaml,2604,dae95b8728386e22a030d2f6d25342d99e4633f2aada5ac6fa9b1218e3d14308
episodes/R5-S02-C01-D01/RUN_MANIFEST.json,422235,f99dfafc98aa9ceee386674643deb96ec7229b3024dbaf33114996290bb9f177
episodes/R5-S02-C01-D01/SAFETY_DECISION.json,107,32966b2f200d889b1fa2eeaf98e2d1008c8c2e2be843348856316f18233cc892
episodes/R5-S02-C01-D01/SAFE_SNAPSHOT.json,2114,9816d28d0595db757509a56fdca0c912d465434fb73488bdf6cc9a69a8b47758
episodes/R5-S02-C01-D01/SOURCE_HASHES.csv,3867,33a19889b2b2fb778b79a1c528f1aa5c6e063886782a230cd78c4ca2dbd3e87d
episodes/R5-S02-C01-D01/STDOUT.log,67,47ff40d5ee55782c0b7ecb0130e8bb002ba09ffe67c94450336dce1e755ed50c
episodes/R5-S02-C01-D01/TIMESERIES.parquet,213537,02b6243912ead421b8c46f3c6ebcc491ca7724bd934b0884dbdea5c6d70964e2
episodes/R5-S02-C01-D01/TORQUE_TIMESERIES.parquet,8474,d39373f9a732e8d1748596352414db83f8cbf52ee7025f567b0c152cc1268859
episodes/R5-S02-C01-D02/AUTHORITY_SNAPSHOT.json,5170,136a02b1cb0370dd15acb5be807600bf56a707956b9024c8780fc106c9ad3c15
episodes/R5-S02-C01-D02/CONTROLLER_SNAPSHOT.json,854,3a2dbd211dccf3f95b650988976e7103e0e8d38370d2923cbd058920d98dbfcb
episodes/R5-S02-C01-D02/CONTROLLER_TIMESERIES.parquet,8228,1713b9863f7acabab9e564650091061144090ad4d51c492be031e3d60aeceaa6
episodes/R5-S02-C01-D02/CONVERGENCE_RESULT.json,784,31d6698e0cb3b72f7ad80c8f93547e2c7f10557cdca213da722263ef28316142
episodes/R5-S02-C01-D02/ENVIRONMENT.json,1380,7e4c4d437d5e9fb1b8a30c67548085ce20b5db2f8f47513e1f13d3bc93c72739
episodes/R5-S02-C01-D02/EVENTS.jsonl,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
episodes/R5-S02-C01-D02/EVENT_MONITOR_STATUS.json,147,2eb154c20e3f77fe9f96430211c697cc8462d238f206e91a282e9592619a5463
episodes/R5-S02-C01-D02/FAILURE_CONTEXT.json,52,18fe326165887fedcb5fdaef192d9b80b7b79546a3992ca6902b3d531ead3ae5
episodes/R5-S02-C01-D02/GATE_RESULT.json,1683,21b896f0fcf958a99c08e97cf84dd0b5875545918f0771524ab41012bd82c1e0
episodes/R5-S02-C01-D02/HASH_MANIFEST.csv,1743,f675efcce0cb394f2df5b044236381b4da52eb515aba7dd0301834988056bc7d
episodes/R5-S02-C01-D02/INPUT_HASHES.csv,5413,06b9ce4a647cf39276e29d3e644eede13bfe5f0de1af7cee4fc266ae0a670106
episodes/R5-S02-C01-D02/METRICS.json,1670,b7b42c972aa65a8770b8349a6af0bd4d526f978a0cde89e8e966aff092da5254
episodes/R5-S02-C01-D02/MOMENTUM_LEDGER_CONTRACT.json,3647,2fb6a334865a0bd1cc01decaedf8239fd09644d9eb58d96059a0d71183b66432
episodes/R5-S02-C01-D02/RESOLVED_CONFIG.yaml,2604,c54b3a6765be96f443616a5ff0d8c2a38fca222da4f3856ddcf2b77854b2993d
episodes/R5-S02-C01-D02/RUN_MANIFEST.json,422235,e439a3c3ae8b40edbe03f51510f8be4aa2ee284a4fafb5a9fe8e415421500825
episodes/R5-S02-C01-D02/SAFETY_DECISION.json,107,32966b2f200d889b1fa2eeaf98e2d1008c8c2e2be843348856316f18233cc892
episodes/R5-S02-C01-D02/SAFE_SNAPSHOT.json,2114,9816d28d0595db757509a56fdca0c912d465434fb73488bdf6cc9a69a8b47758
episodes/R5-S02-C01-D02/SOURCE_HASHES.csv,3867,33a19889b2b2fb778b79a1c528f1aa5c6e063886782a230cd78c4ca2dbd3e87d
episodes/R5-S02-C01-D02/STDOUT.log,67,ef65d004a484297b89e911a0a75eb816f63bdaa32a2d9bccb866067490cb517d
episodes/R5-S02-C01-D02/TIMESERIES.parquet,206313,fd2c6c134b9666412bb4bc14d0f304a74fa56bc22a9d2e6c0a4d684ec454d579
episodes/R5-S02-C01-D02/TORQUE_TIMESERIES.parquet,8228,1713b9863f7acabab9e564650091061144090ad4d51c492be031e3d60aeceaa6
episodes/R5-S02-C01-D03/AUTHORITY_SNAPSHOT.json,5170,136a02b1cb0370dd15acb5be807600bf56a707956b9024c8780fc106c9ad3c15
episodes/R5-S02-C01-D03/CONTROLLER_SNAPSHOT.json,854,3a2dbd211dccf3f95b650988976e7103e0e8d38370d2923cbd058920d98dbfcb
episodes/R5-S02-C01-D03/CONTROLLER_TIMESERIES.parquet,8228,cc41e97a74da69a8c50d3c11fd38cd508a4594f0b9a6072022d2c84ae0c58277
episodes/R5-S02-C01-D03/CONVERGENCE_RESULT.json,784,31d6698e0cb3b72f7ad80c8f93547e2c7f10557cdca213da722263ef28316142
episodes/R5-S02-C01-D03/ENVIRONMENT.json,1380,7e4c4d437d5e9fb1b8a30c67548085ce20b5db2f8f47513e1f13d3bc93c72739
episodes/R5-S02-C01-D03/EVENTS.jsonl,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
episodes/R5-S02-C01-D03/EVENT_MONITOR_STATUS.json,147,2eb154c20e3f77fe9f96430211c697cc8462d238f206e91a282e9592619a5463
episodes/R5-S02-C01-D03/FAILURE_CONTEXT.json,52,18fe326165887fedcb5fdaef192d9b80b7b79546a3992ca6902b3d531ead3ae5
episodes/R5-S02-C01-D03/GATE_RESULT.json,1683,21b896f0fcf958a99c08e97cf84dd0b5875545918f0771524ab41012bd82c1e0
episodes/R5-S02-C01-D03/HASH_MANIFEST.csv,1743,98b5232112d4a1a2acd1fd94031840ad67dfcc0db15342fb88565ab35ee07fc0
episodes/R5-S02-C01-D03/INPUT_HASHES.csv,5413,6ed76070ccb7621cb97b3720f563690109cb4d2f46584a632ea5f1c8dbdb6745
episodes/R5-S02-C01-D03/METRICS.json,1674,9a4c53f9f41333c5931b28523e265b9087626bedadf4f05d481bc9ad5684c33a
episodes/R5-S02-C01-D03/MOMENTUM_LEDGER_CONTRACT.json,3647,2fb6a334865a0bd1cc01decaedf8239fd09644d9eb58d96059a0d71183b66432
episodes/R5-S02-C01-D03/RESOLVED_CONFIG.yaml,2604,596a0e2fca372cdc71e959f68e9b3f98fbc43ab4d5bbbc3239880e9a164d29c6
episodes/R5-S02-C01-D03/RUN_MANIFEST.json,422235,cf10aff4a4ad71cb01e620803a5fc322ecb93f66f1b6eebf30d4d264fb74b19f
episodes/R5-S02-C01-D03/SAFETY_DECISION.json,107,32966b2f200d889b1fa2eeaf98e2d1008c8c2e2be843348856316f18233cc892
episodes/R5-S02-C01-D03/SAFE_SNAPSHOT.json,2114,9816d28d0595db757509a56fdca0c912d465434fb73488bdf6cc9a69a8b47758
episodes/R5-S02-C01-D03/SOURCE_HASHES.csv,3867,33a19889b2b2fb778b79a1c528f1aa5c6e063886782a230cd78c4ca2dbd3e87d
episodes/R5-S02-C01-D03/STDOUT.log,67,ec0655de820d3b0db0fe5515139fc22b07c69c36fd2f5f90d6892512a7545492
