H_required_Nms,binding_gate,case,confidence,eps_H,feasibility,flex_energy,fuel_g,impulse_Ns,post_capture_rate_dps,strategy,wheel_margin_Nms,ledger_H_after_Nms,ledger_H_before_Nms,ledger_dH_external_Nms,ledger_dH_internal,ledger_dv_match_mps,ledger_gs1_vector_closure
0.0024962462560704844,NONE,A_low,rigid_body_frozen_solver,0.0,FEASIBLE,PROVISIONAL_NOT_EVALUATED,0.0,0.12021626868793249,0.23120208979778084,S1_passive,0.297504,0.0024962462560704844,0.0024962462560704844,0.0,0.0,,
0.011779590201088723,NONE,A_low,rigid_body_frozen_solver,1.4653627667173378e-16,FEASIBLE,PROVISIONAL_NOT_EVALUATED,0.0389,0.12020973311037349,0.23732923180976725,S2_velocity_matching,0.28822,0.011779590201088723,0.011779590201088723,0.009968255904337787,0.0,0.0008645829869824866,1.734723475976807e-18
0.0024962462560704844,NONE,A_low,rigid_body_frozen_solver,0.0,FEASIBLE,PROVISIONAL_NOT_EVALUATED,2.9992,0.12021626868793249,0.23120208979778084,S3a_wheel_bias,0.002496,0.0024962462560704844,0.0024962462560704844,0.0,0.0,,
0.0024962462560704844,NONE_THRUSTER_PATH,A_low,rigid_body_frozen_solver,0.0,FEASIBLE,PROVISIONAL_NOT_EVALUATED,0.025,0.12021626868793249,0.23120208979778084,S4_post_capture_detumble,0.297504,0.0024962462560704844,0.0024962462560704844,0.0,0.0,,
3.650992635553959,POST_CAPTURE_RATE,B_anchor,rigid_body_frozen_solver,3.849848861643484e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,0.0,0.3384597133729326,3.0633304945807067,S1_passive,-3.350993,3.650992635553959,3.650992635553959,0.0,0.0,,
4.5243616005669836,POST_CAPTURE_RATE,B_anchor,rigid_body_frozen_solver,1.9472134659155078e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,1.6878,0.1938779667977405,2.947001206340386,S2_velocity_matching,-4.224362,4.5243616005669836,4.5243616005669836,1.435081014983432,0.0,0.037475051582154105,1.1102230246251565e-16
3.650992635553959,POST_CAPTURE_RATE,B_anchor,rigid_body_frozen_solver,3.849848861643484e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,2.9992,0.3384597133729326,3.0633304945807067,S3a_wheel_bias,-3.050993,3.650992635553959,3.650992635553959,0.0,0.0,,
3.650992635553959,POST_CAPTURE_RATE,B_anchor,rigid_body_frozen_solver,3.849848861643484e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,36.4998,0.3384597133729326,3.0633304945807067,S4_post_capture_detumble,-3.350993,3.650992635553959,3.650992635553959,0.0,0.0,,
0.36888647094081484,WHEEL_MOMENTUM,C_transition,rigid_body_frozen_solver,1.2963142172652678e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,0.0,0.15743920825920604,1.9732374251028981,S1_passive,-0.068886,0.36888647094081484,0.36888647094081484,0.0,0.0,,
0.6230153291913327,WHEEL_MOMENTUM,C_transition,rigid_body_frozen_solver,6.976790279575498e-17,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,0.7696,0.12321060036463054,1.902365968810742,S2_velocity_matching,-0.323015,0.6230153291913327,0.6230153291913327,0.39257271285430173,0.0,0.017088383148253873,5.551115123125783e-17
0.36888647094081484,NONE,C_transition,rigid_body_frozen_solver,1.2963142172652678e-16,FEASIBLE,PROVISIONAL_NOT_EVALUATED,2.9992,0.15743920825920604,1.9732374251028981,S3a_wheel_bias,0.231114,0.36888647094081484,0.36888647094081484,0.0,0.0,,
0.36888647094081484,NONE_THRUSTER_PATH,C_transition,rigid_body_frozen_solver,1.2963142172652678e-16,FEASIBLE,PROVISIONAL_NOT_EVALUATED,3.6878,0.15743920825920604,1.9732374251028981,S4_post_capture_detumble,-0.068886,0.36888647094081484,0.36888647094081484,0.0,0.0,,
6.099934825682697,POST_CAPTURE_RATE,D_extreme,rigid_body_frozen_solver,1.556162816624735e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,0.0,0.47693609605288634,5.108493441687948,S1_passive,-5.799935,6.099934825682697,6.099934825682697,0.0,0.0,,
7.563350971745836,POST_CAPTURE_RATE,D_extreme,rigid_body_frozen_solver,1.1643685480230384e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,2.813,0.2391040416568656,4.917437370873017,S2_velocity_matching,-7.263351,7.563350971745836,7.563350971745836,2.391801691639054,0.0,0.062458419303590175,2.220446049250313e-16
6.099934825682697,POST_CAPTURE_RATE,D_extreme,rigid_body_frozen_solver,1.556162816624735e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,2.9992,0.47693609605288634,5.108493441687948,S3a_wheel_bias,-5.499935,6.099934825682697,6.099934825682697,0.0,0.0,,
6.099934825682697,POST_CAPTURE_RATE,D_extreme,rigid_body_frozen_solver,1.556162816624735e-16,INFEASIBLE,PROVISIONAL_NOT_EVALUATED,60.9824,0.47693609605288634,5.108493441687948,S4_post_capture_detumble,-5.799935,6.099934825682697,6.099934825682697,0.0,0.0,,
