case_id,state,node,heat_W,value_basis,mechanical_sink_node,thermal_contact_R_K_W,qualification
SBP000,run,shared_contact_loop,0.0,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,main_after_sense,17.311466574452346,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,controller_allocation,0.059666356439740525,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,input_capacitor_leakage,0.057331166517924206,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,F201_typical_cold_R_transfer,0.8410695245086617,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,main_before_sense_excluding_F201,1.6326643711050497,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,F202_typical_cold_R_transfer,0.019882595895535437,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,auxiliary_branch_excluding_F202,0.0,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,CHB_conversion,63.70588235294119,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,THN_conversion,4.2,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,run,startup_bias_allocation,0.25,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,cold,shared_contact_loop,0.0,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,cold,main_after_sense,0.0,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,cold,controller_allocation,0.059999955,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,cold,input_capacitor_leakage,0.0,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,cold,F201_typical_cold_R_transfer,1.5299999999999998e-08,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
SBP000,cold,main_before_sense_excluding_F201,2.97e-08,F201 1.7mOhm and F202 18mOhm typical cold values transferred within original branch allocations; not hot resistance or measured temperature,,,UNBOUND
