path,size_bytes,sha256,mtime,role
"AGENTS.md","13629","3d2269562678641108bcf68b8cda2a4e8359039b44c6d76cc0b668cde71abe84","2026-08-25 17:53:37 +0900","project_memory_truth_entry"
"PROJECT_MAP.md","7421","4dcdad08bd7490056a0b0c895d31290df286eb4975e772eddba277fd31df5f80","2026-08-23 17:11:08 +0900","navigation_root_map"
"01_project/current/README_CURRENT.md","1065","38925c4c7df1f5f3cca13b91e355b5b34b447a581c89b513b5ace2bd5892b35d","2026-08-27 02:35:46 +0900","current_navigation_layer"
"01_project/current/CURRENT_GATE_MATRIX_V1.csv","8974","824cdcfd1f53db245587ae1d36952dc5566df2c4db199dd01798d13e43c90bc6","2026-08-27 02:35:46 +0900","current_gate_matrix_navigation"
"01_project/current/PROJECT_CURRENT_AUTHORITY_V1.yaml","15411","9789c1a6f693f265f5dc40fecdef91c02a23c84a1dc3e8676b18acad948c2111","2026-08-27 02:35:46 +0900","current_authority_index_navigation"
"01_project/current/CURRENT_RELEASE_POINTERS_V1.yaml","1515","59bd688a9bc156a378c66c6f6987c76fee005d9ce6e2cd9826de4cae7253acb8","2026-08-27 02:35:46 +0900","current_release_pointers"
"01_project/current/HOLD_AND_NEGATIVE_RESULTS_V1.csv","1540","667dd3bd8a83c14f611bc9ac411f3753d1496832c91d2b500356a8ac6a134c37","2026-08-27 02:35:46 +0900","hold_negative_register"
"01_project/current/ACTIVE_WORK_REGISTER_V1.csv","628","d915d6c969d7b331b63e978da4045733f53064ef45e4fbfb78385484c0c3e33e","2026-08-27 02:35:46 +0900","active_work_register"
"01_project/current/RETIREMENT_CANDIDATES_V1.csv","669","40398d77af5a7d4f7cd6c56c12981aec250a7d9fc1ea437be5e2c8f3802bcc76","2026-08-27 02:35:46 +0900","retirement_candidates"
"01_project/current/SUPERSEDED_ASSET_REGISTER_V1.csv","807","0b292e51cc3704d7d0b66791831b25b07a0e4806e99b8390d589762541dedfca","2026-08-27 02:35:46 +0900","superseded_register"
"01_project/current/DELETE_CANDIDATES_V1.csv","177","28340eb73a474cd7b4329f7dcec50ad44feef3cd31596ca9fc148f5e76b03712","2026-08-27 02:35:46 +0900","delete_candidates_empty"
"01_project/current/REFERENCE_GRAPH_V1.json","13692","035dc33414bca528ffce411fa0b48c7a607cd6ee95f3c2f81ec464181c8dbebc","2026-08-27 02:35:46 +0900","reference_graph_navigation"
"10_research/competition_convergence/competition_gate_check.json","7672","8b3cdbdaa09e9048262888f596bacc5a7ec543af55542256e8bce66de15a6200","2026-08-04 02:57:07 +0900","competition_demo_machine_gate"
"10_research/competition_convergence/competition_execution_report.md","8592","dc8f052689559bb02e9f940f6b79d50cad6cdbaa16b2fbc01e305dfc96ebcf15","2026-08-04 02:57:07 +0900","competition_demo_execution_report"
"10_research/competition_convergence/competition_claim_evidence_matrix.csv","7570","10c8d503c55e7ca1a996128c738844610ac2065f2e07a1149617d5234f3c7c65","2026-08-04 02:57:07 +0900","competition_claim_matrix"
"40_evidence/artifacts/competition_convergence/evidence_asset_manifest.json","8967","33b7bfbf86828372dbe1f702c8b86c2e0b7ed7e1d83c848b3a4410598e97f891","2026-08-04 02:57:17 +0900","deliverable_asset_manifest"
"01_project/competition/archive/项目现状总览_20260715.md","14939","e65cf431ba0024bbb10ff4a75ab686452173dadfbdb6dc424a42c238dec0436b","2026-08-04 02:57:07 +0900","archived_format_description_not_current"
"01_project/competition/项目现状总览_20260720.md","5193","184cacb060fc23319a835f5a27c19ef97c9a145941b6c5b5f9dbb7372fc5e5fc","2026-08-04 02:57:07 +0900","current_project_overview"
"01_project/competition/R2动力学与控制工程闭环阶段裁决_20260827.md","10084","3eed50dd728ea55ce40cd4a2e46d4343d1f17a4c532baca4c469c8b406c08dce","2026-08-27 02:35:11 +0900","latest_ruling_20260827"
"01_project/competition/R2航空宇航机械与控制预开发阶段裁决_20260827.md","6784","7884373ee9fc5f8a536c653170e3822dc23abe8d68969ebc04173f3068ee1a59","2026-08-27 01:25:54 +0900","latest_ruling_20260827"
"01_project/competition/Route_C终局Owner系统边界决策包_20260826.md","22969","9e9a4156c80f558513828597b00d03a9c23fc9f98b0a0322309728da317adabb","2026-08-27 00:27:40 +0900","odr60_owner_decision_package"
"01_project/inbox/source_manifest.csv","387","7d1d733eb7923585d86bdb63d0c1f8ca99471c12c3df2d1ae7215c4eb8f5f320","2026-08-04 02:57:07 +0900","inbox_manifest"
"01_project/inbox/README.md","1235","72302e4a3a94b96cfda0165cf7301867654bf79f379a4a143790f0cdd6ce131d","2026-08-04 02:57:07 +0900","inbox_rules"
"10_research/paper1_architecture.md","19421","6df2bec70a723296f81b5cf801519e3d340360bbf1c287ce236bebe2a92d97f6","2026-08-04 02:57:07 +0900","journal_paper_architecture_not_competition_report"
"10_research/knowledge_base/papers/claim_evidence_ledger.csv","185","1cff4ab952b75e4ea4679d3947bc630c2eb2afe00932ce389a89a4e128f9e297","2026-08-08 00:07:33 +0900","claim_ledger_header_only"
"10_research/knowledge_base/papers/controller_state.yaml","40639","7eac082162b576c510c613f7f17d9389340d3d7fe18c310fe0261d60d9a4beda","2026-08-08 00:07:33 +0900","paper_knowledge_derived_state"
"40_evidence/artifacts/authorization_readiness/unified_r2_v2/PREAUTHORIZATION_READINESS_GATE_V1.json","3458","7b8ee30edd4e845dd8aee817fca17dc30160c2da792e967f10b054fc0c6ff0d1","2026-08-24 10:05:14 +0900","tooling_readiness_gate_no_authority"
".codex/skills/paper-knowledge-orchestrator/SKILL.md","6160","ca0987b1859550d71f8fd90cf4b3cd915cd0c4d340bcd479fda1f50c5e80d889","2026-08-08 00:07:33 +0900","skill_verdict_token_definition_only"
"40_evidence/artifacts/competition_convergence/competition_mission_intelligence_demo.pptx","177259","9deff92b539cb43da53cc02c3187a9680761437beb468c10c55853846906c059","2026-08-04 02:57:17 +0900","deliverable_binary_pptx_hashed_small"
"40_evidence/artifacts/competition_convergence/competition_mission_intelligence_demo.mp4","1572615","7043d026cef6034b3f6a86014962332a2c419c72d0b6304549effbbd218f1b41","2026-08-04 02:57:17 +0900","deliverable_binary_mp4_hashed_small"
