path,bytes,sha256
actuators/ACTUATOR_CASE_RESULTS.json,9159,3e700b36b53e246bcc549b57393e08e3199665f32219cb9ceac36801337d476d
actuators/ACTUATOR_CONTRACT.json,23518,dd68472e9a2c331154090125a668b4c4d1657dad9a64779cb5c9221df46fb641
actuators/actuator_model.py,11610,53fb7a3c098a2bce9b651cf9942662292ef3ee2bf6f02ed5bafc62559ad01759
actuators/ARTIFACT_SHA256.json,1382,34af80d3bcb9524b284fcdf1db0a436ff02d0d63c6faf6a1815296c01f80de7d
actuators/build_actuator_contract.py,8668,c2d44f5bc2545a1a7728d067f2102b0a328282233c2f233171c47c57dd260655
actuators/README_ZH.md,4031,e7d3b9a2e7627caac6530d55b2048706d4c195578add1dda08166c738a02267e
actuators/run_checks.py,1868,e2b8ad2aa602528d2b0c60eed25bf65c4d255e650f42ef38a6d72d1de7098839
actuators/SOURCE_BINDINGS.json,2079,58bbb4d7a5e2880fbde680aaec80670719a20117c8b675abe45b4fc5e210cb03
actuators/SYNTHETIC_ARRAY_REFERENCE.json,4693,0a1608229a926b5aeba9268b749f49ded54777fbc61dd32215de6996a994daad
actuators/test_actuator_model.py,4608,aea3903740286b17f14f5b53edb745de045e9f019e417433399111f73729811d
actuators/TEST_RESULTS.json,2295,e61322ec071aa4f61f54a412daedb1d9caed2d597422e2083fa211f7c525c14a
DELIVERY_STATUS_V31.json,1212,b2a963218453ec70b354c24d4cc4d7da8589d17ed6ac1e40730caa82261e5884
electrical/ARM_ELECTRICAL_PARAMETERS.json,11300,8c5d824c5257c01219d713ed2b768d9c065b41aa1bdc55590b0c1666b3f536e4
electrical/AS_BUILT_READBACK_TEMPLATE.csv,200,19171f52a1f448730177da84329c19c426f3b77107e8179cee8d22c5039a87fe
electrical/build_load_package.py,13021,ff0e06d35f4a60f14d1477485bdc606f45e502c0cb0961fd11d4efd2b82b28a5
electrical/BUS_CAPTURE_PLAN_ZH.md,4163,9ef6c1dbe3360cf0c2fdc6cbc3365143007abd79efb1ebc2323684c379de92d2
electrical/BUS_CAPTURE_TEMPLATE.csv,162,12a98a731445094f5032407d5fbce0d3eb1085f6751f89b63a324087e52dd875
electrical/ELECTRICAL_PACKAGE_SHA256.json,4024,fec7cc48edb5a318a4bd29c632848b3807450153fc265bbef901040f847baacd
electrical/ELECTRICAL_TEST_RECEIPT.json,2124,83aeabbaa02f5a5c513e5add19fe7519dca1b80da84d28b20a9ab0314336a3a7
