old_path,new_path,before_sha256,after_sha256,content_changed,reason
"research_integration/.gitattributes","tools/research_dashboard/.gitattributes","c8e2095c98510fc16b2e994b67c4728c6205d196808adaea46c1809e65d625d6","c8e2095c98510fc16b2e994b67c4728c6205d196808adaea46c1809e65d625d6","false","path_only_move"
"research_integration/.gitignore","tools/research_dashboard/.gitignore","6feaded4e28ea86e001a6751b4e3d960e8b7c31b9616ff9936b79297086e809b","6feaded4e28ea86e001a6751b4e3d960e8b7c31b9616ff9936b79297086e809b","false","path_only_move"
"research_integration/README.md","tools/research_dashboard/README.md","cf3fa8ee786bd7332bbc0fa34eef2b1ba32f02dcb8653da7566ecc975243957e","d898351bfce57be317ff3d3e2cf45c5b2437c5d59f9259d499bc2b5be1651666","true","required_namespace_path_update"
"research_integration/build_research_dashboard.py","tools/research_dashboard/build_research_dashboard.py","9751f4334ca6c537f39e11700071c1961e9c38565321703caf269c34ad5f7816","dc7a97d40e86cddb87aec764bd7d7b76168591e5df6029032e606038e8eb4168","true","required_namespace_path_update"
"research_integration/docs/RESEARCH_INTEGRATION_REPORT_ZH.md","tools/research_dashboard/docs/RESEARCH_INTEGRATION_REPORT_ZH.md","a933e90d4bf4c871a6200db91a6a5cffef7b2340e8df68cec67306377294e32d","a933e90d4bf4c871a6200db91a6a5cffef7b2340e8df68cec67306377294e32d","false","path_only_move"
"research_integration/results/input_source_inventory.json","tools/research_dashboard/results/input_source_inventory.json","91d1e8e3e7dbf75ec7de1f4aaba15334356b164c4f677a97642c7cc5c8e214d5","91d1e8e3e7dbf75ec7de1f4aaba15334356b164c4f677a97642c7cc5c8e214d5","false","path_only_move"
"research_integration/results/research_integration_summary.json","tools/research_dashboard/results/research_integration_summary.json","3c95f906f770c0a4d7f5ba287a7210f1e394706e7e36e2831f3db14cd7648cf4","3c95f906f770c0a4d7f5ba287a7210f1e394706e7e36e2831f3db14cd7648cf4","false","path_only_move"
"research_integration/results/run_manifest.json","tools/research_dashboard/results/run_manifest.json","5f36a85cc025fe7f1da939f53f34beee77d9ad543c10c11e4333e6886472637c","ac9c80c68bceeab943b5db5ad0e8b0ae37e64b2575548af666f0546584330683","true","required_namespace_path_update"
"research_integration/tables/solver_diagnostics.csv","tools/research_dashboard/tables/solver_diagnostics.csv","330b168ed5324f5cd569984c5f2b68f9cad1880be6afe346e721b12adcad4c99","330b168ed5324f5cd569984c5f2b68f9cad1880be6afe346e721b12adcad4c99","false","path_only_move"
"research_integration/tables/sync_low_impulse_pareto.csv","tools/research_dashboard/tables/sync_low_impulse_pareto.csv","9cc3fbd92c0f9c78c92f383cfa029bfe5e5ed965f819915c229207a054c97a1b","9cc3fbd92c0f9c78c92f383cfa029bfe5e5ed965f819915c229207a054c97a1b","false","path_only_move"
"research_integration/tables/unified_campaign_map.csv","tools/research_dashboard/tables/unified_campaign_map.csv","e0665888231fc00d4614524d8ea4bd4be50c9a0740fed5234ced219eec95f7e7","e0665888231fc00d4614524d8ea4bd4be50c9a0740fed5234ced219eec95f7e7","false","path_only_move"
"research_integration/templates/dashboard_v1.html","tools/research_dashboard/templates/dashboard_v1.html","0d78f1404226ce0c12fa127a08a6a7ed95fa3f07edf3e99bbd614c895b0a84cf","0d78f1404226ce0c12fa127a08a6a7ed95fa3f07edf3e99bbd614c895b0a84cf","false","path_only_move"
"research_integration/tests/run_all.py","tools/research_dashboard/tests/run_all.py","4710ed6b2d382a5c98ce6af21c348037b46c486dddb260eeef93828958fa70fa","fb586ab6dead745a96cc5e0e384f6cd53cd1d85b6799a239633acb5cbebb75f2","true","required_namespace_path_update"
"research_integration/tests/test_report.md","tools/research_dashboard/tests/test_report.md","4c3b368ac29c520f5a230eb1673c6935968996580d9cc4ecd48a29409183aade","4c3b368ac29c520f5a230eb1673c6935968996580d9cc4ecd48a29409183aade","false","path_only_move"
"research_integration/tests/test_results.json","tools/research_dashboard/tests/test_results.json","34f1415e67dc71b9505b627e7fb058907e24bba7b0d9d094cd5cac9914785689","34f1415e67dc71b9505b627e7fb058907e24bba7b0d9d094cd5cac9914785689","false","path_only_move"
