manifest_type,row_index,role,current_path,pre_reorg04_path,pre_reorg04_size_bytes,current_size_bytes,pre_reorg04_sha256,current_sha256,byte_identity,refreeze_reason
e15_snapshot_protection,1,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/docs__90_competition__sim_09_gate_e15_report.md,artifacts/visualization/e15_gate_evidence_snapshot_20260714/docs__90_competition__sim_09_gate_e15_report.md,,3817,41B76BAF5E08B5B2A4000D4066D12F5FBB8CEA050057E49AC1B3BE9C1075EFED,68DC0ED176E9A6B6AAE012A072CA3841C8FC5CA7934F204F50DA059BE26A8D04,false,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,2,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_geometry_roll_phase.png,artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_geometry_roll_phase.png,,68863,29004C3EC1FD11074C1EBB6155F33A101FD330CEFAE486B391E4C8F75D8F2EC3,29004C3EC1FD11074C1EBB6155F33A101FD330CEFAE486B391E4C8F75D8F2EC3,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,3,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_geometry_vs_stability.png,artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_geometry_vs_stability.png,,75460,B1B030D565C308601093648F32FA7D0BA161A593BC0A0247C5B34C8C977D9D80,B1B030D565C308601093648F32FA7D0BA161A593BC0A0247C5B34C8C977D9D80,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,4,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_pareto_knee.png,artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_pareto_knee.png,,57453,AEFFC5091288E4454B6A4014E812B95ACF56EDBB234164C7CE1331227E491C35,AEFFC5091288E4454B6A4014E812B95ACF56EDBB234164C7CE1331227E491C35,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,5,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_threshold_sensitivity.png,artifacts/visualization/e15_gate_evidence_snapshot_20260714/figures__sim_09_grasp_evaluator__fig_e15_threshold_sensitivity.png,,103277,841F655EB90E3E863A6EE17E5A9D6AA21CF6E78F016124A9BF713D5F778E1413,841F655EB90E3E863A6EE17E5A9D6AA21CF6E78F016124A9BF713D5F778E1413,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,6,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__anchor_report_e15.md,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__anchor_report_e15.md,,1364,2CB2D6477D54E32AFB2980566DC8304E8299291020ECD981330C2C5CBFDA4188,2CB2D6477D54E32AFB2980566DC8304E8299291020ECD981330C2C5CBFDA4188,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,7,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_attempts.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_attempts.csv,,10635,87B6C63661A477980DDAAA3133245BF0F653A65E81C52A494930940C623C4B77,87B6C63661A477980DDAAA3133245BF0F653A65E81C52A494930940C623C4B77,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,8,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_crosschecks.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_crosschecks.csv,,186,D4C2B01D49741F0F523ECB5A64027272E5219FAFC6D4EFB5836B85F046F88CEF,D4C2B01D49741F0F523ECB5A64027272E5219FAFC6D4EFB5836B85F046F88CEF,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,9,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_legacy_attempts.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_legacy_attempts.csv,,19673,CB6553E1BD81DE105395F5A529CEDEBDC71A5B2ECED6C270D8FC94A643BFB0F8,CB6553E1BD81DE105395F5A529CEDEBDC71A5B2ECED6C270D8FC94A643BFB0F8,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,10,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_legacy_retry_forensics.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_ancf_legacy_retry_forensics.csv,,36415,AEC46A7495A09C59E0FAA0F617C9487F7F090291DD782B39963B78C55B93365C,AEC46A7495A09C59E0FAA0F617C9487F7F090291DD782B39963B78C55B93365C,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,11,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_gate_check.json,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_gate_check.json,,18306,14791C2937EEAD5A93406C02EEB66B20D96F4FBB149DF0E5F367B26C94436E2A,E98272BB347CA647125BAA3D25B541E94477F854C30CFDCC4F0559E0C08C1F15,false,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,12,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_geometry_manifest.json,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_geometry_manifest.json,,10461,D09F973D7D77EF3E056C633511A16D20A8BF6835A9A7B5D722927C32D403886F,D09F973D7D77EF3E056C633511A16D20A8BF6835A9A7B5D722927C32D403886F,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,13,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_geometry_roll_details.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_geometry_roll_details.csv,,48211,8580332F252A564D8E0BE05B4D1B3CD5E2B25E11CB1EB816781AB66B693479CC,8580332F252A564D8E0BE05B4D1B3CD5E2B25E11CB1EB816781AB66B693479CC,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,14,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_legacy_hash_check.json,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_legacy_hash_check.json,,6345,69EFA348DDD9904D6817C09EFD4F20AD357B043CDDD6E6F625FC42AF088629C1,7DFD1044FF45E66F0A49D57628B0D5CEF0AA91302F21EFFA8C5B5F6E4BD9BAFF,false,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,15,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_results_72cases.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_results_72cases.csv,,181299,876F72274C0E0F9DB8418F3DF9A72298A72278459A751885793A2BCE23ECEE54,6760FB0473E1DCA3580DDDA20994D71A54E6217B9A6281C55AB515A2D124D5DE,false,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,16,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_run_manifest.json,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_run_manifest.json,,1182,B634EE4D6758AEEEE9AD107544266616A71141FB13DF0BBCE559B06BA0B9CEFD,B634EE4D6758AEEEE9AD107544266616A71141FB13DF0BBCE559B06BA0B9CEFD,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,17,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_top3_bdf_attempts.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_top3_bdf_attempts.csv,,408,9BD7271A1A4AC69F8E33D4FC0C8FE423EC9AC14336BD4B47471D133AE4CE9ED6,9BD7271A1A4AC69F8E33D4FC0C8FE423EC9AC14336BD4B47471D133AE4CE9ED6,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,18,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_top3_bdf_crosschecks.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/results__sim_09_grasp_evaluator__e15_top3_bdf_crosschecks.csv,,462,E85A7D4EC921C433E2749966728B4A9681B7E6B3FAD6F195D225BA50CF31F945,E85A7D4EC921C433E2749966728B4A9681B7E6B3FAD6F195D225BA50CF31F945,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,19,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_mpcs__e15_bottleneck_summary.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_mpcs__e15_bottleneck_summary.csv,,114707,1D9404795B51680EEC30445BD468817B427F9753D0BF94832A314E6481665043,1D9404795B51680EEC30445BD468817B427F9753D0BF94832A314E6481665043,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,20,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_mpcs__e15_mpcs_manifest.json,artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_mpcs__e15_mpcs_manifest.json,,7506,DBD1B74F1DBB9B6403E829CD28ADF4B3F2A16BC6DBA4BB0A4431E1D0B21F1C48,DBD1B74F1DBB9B6403E829CD28ADF4B3F2A16BC6DBA4BB0A4431E1D0B21F1C48,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,21,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_mpcs__e15_pareto_layers.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_mpcs__e15_pareto_layers.csv,,446,D73EC27F5E9D9CD999FABA2222F74735AF2AC13093AE08D4816ED442017B7254,D73EC27F5E9D9CD999FABA2222F74735AF2AC13093AE08D4816ED442017B7254,true,root_namespace_path_refreeze_reorg04
e15_snapshot_protection,22,protected_snapshot,40_evidence/artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_summary_metrics.csv,artifacts/visualization/e15_gate_evidence_snapshot_20260714/tables__sim_09_grasp_evaluator__e15_summary_metrics.csv,,376,A34FDF5A3393379C4B580C6A409BA4D455B994432F923B86AA47EFB86B68F8F7,A34FDF5A3393379C4B580C6A409BA4D455B994432F923B86AA47EFB86B68F8F7,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,1,accepted_artifact,40_evidence/artifacts/visualization/grasp_geometry_explorer_v0.html,artifacts/visualization/grasp_geometry_explorer_v0.html,4862111,4862729,B084732B4AE0C936AE00685174E67F653918E8FA246C4FA3D6F38617EC9D5BF5,C0B6E8DA6F8D265B782D44FC55798906F5667E1FC13E6103091B5FBBD172C93F,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,2,accepted_artifact,40_evidence/artifacts/visualization/project_visualization_v0.html,artifacts/visualization/project_visualization_v0.html,13571036,13572328,1F66454100AFB0A66E31E042C52C6B2A570801B72217F8709A2B50CA225B3166,83C67E63A90E23172C085577E2FB5EF01B2E31D0E812C9729D0A4BA281DE57C7,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,3,report,40_evidence/artifacts/visualization/viz_gate0_acceptance_report.md,artifacts/visualization/viz_gate0_acceptance_report.md,6185,6391,F59FDFA69E238555FB044F796882D3D37B5758955B0BC5AB077BBFA9B6F2205A,623E8002CC9FB99A4106109828B3CC17AC26DFBE3C51F634CF8E3259B0C9E975,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,4,browser_evidence,40_evidence/artifacts/visualization/viz_gate0_file_offline_chrome_20260714.png,artifacts/visualization/viz_gate0_file_offline_chrome_20260714.png,132401,132401,A380DC364524EE748B68D9AFD8A4B38B6BD66B5147B1720334E9DBDAFEA6034A,A380DC364524EE748B68D9AFD8A4B38B6BD66B5147B1720334E9DBDAFEA6034A,true,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,5,accepted_artifact,40_evidence/artifacts/visualization/VIZ_GATE0_FREEZE_20260714.md,artifacts/visualization/VIZ_GATE0_FREEZE_20260714.md,2224,2499,060055B219B47E0DB4F1643A0CF21AF263B2085C23890AF827C5A54395990D68,AA1893B5F80CDE6A8820B920B07475EB3222FEC853AE9A42439C888ED0187D28,false,root_namespace_path_refreeze_reorg04
viz_gate0_freeze,6,environment,40_evidence/artifacts/visualization/viz_gate0_python_environment_20260714.txt,artifacts/visualization/viz_gate0_python_environment_20260714.txt,1446,1531,2648A26C817439BD4C92816F86BE541F5E2AD2B957C16A8B66ED63D4958827D9,86D1234074DE1F3E79B061B65D40EDF79AADFFBB7E5754F40CC0B03D13F72BF6,false,root_namespace_path_refreeze_reorg04
