relative_path,bytes,sha256
00_Master_Skeleton/Master_Skeleton_V2_0.SLDPRT,156918,0f1dfe3455e48835b9c96a38cd0688d1ced7a091e30611ef29297e4a4250fda3
01_Primary_Structure/parts/DECK_MID_FRONT.SLDPRT,77596,19059b5e25da812431c653c19dc08ca3a2922ea1fbb3e6f76bad255e126ceef0
01_Primary_Structure/parts/DECK_REAR_MID.SLDPRT,77349,04cad73bb548282989e4fa325ef0050ee0cc4c2c2a2eca24c812c51765c30f57
01_Primary_Structure/parts/FRM_FRONT_TASK.SLDPRT,95416,76e935e8ae416f0698a794ad1efd04f0775c83013caa20f588acec0acc641a58
01_Primary_Structure/parts/FRM_MID_FRONT.SLDPRT,93226,60cd26f894c794d3d327e8ae35d814c66fca2723f9d7866bbfe71be3c6a71728
01_Primary_Structure/parts/FRM_REAR_BOUNDARY.SLDPRT,94925,addfb06be523b007417df9fc88d8b202e20ae775d3e43628ed85d5018695e6e1
01_Primary_Structure/parts/FRM_REAR_MID.SLDPRT,93529,687c3fa5db436bbbe0bf2c803ea4320e58ee895b3fc2a0c393f15f61b94bb4dd
01_Primary_Structure/parts/LNG_NY_NZ.SLDPRT,71374,ab7e7a65a0523a7b4dcd176af0a32e6b6a15f542cbe757e6374f3d6f13768e37
01_Primary_Structure/parts/LNG_NY_PZ.SLDPRT,70998,1f41c4b1091391212b60b75b5072a94d22b4d182b15abe955928d91a52b1c44f
01_Primary_Structure/parts/LNG_PY_NZ.SLDPRT,72170,235b92a87b3bdf05fcff2beed096541f44a690cc923008a7980c484de4062484
01_Primary_Structure/parts/LNG_PY_PZ.SLDPRT,71754,fc75d92e6308056a4721499b32131ebc48f6cb0414f85e0ecbc24858745bc682
01_Primary_Structure/parts/PNL_BOTTOM.SLDPRT,80743,6f79d52890bf957f10ee17d550e2f14e3c618c9ed490470e56a00d1d43d532f3
01_Primary_Structure/parts/PNL_LEFT.SLDPRT,78694,689c44e029b7329b685fcc2dc3b6186f8f47caf1e4bb9ef1c9f4017ff0e8ea29
01_Primary_Structure/parts/PNL_RIGHT.SLDPRT,81459,2c461b78ec7d19d7859eeed7a10f298869ea91f5ac55c6065bef6ac1679ec9d8
01_Primary_Structure/parts/PNL_TOP.SLDPRT,73935,033e8e0203f5b8d39dc0656a9161acba5eed3a1b6a3b05b06834a7f34449630f
02_Front_Mission_Module/parts/PNL_FRONT_MISSION_ACCESS.SLDPRT,95467,c0afaee532fd32a15cc78ba5fa6bb698b1d6f51bbe699f80b9af059704b57c34
02_Front_Mission_Module/parts/VOL_FM_ROBOT.SLDPRT,63973,072869879d153151f269eae81998ad690bb3b8450113ada0cbd953baa0f282a2
02_Front_Mission_Module/parts/VOL_FM_SENSOR.SLDPRT,63194,f346d1ba61c4f303224510773c3aa9704814a1f7eddaeeef390a21cd3f5e8771
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_ADCS.SLDPRT,62669,81bc32c58f95dfe93ed2a0c70742d30b53e5f2479f32f404291ba40bc02b2f6c
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_BAT.SLDPRT,62964,fa7d27f8cb736db029fc34837b354104cfb9d437165676c69d788cd8c8d141b3
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_EPS.SLDPRT,62900,70d4f8266c10165bf23bffe6aba5566f4d8eee516672fcd6c2734e3db1cec41d
03_Avionics_EPS_ADCS_Bay/parts/VOL_MID_OBC.SLDPRT,62594,2bf795c68c0e0d5eedb3d87d35cb066161d87d78d98383a4d1046ce51fd2a042
04_Rear_Service_Module/parts/PNL_REAR_SERVICE_ACCESS.SLDPRT,79893,bd80991e6f53429331faffa7eef999d5aa1e9ab1226cc3b71019cd69cc159385
04_Rear_Service_Module/parts/VOL_REAR_COMM.SLDPRT,64617,2f825f4b55329b5ca3e9b9b1f186794df45f10c1fb14a011aa355c1c1ad23819
04_Rear_Service_Module/parts/VOL_REAR_PROP.SLDPRT,63620,18d73a45e9b3e267aa615beac513eba64ac20c4759b28c46e3589d843f0027bc
04_Rear_Service_Module/parts/VOL_REAR_SERVICE.SLDPRT,64867,46a16ac17147ba6ea5e0f8117d32ad95dd620d5905f06470cabdae8cc253257d
04_Rear_Service_Module/parts/VOL_REAR_THERMAL.SLDPRT,64696,e4bbdaf8857653c1d73d0fd26b1da4b86c87c10031a9120312f9007f76d68517
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_BOSS.SLDPRT,88920,f25ba1a2f972538830ee9f225533495f2c97393cfd3e44ffb111d66702f74976
05_Robot_Mount_Module/parts/SV2_MNT_ADAPTER_PLATE.SLDPRT,78013,16b28975d921b2cddef74ea4073aeff99209ee1885c74866ec58a02d71bdad09
05_Robot_Mount_Module/parts/SV2_MNT_REFERENCES.SLDPRT,78375,9f9a64e08e365d1bacb044b4b677effe14a00ec56dba387b86927fc32cebc808
05_Robot_Mount_Module/parts/SV2_MNT_RIB_SET.SLDPRT,89490,233f10c7fb760270ea103746a084be886355ee4d6d580f8978da904f1deb5a4a
05_Robot_Mount_Module/parts/SV2_MNT_SERVICER_FLANGE.SLDPRT,77899,e3272c7a1d0e5d3cc07218883909ea56a31097a73649eb431e5686c031a11a38
06_B601_Visual_Arm/parts/B601_base_link_bbox_q0.SLDPRT,77133,c7ce88534a40d1945ffe24f4d3be4ba8fdcd6064895e1dadd43c8e5dd20d4079
06_B601_Visual_Arm/parts/B601_gripper_left_bbox_q0.SLDPRT,79958,29a34ade2692178cb9574d6b2d265fa0db50606487365705052a4db5050c668c
06_B601_Visual_Arm/parts/B601_gripper_link_bbox_q0.SLDPRT,73195,5f0ddc53a8795faee7cb33cb37e7624afc22f78bdc8d4f14a3507e73636020fc
06_B601_Visual_Arm/parts/B601_gripper_right_bbox_q0.SLDPRT,79804,475db31506f5cfb3ea416816aaecf7408b4ddf7e909c5c9cf63e5b0d2c73f368
06_B601_Visual_Arm/parts/B601_link1_bbox_q0.SLDPRT,81002,c2ab5ce27390b4592242054427da9935158dbfb0c25e3bcafdfc51486f0ee1c0
06_B601_Visual_Arm/parts/B601_link2_bbox_q0.SLDPRT,84103,38370ba20d23bcf7c3af03265a8ad0f06a0173ed185a22b7fe1e6458278902db
06_B601_Visual_Arm/parts/B601_link3_bbox_q0.SLDPRT,86304,c654cc4bc48f2274aec5c0aa17a1b55292f407a77e1af032bb4a8325e9ac2196
06_B601_Visual_Arm/parts/B601_link4_bbox_q0.SLDPRT,86637,b3502a2672914436a988d946f177f9cf30c4480a556e7b7f610a577a559ca98d
06_B601_Visual_Arm/parts/B601_link5_bbox_q0.SLDPRT,80513,5fbb32b4638e94edaad67bb266f0dd2fd7b77c4393bb2ee3329cdd52092e8243
06_B601_Visual_Arm/parts/B601_link6_bbox_q0.SLDPRT,68255,3cb438c1643cf09c0d1928496c89c8bb3ba57e9df6836a15ec75931a869c2fa4
